whitney_no,root,homonym,gloss,ryad_derived,ryad_conf,z_series,z_set,set_derived,z_url,ryad_1978,ryad_1978_basis,openness_1978,polnoizm_1978,polnoizm_1978_basis
512,bharv,,devour,A₁,medium,R0,seṭ,,https://samskrtam.ru/z/verb.php?id=582,R₁,§66-rule-closed,closed,full,§67-RMN-default(majority)
551,mārg,,chase,A₂,medium,R0,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=583,R₁,§66-rule-closed,closed,defective,§67-rule-2 (heavy closed)
833,sarj,,creak,A₁,medium,R0,,,https://samskrtam.ru/z/verb.php?id=584,R₁,§66-rule-closed,closed,full,§67-RMN-default(majority)
904,svar,,sound,A₁,medium,R0,veṭ,,https://samskrtam.ru/z/verb.php?id=585,R?,index-unknown,open,full,§67-RMN-default(majority)
220,car,,move,A₁,medium,R0,veṭ,seṭ,https://samskrtam.ru/z/verb.php?id=890,R?,index-unknown,open,full,§67-RMN-default(majority)
222,carv,,chew,A₁,medium,R0,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=891,R₁,§66-rule-closed,closed,full,§67-RMN-default(majority)
937,hvṛ,,be or make crooked,R₁,high,R1,aniṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=817,R₁,§66-rule,open,full,§67-RMN-default(majority)
69,ṛ,,"go, send",R₁,high,R1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=586,R₁,§66-rule,open,full,§67-RMN-default(majority)
70,ṛc,,,R₁,high,R1,seṭ,,https://samskrtam.ru/z/verb.php?id=587,R₁,§66-rule,closed,full,§67-RMN-default(majority)
72,ṛj,2,shine,R₁,high,R1,veṭ,,https://samskrtam.ru/z/verb.php?id=588,R₁,§66-rule,closed,full,§67-RMN-default(majority)
73,ṛt,,pursue,R₁,high,R1,seṭ,,https://samskrtam.ru/z/verb.php?id=589,R₁,§66-rule,closed,full,§67-RMN-default(majority)
74,ṛd,,"stir, dissolve",R₁,high,R1,veṭ,,https://samskrtam.ru/z/verb.php?id=590,R₁,§66-rule,closed,full,§67-RMN-default(majority)
75,ṛdh,,thrive,R₁,high,R1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=591,R₁,§66-rule,closed,defective,§67-rule-2 (heavy closed)
77,ṛṣ,,"rush, push",R₁,high,R1,veṭ,,https://samskrtam.ru/z/verb.php?id=592,R₁,§66-rule,closed,full,§67-RMN-default(majority)
18,arh,,deserve,A₁,medium,R1,seṭ,,https://samskrtam.ru/z/verb.php?id=593,R₁,§66-rule-closed,closed,full,§67-RMN-default(majority)
106,kṛ,1,make,R₁,high,R1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=594,R₁,§66-rule,open,full,§67-RMN-default(majority)
109,kṛt,1,cut,R₁,high,R1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=595,R₁,§66-rule,closed,full,§67-RMN-default(majority)
110,kṛt,2,spin,R₁,high,R1,veṭ,,https://samskrtam.ru/z/verb.php?id=596,R₁,§66-rule,closed,full,§67-RMN-default(majority)
111,kṛp,,lament,R₁,high,R1,,,https://samskrtam.ru/z/verb.php?id=597,R₁,§66-rule,closed,full,§67-RMN-default(majority)
112,kṛś,,be lean,R₁,high,R1,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=598,R₁,§66-rule,closed,full,§67-RMN-default(majority)
113,kṛṣ,,"drag, plough",R₁,high,R1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=599,R₁,§66-rule,closed,full,§67-RMN-default(majority)
192,gṛ,3,wake,R₁,high,R1,veṭ,,https://samskrtam.ru/z/verb.php?id=600,R₁,§66-rule,open,full,§67-RMN-default(majority)
190,gṛ,1,sing,R₁,high,R1,veṭ,,https://samskrtam.ru/z/verb.php?id=601,R₁,§66-rule,open,full,§67-RMN-default(majority)
193,gṛdh,,be greedy,R₁,high,R1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=602,R₁,§66-rule,closed,defective,§67-rule-2 (heavy closed)
208,ghṛ,,drip,R₁,high,R1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=603,R₁,§66-rule,open,full,§67-RMN-default(majority)
209,ghṛṣ,,rub,R₁,high,R1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=604,R₁,§66-rule,closed,full,§67-RMN-default(majority)
235,cṛt,,bind,R₁,high,R1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=605,R₁,§66-rule,closed,full,§67-RMN-default(majority)
245,chṛd,,"spue, eject",R₁,high,R1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=606,R₁,§66-rule,closed,full,§67-RMN-default(majority)
266,jṛ,2,sing,R₁,high,R1,,,https://samskrtam.ru/z/verb.php?id=607,R₁,§66-rule,open,full,§67-RMN-default(majority)
267,jṛmbh,,gape,R₁,high,R1,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=608,R₁,§66-rule,closed,defective,§67-rule-2 (heavy closed)
320,tṛd,,"split, bore",R₁,high,R1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=609,R₁,§66-rule,closed,full,§67-RMN-default(majority)
321,tṛp,,be pleased,R₁,high,R1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=610,R₁,§66-rule,closed,full,§67-RMN-default(majority)
322,tṛṣ,,be thirsty,R₁,high,R1,veṭ,seṭ,https://samskrtam.ru/z/verb.php?id=611,R₁,§66-rule,closed,full,§67-RMN-default(majority)
323,tṛh,,crush,R₁,high,R1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=612,R₁,§66-rule,closed,full,§67-RMN-default(majority)
372,dṛ,2,heed,R₁,high,R1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=613,R₁,§66-rule,open,full,§67-RMN-default(majority)
373,dṛp,,rave,R₁,high,R1,veṭ,,https://samskrtam.ru/z/verb.php?id=614,R₁,§66-rule,closed,full,§67-RMN-default(majority)
374,dṛbh,,bunch,R₁,high,R1,veṭ,,https://samskrtam.ru/z/verb.php?id=615,R₁,§66-rule,closed,defective,§67-rule-2 (heavy closed)
375,dṛś,,see,R₁,high,R1,aniṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=616,R₁,§66-rule,closed,full,§67-RMN-default(majority)
376,dṛh,,make firm,R₁,high,R1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=617,R₁,§66-rule,closed,full,§67-RMN-default(majority)
376,dṛh,,make firm,R₁,high,R1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=618,R₁,§66-rule,closed,full,§67-RMN-default(majority)
409,dhvṛ,,injure,R₁,high,R1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=619,R₁,§66-rule,open,full,§67-RMN-default(majority)
402,dhṛ,,hold,R₁,high,R1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=620,R₁,§66-rule,open,full,§67-RMN-default(majority)
403,dhṛṣ,,dare,R₁,high,R1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=621,R₁,§66-rule,closed,full,§67-RMN-default(majority)
433,nṛt,,dance,R₁,high,R1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=622,R₁,§66-rule,closed,full,§67-RMN-default(majority)
470,pṛ,2,pass,R₁,high,R1,veṭ,,https://samskrtam.ru/z/verb.php?id=623,R₁,§66-rule,open,full,§67-RMN-default(majority)
471,pṛ,3,be busy,R₁,high,R1,,aniṭ,https://samskrtam.ru/z/verb.php?id=624,R₁,§66-rule,open,full,§67-RMN-default(majority)
472,pṛc,,mix,R₁,high,R1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=625,R₁,§66-rule,closed,full,§67-RMN-default(majority)
477,prach,,ask,A₁,medium,R1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=626,A₁,§66-rule,closed,full,§67-A1-list
500,bṛh,1,make big or strong,R₁,high,R1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=627,R₁,§66-rule,closed,full,§67-RMN-default(majority)
500,bṛh,1,make big or strong,R₁,high,R1,,aniṭ,https://samskrtam.ru/z/verb.php?id=628,R₁,§66-rule,closed,full,§67-RMN-default(majority)
530,bhṛ,,bear,R₁,high,R1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=629,R₁,§66-rule,open,full,§67-RMN-default(majority)
531,bhṛjj,,roast,R₁,high,R1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=630,R₁,§66-rule,closed,defective,§67-rule-2 (heavy closed)
571,mṛ,1,die,R₁,high,R1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=631,R₁,§66-rule,open,full,§67-RMN-default(majority)
574,mṛc,,injure,R₁,high,R1,veṭ,,https://samskrtam.ru/z/verb.php?id=632,R₁,§66-rule,closed,full,§67-RMN-default(majority)
576,mṛj,,wipe,R₁,high,R1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=633,R₁,§66-rule,closed,full,special-vrddhi (§67 прим.)
579,mṛd,,"rub, crush",R₁,high,R1,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=634,R₁,§66-rule,closed,full,§67-RMN-default(majority)
579,mṛd,,"rub, crush",R₁,high,R1,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=635,R₁,§66-rule,closed,full,§67-RMN-default(majority)
580,mṛdh,,neglect,R₁,high,R1,veṭ,,https://samskrtam.ru/z/verb.php?id=636,R₁,§66-rule,closed,defective,§67-rule-2 (heavy closed)
581,mṛś,,"touch, feel",R₁,high,R1,aniṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=637,R₁,§66-rule,closed,full,§67-RMN-default(majority)
500,bṛh,1,make big or strong,R₁,high,R1,,aniṭ,https://samskrtam.ru/z/verb.php?id=893,R₁,§66-rule,closed,full,§67-RMN-default(majority)
582,mṛṣ,,not heed,R₁,high,R1,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=638,R₁,§66-rule,closed,full,§67-RMN-default(majority)
815,śru,,hear,U₁,high,R1,,aniṭ,https://samskrtam.ru/z/verb.php?id=894,U₁,§66-rule,open,full,§67-rule-1 (open i/ī/u/ū)
740,vṛ,1,cover,R₁,high,R1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=639,R₁,§66-rule,open,full,§67-RMN-default(majority)
106,kṛ,1,make,R₁,high,R1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=895,R₁,§66-rule,open,full,§67-RMN-default(majority)
741,vṛ,2,choose,R₁,high,R1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=640,R₁,§66-rule,open,full,§67-RMN-default(majority)
742,vṛṃh,,roar,R₁,high,R1,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=641,R₁,§66-rule,closed,defective,§67-rule-2 (heavy closed)
743,vṛj,,twist,R₁,high,R1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=642,R₁,§66-rule,closed,full,§67-RMN-default(majority)
744,vṛt,,turn,R₁,high,R1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=643,R₁,§66-rule,closed,full,§67-RMN-default(majority)
745,vṛdh,,grow,R₁,high,R1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=644,R₁,§66-rule,closed,defective,§67-rule-2 (heavy closed)
746,vṛṣ,,rain,R₁,high,R1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=645,R₁,§66-rule,closed,full,§67-RMN-default(majority)
743,vṛj,,twist,R₁,high,R1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=646,R₁,§66-rule,closed,full,§67-RMN-default(majority)
744,vṛt,,turn,R₁,high,R1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=647,R₁,§66-rule,closed,full,§67-RMN-default(majority)
745,vṛdh,,grow,R₁,high,R1,aniṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=648,R₁,§66-rule,closed,defective,§67-rule-2 (heavy closed)
746,vṛṣ,,rain,R₁,high,R1,aniṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=649,R₁,§66-rule,closed,full,§67-RMN-default(majority)
855,sṛp,,creep,R₁,high,R1,aniṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=650,R₁,§66-rule,closed,full,§67-RMN-default(majority)
870,stṛ,,strew,R₁,high,R1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=651,R₁,§66-rule,open,full,§67-RMN-default(majority)
871,stṛh,,"crush,",R₁,high,R1,,,https://samskrtam.ru/z/verb.php?id=652,R₁,§66-rule,closed,full,§67-RMN-default(majority)
881,spṛ,,win,R₁,high,R1,veṭ,,https://samskrtam.ru/z/verb.php?id=653,R₁,§66-rule,open,full,§67-RMN-default(majority)
882,spṛdh,,contend,R₁,high,R1,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=654,R₁,§66-rule,closed,defective,§67-rule-2 (heavy closed)
883,spṛś,,touch,R₁,high,R1,aniṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=655,R₁,§66-rule,closed,full,§67-RMN-default(majority)
884,spṛh,,be eager,R₁,high,R1,,,https://samskrtam.ru/z/verb.php?id=656,R₁,§66-rule,closed,full,§67-RMN-default(majority)
894,smṛ,,remember,R₁,high,R1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=657,R₁,§66-rule,open,full,§67-RMN-default(majority)
923,hṛ,1,take,R₁,high,R1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=658,R₁,§66-rule,open,full,§67-RMN-default(majority)
924,hṛ,2,be angry,R₁,high,R1,,,https://samskrtam.ru/z/verb.php?id=659,R₁,§66-rule,open,full,§67-RMN-default(majority)
925,hṛṣ,,be excited,R₁,high,R1,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=660,R₁,§66-rule,closed,full,§67-RMN-default(majority)
372,dṛ,2,heed,R₁,high,R1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=939,R₁,§66-rule,open,full,§67-RMN-default(majority)
471,pṛ,3,be busy,R₁,high,R1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=940,R₁,§66-rule,open,full,§67-RMN-default(majority)
500,bṛh,1,make big or strong,R₁,high,R1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=941,R₁,§66-rule,closed,full,§67-RMN-default(majority)
743,vṛj,,twist,R₁,high,R1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=942,R₁,§66-rule,closed,full,§67-RMN-default(majority)
138,kṣar,,flow,A₁,medium,R2,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=896,R₂,z-series,open,defective,§67-RMN-list
937,hvṛ,,be or make crooked,R₁,high,R2,aniṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=897,R₁,§66-rule,open,full,§67-RMN-default(majority)
107,kṛ,2,scatter,R₁,high,R2,aniṭ,,https://samskrtam.ru/z/verb.php?id=661,R₁,§66-rule,open,full,§67-RMN-default(majority)
108,kṛ,3,commemorate,R₁,high,R2,,,https://samskrtam.ru/z/verb.php?id=662,R₁,§66-rule,open,full,§67-RMN-default(majority)
190,gṛ,1,sing,R₁,high,R2,veṭ,,https://samskrtam.ru/z/verb.php?id=663,R₁,§66-rule,open,full,§67-RMN-default(majority)
191,gṛ,2,swallow,R₁,high,R2,seṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=664,R₁,§66-rule,open,full,§67-RMN-default(majority)
220,car,,move,A₁,medium,R2,veṭ,seṭ,https://samskrtam.ru/z/verb.php?id=665,R₂,z-series,open,full,§67-RMN-default(majority)
265,jṛ,1,waste away,R₁,high,R2,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=667,R₁,§66-rule,open,full,§67-RMN-default(majority)
319,tṛ,,pass,R₁,high,R2,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=668,R₁,§66-rule,open,full,§67-RMN-default(majority)
371,dṛ,1,"pierce, split",R₁,high,R2,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=669,R₁,§66-rule,open,full,§67-RMN-default(majority)
469,pṛ,1,fill,R₁,high,R2,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=670,R₁,§66-rule,open,full,§67-RMN-default(majority)
572,mṛ,2,crush,R₁,high,R2,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=671,R₁,§66-rule,open,full,§67-RMN-default(majority)
797,śṛ,1,crush,R₁,high,R2,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=673,R₁,§66-rule,open,full,§67-RMN-default(majority)
810,śrā,,boil,A₂,medium,R2,,aniṭ,https://samskrtam.ru/z/verb.php?id=674,A₂,§66-rule,open,fluctuating,§67-A2-unlisted (ряд корней колеблется)
813,śrī,1,mix,I₂,high,R2,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=675,I₂,§66-rule,open,full,§67-rule-1 (open i/ī/u/ū)
870,stṛ,,strew,R₁,high,R2,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=676,R₁,§66-rule,open,full,§67-RMN-default(majority)
882,spṛdh,,contend,R₁,high,R2,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=677,R₁,§66-rule,closed,defective,§67-rule-2 (heavy closed)
892,sphṛ,,jerk,R₁,high,R2,seṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=678,R₁,§66-rule,open,full,§67-RMN-default(majority)
57,uc,,be pleased,U₁,high,U0,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=861,U₁,§66-rule,closed,full,§67-rule-1 (closed short i/u + C)
286,ḍhauk,,approach,U₂,low,U0,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=391,U₁,§66-rule,closed,full,§67-rule-1 (closed short i/u + C)
392,dhav,,flow,A₁,medium,U0,seṭ,,https://samskrtam.ru/z/verb.php?id=392,A₁,§66-rule,closed,defective,§67-A1-default
395,dhāv,1,run,A₂,medium,U0,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=393,A₂,§66-rule,closed,defective,§67-rule-2 (heavy closed)
396,dhāv,2,rinse,A₂,medium,U0,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=394,A₂,§66-rule,closed,defective,§67-rule-2 (heavy closed)
695,lok,,look,U₁,low,U0,seṭ,,https://samskrtam.ru/z/verb.php?id=395,A₂,"§66-special(e/o/ai/au→ā-line, §70)",closed,defective,§67-rule-2 (heavy closed)
696,loc,,"see, consider",U₁,low,U0,seṭ,,https://samskrtam.ru/z/verb.php?id=396,A₂,"§66-special(e/o/ai/au→ā-line, §70)",closed,defective,§67-rule-2 (heavy closed)
803,ścut,,drip,U₁,high,U1,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=512,U₁,§66-rule,closed,full,§67-rule-1 (closed short i/u + C)
815,śru,,hear,U₁,high,U1,aniṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=513,U₁,§66-rule,open,full,§67-rule-1 (open i/ī/u/ū)
816,śruṣ,,hear,U₁,high,U1,,,https://samskrtam.ru/z/verb.php?id=515,U₁,§66-rule,closed,full,§67-rule-1 (closed short i/u + C)
846,su,,press out,U₁,high,U1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=516,U₁,§66-rule,open,full,§67-rule-1 (open i/ī/u/ū)
849,sū,,"generate, enliven, impel",U₂,high,U1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=517,U₂,§66-rule,open,full,§67-rule-1 (open i/ī/u/ū)
848,subh,,smother,U₁,high,U1,veṭ,,https://samskrtam.ru/z/verb.php?id=518,U₁,§66-rule,closed,defective,§67-rule-2 (heavy closed)
859,sku,,tear,U₁,high,U1,aniṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=520,U₁,§66-rule,open,full,§67-rule-1 (open i/ī/u/ū)
869,stubh,,praise,U₁,high,U1,veṭ,,https://samskrtam.ru/z/verb.php?id=522,U₁,§66-rule,closed,defective,§67-rule-2 (heavy closed)
877,snu,,distil,U₁,high,U1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=523,U₁,§66-rule,open,full,§67-rule-1 (open i/ī/u/ū)
889,sphuṭ,,burst,U₁,high,U1,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=524,U₁,§66-rule,closed,full,§67-rule-1 (closed short i/u + C)
899,sru,,flow,U₁,high,U1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=525,U₁,§66-rule,open,full,§67-rule-1 (open i/ī/u/ū)
919,hu,,sacrifice,U₁,high,U1,aniṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=526,U₁,§66-rule,open,full,§67-rule-1 (open i/ī/u/ū)
929,hnu,,hide,U₁,high,U1,aniṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=527,U₁,§66-rule,open,full,§67-rule-1 (open i/ī/u/ū)
700,vaj,,be strong,A₁,medium,U1,,,https://samskrtam.ru/z/verb.php?id=862,A₁,§66-rule,closed,defective,§67-A1-default
61,ud,,wet,U₁,high,U1,seṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=863,U₁,§66-rule,closed,full,§67-rule-1 (closed short i/u + C)
63,ubh,,confine,U₁,high,U1,veṭ,,https://samskrtam.ru/z/verb.php?id=864,U₁,§66-rule,closed,defective,§67-rule-2 (heavy closed)
740,vṛ,1,cover,R₁,high,U1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=865,R₁,§66-rule,open,full,§67-RMN-default(majority)
718,vah,,carry,A₁,medium,U1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=866,A₁,§66-rule,closed,defective,§67-A1-default
409,dhvṛ,,injure,R₁,high,U1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=869,R₁,§66-rule,open,full,§67-RMN-default(majority)
589,mruc,,set,U₁,high,U1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=870,U₁,§66-rule,closed,full,§67-rule-1 (closed short i/u + C)
589,mruc,,set,U₁,high,U1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=871,U₁,§66-rule,closed,full,§67-rule-1 (closed short i/u + C)
718,vah,,carry,A₁,medium,U1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=872,A₁,§66-rule,closed,defective,§67-A1-default
888,sphā,,fatten,A₂,medium,U1,aniṭ,,https://samskrtam.ru/z/verb.php?id=873,A₂,§66-rule,open,fluctuating,§67-A2-unlisted (ряд корней колеблется)
892,sphṛ,,jerk,R₁,high,U1,seṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=874,R₁,§66-rule,open,full,§67-RMN-default(majority)
892,sphṛ,,jerk,R₁,high,U1,seṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=875,R₁,§66-rule,open,full,§67-RMN-default(majority)
937,hvṛ,,be or make crooked,R₁,high,U1,aniṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=876,R₁,§66-rule,open,full,§67-RMN-default(majority)
54,u,,proclaim,U₁,high,U1,aniṭ,,https://samskrtam.ru/z/verb.php?id=397,U₁,§66-rule,open,full,§67-rule-1 (open i/ī/u/ū)
55,ukṣ,1,sprinkle,U₁,high,U1,seṭ,,https://samskrtam.ru/z/verb.php?id=398,U₁,§66-rule,closed,defective,§67-rule-2 (heavy closed)
57,uc,,be pleased,U₁,high,U1,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=399,U₁,§66-rule,closed,full,§67-rule-1 (closed short i/u + C)
59,ujh,,forsake,U₁,high,U1,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=400,U₁,§66-rule,closed,defective,§67-rule-2 (heavy closed)
60,uñch,,glean,U₁,high,U1,seṭ,,https://samskrtam.ru/z/verb.php?id=401,U₁,§66-rule,closed,defective,§67-rule-2 (heavy closed)
61,ud,,wet,U₁,high,U1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=402,U₁,§66-rule,closed,full,§67-rule-1 (closed short i/u + C)
62,ubj,,force,U₁,high,U1,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=403,U₁,§66-rule,closed,defective,§67-rule-2 (heavy closed)
63,ubh,,confine,U₁,high,U1,veṭ,,https://samskrtam.ru/z/verb.php?id=404,U₁,§66-rule,closed,defective,§67-rule-2 (heavy closed)
94,kuc,,"shrink, curl",U₁,high,U1,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=406,U₁,§66-rule,closed,full,§67-rule-1 (closed short i/u + C)
94,kuc,,"shrink, curl",U₁,high,U1,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=407,U₁,§66-rule,closed,full,§67-rule-1 (closed short i/u + C)
96,kuṭṭ,,"divide, crush",U₁,high,U1,seṭ,,https://samskrtam.ru/z/verb.php?id=408,U₁,§66-rule,closed,defective,§67-rule-2 (heavy closed)
98,kuth,,stink,U₁,high,U1,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=409,U₁,§66-rule,closed,defective,§67-rule-2 (heavy closed)
99,kup,,be angry,U₁,high,U1,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=410,U₁,§66-rule,closed,full,§67-rule-1 (closed short i/u + C)
100,kuṣ,,tear,U₁,high,U1,seṭ,,https://samskrtam.ru/z/verb.php?id=411,U₁,§66-rule,closed,full,§67-rule-1 (closed short i/u + C)
123,krudh,,be angry,U₁,high,U1,aniṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=412,U₁,§66-rule,closed,defective,§67-rule-2 (heavy closed)
124,kruś,,cry out,U₁,high,U1,aniṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=413,U₁,§66-rule,closed,full,§67-rule-1 (closed short i/u + C)
144,kṣu,,sneeze,U₁,high,U1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=414,U₁,§66-rule,open,full,§67-rule-1 (open i/ī/u/ū)
145,kṣud,,crush,U₁,high,U1,aniṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=415,U₁,§66-rule,closed,full,§67-rule-1 (closed short i/u + C)
146,kṣudh,,be hungry,U₁,high,U1,veṭ,seṭ,https://samskrtam.ru/z/verb.php?id=416,U₁,§66-rule,closed,defective,§67-rule-2 (heavy closed)
147,kṣup,,be startled,U₁,high,U1,,,https://samskrtam.ru/z/verb.php?id=417,U₁,§66-rule,closed,full,§67-rule-1 (closed short i/u + C)
148,kṣubh,,quake,U₁,high,U1,veṭ,,https://samskrtam.ru/z/verb.php?id=418,U₁,§66-rule,closed,defective,§67-rule-2 (heavy closed)
149,kṣṇu,,whet,U₁,high,U1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=419,U₁,§66-rule,open,full,§67-rule-1 (open i/ī/u/ū)
892,sphṛ,,jerk,R₁,high,U1,seṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=931,R₁,§66-rule,open,full,§67-RMN-default(majority)
163,khud,,to have sexual intercourse,U₁,high,U1,,,https://samskrtam.ru/z/verb.php?id=420,U₁,§66-rule,closed,full,§67-rule-1 (closed short i/u + C)
180,gu,,sound,U₁,high,U1,aniṭ,,https://samskrtam.ru/z/verb.php?id=421,U₁,§66-rule,open,full,§67-rule-1 (open i/ī/u/ū)
181,guñj,,hum,U₁,high,U1,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=422,U₁,§66-rule,closed,defective,§67-rule-2 (heavy closed)
182,guṇṭh,,cover up,U₁,high,U1,seṭ,,https://samskrtam.ru/z/verb.php?id=423,U₁,§66-rule,closed,defective,§67-rule-2 (heavy closed)
63,ubh,,confine,U₁,high,U1,veṭ,,https://samskrtam.ru/z/verb.php?id=935,U₁,§66-rule,closed,defective,§67-rule-2 (heavy closed)
183,gup,,protect,U₁,high,U1,veṭ,seṭ,https://samskrtam.ru/z/verb.php?id=424,U₁,§66-rule,closed,full,§67-rule-1 (closed short i/u + C)
