L_id	headword_slp1	headword	base_slp1	base	suffix	suffix_class	lex	n_citations	dcs_tokens	dcs_attested	citations
115478	svaSvya	svaśvya	svaSva	svaśva	ya	относит./vṛddhi	n.	4	0	False	ṚV. 1,93,2; ĀŚV. ŚR. 10,8,4; ṚV. 8,26,23; TS. 3,5,5,3
115649	svADvarika	svādhvarika	svaDvara	svadhvara	ika	относит./vṛddhi	adj.	1	0	False	P. 7,3,7
115562	svAgatika	svāgatika	svAgata	svāgata	ika	относит./vṛddhi	adj.	1	0	False	P. 7,3,7
108077	sAceya	sāceya	sAci	sāci	eya	относит./vṛddhi	adj.	1	0	False	ŚĀṄKH. BR. 11,8
108197	sADamitrika	sādhamitrika	saDamitra	sadhamitra	ika	относит./vṛddhi	adj.	1	0	False	P. 4,2,116
108169	sAdfSIya	sādṛśīya	sadfSa	sadṛśa	Iya	относит./vṛddhi	adj.	1	0	False	P. 4,2,80
108009	sAgarika	sāgarika	sAgara	sāgara	ika	относит./vṛddhi		0	0	False	
107975	sAKeya	sākheya	saKi	sakhi	eya	относит./vṛddhi	adj.	1	0	False	P. 4,2,80
107974	sAKidatteya	sākhidatteya	saKidatta	sakhidatta	eya	относит./vṛddhi	adj.	1	0	False	P. 4,2,80
108848	sAlakzaRya	sālakṣaṇya	salakzaRa	salakṣaṇa	ya	относит./vṛddhi	n.	1	0	False	SARVADARŚANAS. 14,1
108455	sAmareya	sāmareya	samara	samara	eya	относит./vṛddhi	adj.	1	0	False	P. 4,2,80
108456	sAmarGya	sāmarghya	samarGa	samargha	ya	относит./vṛddhi	n.	1	0	False	VARĀH. BṚH. S. 41,12
108487	sAmastika	sāmastika	sAmasta	sāmasta	ika	относит./vṛddhi	adj.	1	0	False	P. 4,2,104
108464	sAmavarRya	sāmavarṇya	samavarRa	samavarṇa	ya	относит./vṛddhi	n.	1	0	False	PAÑCAR. 3,9,15
108467	sAmavAyika	sāmavāyika	samavAya	samavāya	ika	относит./vṛddhi	adj.	4	0	False	P. 4,4,43; KĀTY. ŚR. 490,3. fgg.; MĀLAV. ed. Bomb. 21,6; H. 719
108426	sAmaYjasya	sāmañjasya	samaYjasa	samañjasa	ya	относит./vṛddhi	n.	3	0	False	R. ed. Bomb. 2,74,14; BANERJEA 109; VEDĀNTAS.
108491	sAmAcArika	sāmācārika	samAcAra	samācāra	ika	относит./vṛddhi	adj.	1	0	False	P. 5,4,34
108496	sAmAnagrAmika	sāmānagrāmika	samAnagrAma	samānagrāma	ika	относит./vṛddhi	adj.	1	0	False	P. 4,3,60
108498	sAmAnika	sāmānika	samAna	samāna	ika	относит./vṛddhi	adj.	2	0	False	P. 4,3,60; Ind. St. 10,313
108520	sAmIrya	sāmīrya	samIra	samīra	ya	относит./vṛddhi	adj.	1	0	False	P. 4,2,80
108534	sAmUhika	sāmūhika	samUha	samūha	ika	относит./vṛddhi	adj.	2	0	False	P. 5,4,34; KĀM. NĪTIS. 15,48
108535	sAmfdDya	sāmṛddhya	samfdDa	samṛddha	ya	относит./vṛddhi	n.	1	0	False	R. 1,50,8
108395	sAprAyya	sāprāyya	saprAya	saprāya	ya	относит./vṛddhi	n.	1	0	False	LĀṬY. 10,7,7
108392	sAptaleya	sāptaleya	saptala	saptala	eya	относит./vṛddhi	adj.	1	0	False	P. 4,2,80
108382	sAptatika	sāptatika	saptati	saptati	ika	относит./vṛddhi	adj.	1	0	False	P. 5,1,19
108698	sAralya	sāralya	sarala	sarala	ya	относит./vṛddhi	n.	2	0	False	Spr. (II) 7026; RĀJA-TAR. 6,54
108716	sAraseya	sāraseya	sarasa	sarasa	eya	относит./vṛddhi	adj.	1	0	False	P. 4,2,80
108717	sArasya	sārasya	sarasa	sarasa	ya	относит./vṛddhi	n.	1	0	False	NALOD. 2,40
108718	sArasya	sārasya	sArasa	sārasa	ya	относит./vṛddhi	n.	1	0	False	ebend.
108653	sAraRika	sāraṇika	saraRi	saraṇi	ika	относит./vṛddhi	m.	2	0	False	MBH. 12,3438; NĪLAK.
108764	sArkaRqeya	sārkaṇḍeya	sfkaRqu	sṛkaṇḍu	eya	относит./vṛddhi	m.	1	0	False	P. 4,1,123
108816	sArvajYya	sārvajñya	sarvajYa	sarvajña	ya	относит./vṛddhi	n.	3	0	False	SARVADARŚANAS. 28,22; KUSUM. 21,8; Verz. d. Oxf. H. 243,b,7
108116	sAtkarya	sātkarya	satkara	satkara	ya	относит./vṛddhi	n.	1	0	False	KAP. 1,115
108137	sAtyaMkArya	sātyaṃkārya	satyaMkAra	satyaṃkāra	ya	относит./vṛddhi	m.	1	0	False	P. 4,1,151
108913	sAveSya	sāveśya	saveSa	saveśa	ya	относит./vṛddhi	n.	1	0	False	PAÑCAV. BR. 20,16,9
108556	sAMbanDika	sāṃbandhika	saMbanDa	saṃbandha	ika	относит./vṛddhi	n.	2	0	False	MBH. 2,1907; MBH. 5,3120
108342	sAMDika	sāṃdhika	saMDA	saṃdhā	ika	относит./vṛddhi	m.	2	0	False	ŚABDAM.; ŚKDR.
107908	sAMhatya	sāṃhatya	saMhata	saṃhata	ya	относит./vṛddhi	n.	2	0	False	KAP. 3,22; PRAB. 86,18
107909	sAMhAtika	sāṃhātika	saMhAta	saṃhāta	ika	относит./vṛddhi	n.	1	0	False	ŚKDR. Suppl.
108039	sAMkzepika	sāṃkṣepika	saMkzepa	saṃkṣepa	ika	относит./vṛddhi	adj.	2	0	False	KULL.; M. 7,180
108571	sAMmanasya	sāṃmanasya	saMmanas	saṃmanas	ya	относит./vṛddhi	n.	2	0	False	P. 5,1,123; AV. 3,30,1
108569	sAMmatya	sāṃmatya	saMmati	saṃmati	ya	относит./vṛddhi	n.	1	0	False	P. 5,1,123
108575	sAMmuKya	sāṃmukhya	saMmuKa	saṃmukha	ya	относит./vṛddhi	n.	5	0	False	SĀH. D. 1,4; SĀH. D. 264,5; Spr. (II) 7513; RĀJA-TAR. 8,1401; RĀJA-TAR. 4,491
108349	sAMnahanika	sāṃnahanika	saMnahana	saṃnahana	ika	относит./vṛddhi	adj.	2	0	False	ŚKDR.; SIDDH. K.
108549	sAMpradAnika	sāṃpradānika	saMpradAna	saṃpradāna	ika	относит./vṛddhi	adj.	1	0	False	P. 5,4,34
108550	sAMpradAyika	sāṃpradāyika	saMpradAya	saṃpradāya	ika	относит./vṛddhi	adj.	7	0	False	SŪRYAS. 7,13; Verz. d. Oxf. H. 108,b,5; UTTARAR. 114,14 (155,8); Verz. d. Oxf. H. 241,b, No. 591; KULL.; M. 3,127; WEBER, RĀMAT. UP. 282
108545	sAMpAtika	sāṃpātika	saMpAta	saṃpāta	ika	относит./vṛddhi	adj.	1	0	False	ĀŚV. ŚR. 9,2,5
107867	sAMrakzya	sāṃrakṣya	saMrakza	saṃrakṣa	ya	относит./vṛddhi	n.	1	0	False	P. 5,1,128
107899	sAMsargika	sāṃsargika	saMsarga	saṃsarga	ika	относит./vṛddhi	adj.	2	0	False	BHĀG. P. 5,10,5; KĀM. NĪTIS. 15,33
107904	sAMskArika	sāṃskārika	saMskAra	saṃskāra	ika	относит./vṛddhi	adj.	1	0	False	R. GORR. 2,83,2
107903	sAMsfzwika	sāṃsṛṣṭika	saMsfzwi	saṃsṛṣṭi	ika	относит./vṛddhi	adj.	1	0	False	H. 162
108312	sAMtatika	sāṃtatika	saMtati	saṃtati	ika	относит./vṛddhi	adj.	1	0	False	HARIV. 7820
107873	sAMvatsarIya	sāṃvatsarīya	sAMvatsara	sāṃvatsara	Iya	относит./vṛddhi	adj.	1	0	False	Ind. St. 3,459,4
107886	sAMvittika	sāṃvittika	saMvitti	saṃvitti	ika	относит./vṛddhi	adj.	1	0	False	KAP. 1,44
107893	sAMvyavahArika	sāṃvyavahārika	saMvyavahAra	saṃvyavahāra	ika	относит./vṛddhi	adj.	2	0	False	LĀṬY. 1,5,4; ĀŚV. ŚR. 1,9,5
107880	sAMvAdika	sāṃvādika	saMvAda	saṃvāda	ika	относит./vṛddhi	m.	2	0	False	JAṬĀDH.; ŚKDR.
112254	sUnika	sūnika	sUnA	sūnā	ika	относит./vṛddhi	m.	1	0	False	VARĀH. BṚH. S. 51,5
30523	tEgmya	taigmya	tigma	tigma	ya	относит./vṛddhi	n.	1	0	False	WILS.
30569	tElakya	tailakya	tilaka	tilaka	ya	относит./vṛddhi	n.	1	0	False	P. 5,1,128
30531	tEtikzya	taitikṣya	titikza	titikṣa	ya	относит./vṛddhi		1	0	False	P. 4,1,105
28353	takvavIya	takvavīya	takvavI	takvavī	Iya	относит./vṛddhi	m.	2	0	False	ṚV. 1,134,5; SĀY.
28709	tanmAtrika	tanmātrika	tanmAtra	tanmātra	ika	относит./vṛddhi	adj.	2	0	False	GAUḌAP.; SĀṂKHYAK. 39
30696	tOcCya	taucchya	tucCa	tuccha	ya	относит./vṛddhi	n.	1	0	False	DHĀTUP. 7,3
30717	tOlikika	taulikika	tUlikA	tūlikā	ika	относит./vṛddhi	m.	1	0	False	H. 921
28416	taRqulika	taṇḍulika	taRqula	taṇḍula	ika	относит./vṛddhi		2	0	False	PAT.; P. 5,2,115
31306	trEBAvya	traibhāvya	triBAva	tribhāva	ya	относит./vṛddhi	n.	1	0	False	P. 5,1,124
31285	trEguRika	traiguṇika	triguRa	triguṇa	ika	относит./vṛddhi	adj.	1	0	False	WILS.
31333	trEvarzika	traivarṣika	trivarza	trivarṣa	ika	относит./vṛddhi	adj.	2	0	False	ĀŚV. ŚR. 12,5; P. 7,3,16
31329	trEvaRIya	traivaṇīya	trEvaRa	traivaṇa	Iya	относит./vṛddhi	adj.	1	0	False	P. 4,2,90
30802	trayodaSika	trayodaśika	trayodaSI	trayodaśī	ika	относит./vṛddhi	adj.	1	0	False	R. GORR. 2,86,1
30005	tundika	tundika	tunda	tunda	ika	относит./vṛddhi	adj.	5	0	False	P. 5,2,117; AK. 2,6,1,44; H. 450; ŚABDAR.; ŚKDR.
30060	turagIya	turagīya	turaga	turaga	Iya	относит./vṛddhi	adj.	2	0	False	KULL.; M. 1,2
29131	tAcCabdya	tācchabdya	tacCabda	tacchabda	ya	относит./vṛddhi	n.	1	0	False	ANUP. 3,4
29132	tAcCIlika	tācchīlika	tacCIla	tacchīla	ika	относит./vṛddhi	adj.	2	0	False	PARIBHĀṢĀ 1; P. 3,1,94
29499	tAlukzya	tālukṣya	talukza	talukṣa	ya	относит./vṛddhi	f.	2	0	False	P. 4,1,105; P. 4,1,18
29256	tAmasika	tāmasika	tamas	tamas	ika	относит./vṛddhi	adj.	2	0	False	ŚKDR.; WILS.
29309	tAmraparRIya	tāmraparṇīya	tAmraparRI	tāmraparṇī	Iya	относит./vṛddhi	m.	2	0	False	BURN. Intr. 569; Lot. de la b. l. 513
29348	tAmrya	tāmrya	tAmra	tāmra	ya	относит./vṛddhi	n.	1	0	False	P. 5,1,123
29258	tAmAleya	tāmāleya	tamAla	tamāla	eya	относит./vṛddhi		1	0	False	P. 4,2,80
29207	tAntuvAyya	tāntuvāyya	tantuvAya	tantuvāya	ya	относит./vṛddhi	m.	1	0	False	P. 4,1,152
29386	tAralya	tāralya	tarala	tarala	ya	относит./vṛddhi	n.	1	0	False	HAUGHT.
30409	tftIyika	tṛtīyika	tftIya	tṛtīya	ika	относит./vṛddhi		1	0	False	P. 5,1,48
12390	uBayIya	ubhayīya	uBaya	ubhaya	Iya	относит./vṛddhi	adj.	1	0	False	VIVĀDAC. 149,9
11547	udvejanIya	udvejanīya	udvejana	udvejana	Iya	относит./vṛddhi	adj.	4	0	False	MBH. 1,6731; R. 3,35,3; PAÑCAT. III, 142; SUŚR. 1,366,19
12534	ulapya	ulapya	ulapa	ulapa	ya	относит./vṛddhi	adj.	1	0	False	VS. 16,45
12546	ulUKalika	ulūkhalika	ulUKala	ulūkhala	ika	относит./vṛddhi		4	0	False	M. 6,17; YĀJÑ. 3,49; MBH. 13,647; MBH. 3,10256
11838	upaDmAnIya	upadhmānīya	upaDmAna	upadhmāna	Iya	относит./vṛddhi	m.	2	0	False	VS. PRĀT. 1,41; P. 8,3,37
11827	upaDAnIya	upadhānīya	upaDAna	upadhāna	Iya	относит./vṛddhi	n.	3	0	False	ŚABDAR.; ŚKDR.; PAÑCAT. 125,9
11766	upajIvanIya	upajīvanīya	upajIvana	upajīvana	Iya	относит./vṛddhi	adj.	2	0	False	ŚAT. BR. 1,3,3,10; TS. 3,1,9,3
12071	upavAkya	upavākya	upavAka	upavāka	ya	относит./vṛddhi	adj.	1	0	False	ṚV. 10,69,12
12330	upika	upika	upa	upa	ika	относит./vṛddhi		1	0	False	P. 5,3,80
10914	uttarapaTika	uttarapathika	uttarapaTa	uttarapatha	ika	относит./vṛddhi	adj.	1	0	False	PRAB. 30,14
10863	uttaMsika	uttaṃsika	uttaMsa	uttaṃsa	ika	относит./vṛddhi	m.	1	0	False	H. 1311
95842	vEBavika	vaibhavika	vEBava	vaibhava	ika	относит./vṛddhi	adj.	1	0	False	MĀRK. P. 23,44
95852	vEBUtika	vaibhūtika	viBUti	vibhūti	ika	относит./vṛddhi	adj.	1	0	False	VYUTP. 173
95727	vEdaBftya	vaidabhṛtya	vidaBft	vidabhṛt	ya	относит./vṛddhi	m.	2	0	False	P. 5,3,108; P. 4,1,105
95787	vEDaveya	vaidhaveya	viDavA	vidhavā	eya	относит./vṛddhi	m.	2	0	False	P. 4,1,123; ŚĀK. 23,14
95632	vEgreya	vaigreya	vigra	vigra	eya	относит./vṛddhi	m.	1	0	False	P. 4,1,123
96157	vEhvalya	vaihvalya	vihvala	vihvala	ya	относит./vṛddhi	n.	1	0	False	RĀJA-TAR. 8,2248
95596	vEkarya	vaikarya	vikara	vikara	ya	относит./vṛddhi	adj.	1	0	False	P. 4,2,80
95593	vEkarReya	vaikarṇeya	vikarRa	vikarṇa	eya	относит./vṛddhi	m.	1	0	False	P. 4,1,124
95579	vEkaMseya	vaikaṃseya	vikaMsA	vikaṃsā	eya	относит./vṛddhi	m.	1	0	False	P. 4,1,123
95585	vEkawya	vaikaṭya	vikawa	vikaṭa	ya	относит./vṛddhi	n.	1	0	False	SĀH. D. 249,18
95608	vEkuwyAsIya	vaikuṭyāsīya	vikuwyAsa	vikuṭyāsa	Iya	относит./vṛddhi	adj.	1	0	False	P. 4,2,80
95603	vEkArya	vaikārya	vikAra	vikāra	ya	относит./vṛddhi	n.	2	0	False	MBH. 5,4891; ŚĀṆḌ. 37
95605	vEkAseya	vaikāseya	vikAsa	vikāsa	eya	относит./vṛddhi	m.	1	0	False	P. 4,1,123
95995	vElAtya	vailātya	vilAta	vilāta	ya	относит./vṛddhi	n.	1	0	False	P. 5,1,123
95863	vEmanya	vaimanya	veman	veman	ya	относит./vṛddhi	adj.	1	0	False	P. 6,4,168
95859	vEmatya	vaimatya	vimati	vimati	ya	относит./vṛddhi	m.	3	0	False	P. 4,1,151; P. 5,1,123; RĀJA-TAR. 3,528
95803	vEnatya	vainatya	vinata	vinata	ya	относит./vṛddhi	n.	1	0	False	MBH. 2,524
95801	vEnatIya	vainatīya	vinata	vinata	Iya	относит./vṛddhi	adj.	1	0	False	P. 4,2,80
95822	vEpAtya	vaipātya	vipAta	vipāta	ya	относит./vṛddhi	n.	1	0	False	P. 5,1,124
95935	vEralya	vairalya	virala	virala	ya	относит./vṛddhi	n.	1	0	False	RĀJA-TAR. 7,1443
95925	vEratya	vairatya	virata	virata	ya	относит./vṛddhi	adj.	2	0	False	P. 4,2,80; KATHĀS. 60,145
95917	vEraNgika	vairaṅgika	viraNga	viraṅga	ika	относит./vṛddhi	adj.	5	0	False	P. 5,1,64; H. 490; HALĀY. 2,214; PĀRŚVANĀTHAK. 5,92; AUFRECHT
95990	vErohitya	vairohitya	virohita	virohita	ya	относит./vṛddhi	m.	1	0	False	P. 4,1,105
95955	vErADayya	vairādhayya	virADaya	virādhaya	ya	относит./vṛddhi	n.	1	0	False	P. 5,1,124
96145	vEspazwya	vaispaṣṭya	vispazwa	vispaṣṭa	ya	относит./vṛddhi	n.	0	0	False	
96146	vEsreya	vaisreya	visri	visri	eya	относит./vṛddhi	m.	1	0	False	P. 4,1,123
95997	vEvakzika	vaivakṣika	vivakzA	vivakṣā	ika	относит./vṛddhi	adj.	3	0	False	SĀH. D. 277,2; MALLIN.; KIR. 1,5
96001	vEvaSya	vaivaśya	vivaSa	vivaśa	ya	относит./vṛddhi	n.	1	0	False	RĀJA-TAR. 6,74
96015	vESastya	vaiśastya	viSasti	viśasti	ya	относит./vṛddhi	n.	1	0	False	P. 5,1,124
96015	vESastya	vaiśastya	viSasta	viśasta	ya	относит./vṛddhi	n.	1	0	False	P. 5,1,124
96056	vESlezika	vaiśleṣika	viSleza	viśleṣa	ika	относит./vṛddhi	adj.	1	0	False	Verz. d. Cambr. H. 77
96055	vESreya	vaiśreya	viSri	viśri	eya	относит./vṛddhi	m.	1	0	False	P. 4,1,136
96028	vESAlIya	vaiśālīya	viSAla	viśāla	Iya	относит./vṛddhi	adj.	1	0	False	P. 4,2,80
95682	vERika	vaiṇika	vIRA	vīṇā	ika	относит./vṛddhi	m.	3	0	False	AK. 2,10,13; H. 924; KATHĀS. 63,160
95684	vERukIya	vaiṇukīya	veRuka	veṇuka	Iya	относит./vṛddhi	adj.	1	0	False	P. 4,2,138
96102	vEzamasTya	vaiṣamasthya	vizamasTa	viṣamastha	ya	относит./vṛddhi	n.	1	0	False	P. 5,1,124
96133	vEzvaksenya	vaiṣvaksenya	vizvaksena	viṣvaksena	ya	относит./vṛddhi	m.	0	0	False	
96111	vEzwapureya	vaiṣṭapureya	vizwapura	viṣṭapura	eya	относит./vṛddhi	m.	2	0	False	P. 4,1,123; ŚAT. BR. 14,5,5,20
88008	vapanIya	vapanīya	vapana	vapana	Iya	относит./vṛddhi		0	0	False	
88548	vartsya	vartsya	vartsa	vartsa	ya	относит./vṛddhi	adj.	3	0	False	ṚV. PRĀT. 1,10; WEBER; Ind. St. 2,96
88477	varRasaMkarika	varṇasaṃkarika	varRasaMkara	varṇasaṃkara	ika	относит./vṛddhi	adj.	1	0	False	MBH. 12,3215
87298	vaNgIya	vaṅgīya	vaNga	vaṅga	Iya	относит./vṛddhi	adj.	1	0	False	P. 4,2,138
122192	vemanya	vemanya	veman	veman	ya	относит./vṛddhi	adj.	1	0	False	PAT. a. a. O. 4,78,b
95250	vetrIya	vetrīya	vetra	vetra	Iya	относит./vṛddhi	adj.	1	0	False	P. 4,2,90
90769	vikaNkawika	vikaṅkaṭika	vikaNkawa	vikaṅkaṭa	ika	относит./vṛddhi	adj.	1	0	False	P. 4,2,80
92685	vimokya	vimokya	vimoka	vimoka	ya	относит./vṛddhi	adj.	0	0	False	
92163	vipakzIya	vipakṣīya	vipakza	vipakṣa	Iya	относит./vṛddhi	adj.	1	0	False	BHĀG. P. 10,53,20
92352	vipraSnika	vipraśnika	vipraSna	vipraśna	ika	относит./vṛddhi	m.	4	0	False	H. 483; KĀṬH.; Ind. St. 3,470,3; AK. 2,6,1,20
93271	viSAlIya	viśālīya	viSAla	viśāla	Iya	относит./vṛddhi	adj.	1	0	False	P. 4,2,90
93841	vizayika	viṣayika	vizaya	viṣaya	ika	относит./vṛddhi	adj.	2	0	False	Journ. of the Am. Or. S. 7,45,3 v. u.; NIR. 7,8
96917	vratika	vratika	vrata	vrata	ika	относит./vṛddhi	adj.	2	0	False	MBH. 12,1336; HARIV. 7820
96238	vyaYjanika	vyañjanika	vyaYjana	vyañjana	ika	относит./vṛddhi	n.	2	0	False	VS.; Ind. St. 3,270
96545	vyAGrya	vyāghrya	vyAGra	vyāghra	ya	относит./vṛddhi	adj.	1	0	False	AV. 12,2,4
96673	vyAvahArya	vyāvahārya	vyavahAra	vyavahāra	ya	относит./vṛddhi	adj.	2	0	False	NĪLAK.; MBH. 4,1746
96560	vyAqIya	vyāḍīya	vyAqi	vyāḍi	Iya	относит./vṛddhi	adj.	2	0	False	P. 4,2,138; Ind. St. 5,134
89581	vAjreya	vājreya	vajra	vajra	eya	относит./vṛddhi	adj.	1	0	False	P. 4,2,80
89347	vAkrya	vākrya	vakra	vakra	ya	относит./vṛddhi	n.	1	0	False	P. 5,1,123
90503	vAlmikIya	vālmikīya	vAlmiki	vālmiki	Iya	относит./vṛddhi	adj.	1	0	False	P. 4,2,138
90164	vAraRIya	vāraṇīya	vAraRa	vāraṇa	Iya	относит./vṛddhi	adj.	1	0	False	KATHĀS. 57,1
90328	vArcalIya	vārcalīya	varcala	varcala	Iya	относит./vṛddhi	adj.	1	0	False	P. 4,2,80
122018	vArdDya	vārddhya	vfdDa	vṛddha	ya	относит./vṛddhi	n.	1	0	False	Spr. (II) 4075
122011	vArizeRya	vāriṣeṇya	vArizeRa	vāriṣeṇa	ya	относит./vṛddhi	m.	1	0	False	PAT. a. a. O. 4,54,a
90314	vArkagrAhika	vārkagrāhika	vfkagrAha	vṛkagrāha	ika	относит./vṛddhi	m.	1	0	False	P. 4,1,146
90318	vArkaleya	vārkaleya	vfkalA	vṛkalā	eya	относит./vṛddhi	m.	2	0	False	P. 2,4,61; SAṂSK. K. 185,a,10
90318	vArkaleya	vārkaleya	vArkali	vārkali	eya	относит./vṛddhi	m.	2	0	False	P. 2,4,61; SAṂSK. K. 185,a,10
90399	vArmikya	vārmikya	varmika	varmika	ya	относит./vṛddhi	n.	1	0	False	P. 5,1,125
90200	vArARaseya	vārāṇaseya	vArARasI	vārāṇasī	eya	относит./vṛddhi	adj.	1	0	False	P. 4,2,97
90331	vArQya	vārḍhya	vfQa	vṛḍha	ya	относит./vṛddhi	n.	1	0	False	P. 5,1,123
90333	vArRakya	vārṇakya	varRaka	varṇaka	ya	относит./vṛddhi	m.	1	0	False	P. 4,1,105
90440	vArzwya	vārṣṭya	vfzwi	vṛṣṭi	ya	относит./vṛddhi	adj.	1	0	False	P. 4,2,80
90596	vAsavadatteya	vāsavadatteya	vAsavadattA	vāsavadattā	eya	относит./vṛddhi	m.	1	0	False	P. 4,1,113
90635	vAsizWika	vāsiṣṭhika	vasizWa	vasiṣṭha	ika	относит./vṛddhi	adj.	1	0	False	P. 4,3,69
89661	vAtakya	vātakya	vAtaki	vātaki	ya	относит./vṛddhi	m.	1	0	False	P. 4,1,151
89680	vAtaRqya	vātaṇḍya	vataRqa	vataṇḍa	ya	относит./vṛddhi	m.	1	0	False	P. 4,1,108
90514	vAvadUkya	vāvadūkya	vAvadUka	vāvadūka	ya	относит./vṛddhi	m.	1	0	False	P. 4,1,151
90081	vAyudatteya	vāyudatteya	vAyudatta	vāyudatta	eya	относит./vṛddhi	adj.	1	0	False	P. 4,2,80
89607	vAqaBIkArya	vāḍabhīkārya	vaqaBIkAra	vaḍabhīkāra	ya	относит./vṛddhi	m.	1	0	False	P. 4,1,151
89615	vAqaveya	vāḍaveya	vaqavA	vaḍavā	eya	относит./vṛddhi	m.	4	0	False	P. 4,2,97; P. 4,1,120; H. 1257; HALĀY. 2,108
89616	vAqavya	vāḍavya	vAqava	vāḍava	ya	относит./vṛddhi	n.	4	0	False	P. 4,2,42; AK. 3,3,41; H. 1419; P. 5,1,124
89283	vAMSaBArika	vāṃśabhārika	vaMSaBAra	vaṃśabhāra	ika	относит./vṛddhi	adj.	1	0	False	P. 5,1,50
80960	yajYapAtrIya	yajñapātrīya	yajYapAtra	yajñapātra	Iya	относит./vṛddhi	adj.	1	0	False	ŚAT. BR. 2,2,4,10
81071	yajYika	yajñika	yajYa	yajña	ika	относит./vṛddhi	m.	3	0	False	JAṬĀDH.; ŚKDR.; P. 5,3,78
82613	yODika	yaudhika	yoDa	yodha	ika	относит./vṛddhi	adj.	1	0	False	HARIV. 15980
82602	yOjanika	yaujanika	yojana	yojana	ika	относит./vṛddhi	adj.	1	0	False	P. 5,1,74
82587	yOkarIya	yaukarīya	yUkara	yūkara	Iya	относит./vṛddhi	adj.	1	0	False	P. 4,2,80
82609	yOTika	yauthika	yUTa	yūtha	ika	относит./vṛddhi	adj.	1	0	False	BHĀG. P. 5,8,6
82610	yOTya	yauthya	yUTa	yūtha	ya	относит./vṛddhi	adj.	1	0	False	P. 4,2,80
82639	yOvarAjika	yauvarājika	yuvarAja	yuvarāja	ika	относит./vṛddhi	adj.	1	0	False	P. 4,2,116
82625	yOvateya	yauvateya	yuvati	yuvati	eya	относит./vṛddhi	m.	1	0	False	VOP. 7,1
81724	yavika	yavika	yava	yava	ika	относит./vṛddhi		1	0	False	P. 5,2,117
81717	yavAzika	yavāṣika	yavAza	yavāṣa	ika	относит./vṛddhi	adj.	1	0	False	P. 4,2,80
81792	yazwika	yaṣṭika	yazwi	yaṣṭi	ika	относит./vṛddhi	m.	13	0	False	ŚABDAR.; ŚKDR.; ŚABDAR.; ŚKDR.; SUŚR. 1,171,21; R. GORR. 2,66,23; JAṬĀDH.; ŚKDR.
82530	yojanya	yojanya	yojana	yojana	ya	относит./vṛddhi		1	0	False	KATHĀS. 28,188
82286	yuvarAjya	yuvarājya	yuvarAja	yuvarāja	ya	относит./vṛddhi	n.	3	0	False	KATHĀS. 52,366; PAÑCAT. 130,18; RAGH. 3
81872	yAjYikya	yājñikya	yAjYika	yājñika	ya	относит./vṛddhi	n.	1	0	False	P. 4,3,129
81992	yAmalIya	yāmalīya	yAmala	yāmala	Iya	относит./vṛddhi	n.	1	0	False	Verz. d. Oxf. H. 95,b,9
82017	yAmeya	yāmeya	yAmi	yāmi	eya	относит./vṛddhi	m.	2	0	False	ŚKDR.; WILSON
82015	yAmundAyanika	yāmundāyanika	yAmundAyani	yāmundāyani	ika	относит./vṛddhi	m.	1	0	False	P. 4,1,149
81912	yAtnika	yātnika	yatna	yatna	ika	относит./vṛddhi	m.	1	0	False	BURN. Intr. 441
82095	yASoDareya	yāśodhareya	yaSoDarA	yaśodharā	eya	относит./vṛddhi	m.	3	0	False	TRIK. 1,1,12; ŚKDR.; WILSON
82353	yUpIya	yūpīya	yUpa	yūpa	Iya	относит./vṛddhi	adj.	1	0	False	P. 5,1,4
8848	ABayajAtya	ābhayajātya	aBayajAta	abhayajāta	ya	относит./vṛddhi		1	0	False	P. 4,1,105
66634	ABiDAnika	ābhidhānika	aBiDAna	abhidhāna	ika	относит./vṛddhi	m.	2	0	False	KULL.; M. 8,275
8876	ABihArika	ābhihārika	aBihAra	abhihāra	ika	относит./vṛddhi	n.	2	0	False	R. 2,65,10; WILSON
8867	ABijitya	ābhijitya	aBijit	abhijit	ya	относит./vṛddhi		1	0	False	P. 5,3,118
8895	AByavakASika	ābhyavakāśika	aByavakASa	abhyavakāśa	ika	относит./vṛddhi	adj.	1	0	False	BURN. Intr. 309
66642	ABIrika	ābhīrika	ABIra	ābhīra	ika	относит./vṛddhi	adj.	1	0	False	Verz. d. Oxf. H. 181,a,29
8042	Acaturya	ācaturya	acatura	acatura	ya	относит./vṛddhi	n.	1	0	False	P. 5,1,121
8080	Acitika	ācitika	Acita	ācita	ika	относит./vṛddhi	adj.	2	0	False	P. 5,1,53; ebend. 54
8381	Adarakya	ādarakya	adaraka	adaraka	ya	относит./vṛddhi		1	0	False	P. 4,1,105
8534	ADyakzya	ādhyakṣya	aDyakza	adhyakṣa	ya	относит./vṛddhi	n.	1	0	False	VS. 30,11
8501	ADAnika	ādhānika	ADAna	ādhāna	ika	относит./vṛddhi	n.	1	0	False	TRIK. 2,6,12
7978	Agnidatteya	āgnidatteya	agnidatta	agnidatta	eya	относит./vṛddhi	adj.	1	0	False	P. 4,2,80
7985	AgniSarmIya	āgniśarmīya	AgniSarmi	āgniśarmi	Iya	относит./vṛddhi	adj.	1	0	False	P. 4,2,138
9901	AhInika	āhīnika	ahIna	ahīna	ika	относит./vṛddhi	adj.	2	0	False	MAŚ.; Verz. d. B. H. 73,7
8110	AjamArya	ājamārya	ajamAra	ajamāra	ya	относит./vṛddhi		1	0	False	P. 4,1,151
