L_id	headword_slp1	headword	base_slp1	base	suffix	suffix_class	lex	n_citations	dcs_tokens	dcs_attested	citations
38442	nABeya	nābheya	nABi	nābhi	eya	относит./vṛddhi	m.	1	0	False	ŚATR. 1,283
38425	nABika	nābhika	nABi	nābhi	ika	относит./vṛddhi	f.	4	0	False	MBH. 12,8946; ŚAT. BR. 3,5,1,34; RĀJAN.; ŚKDR.
38223	nAgarya	nāgarya	nAgara	nāgara	ya	относит./vṛddhi	n.	1	0	False	P. 5,1,128
38270	nAgArjunIya	nāgārjunīya	nAgArjuna	nāgārjuna	Iya	относит./vṛddhi	adj.	1	0	False	Verz. d. B. H. No. 940, Z. 13
38112	nAkapfzWya	nākapṛṣṭhya	nAkapfzWa	nākapṛṣṭha	ya	относит./vṛddhi	adj.	1	0	False	R. 3,9,26
38454	nAmatika	nāmatika	namata	namata	ika	относит./vṛddhi	adj.	1	0	False	BURN. Intr. 306
38535	nArika	nārika	nAra	nāra	ika	относит./vṛddhi	adj.	2	0	False	WILS.; VP. 22, N. 3
38557	nArpatya	nārpatya	nfpati	nṛpati	ya	относит./vṛddhi	adj.	0	0	False	
38556	nArtika	nārtika	narta	narta	ika	относит./vṛddhi	adj.	1	0	False	P. 5,1,64
38588	nAvamika	nāvamika	navama	navama	ika	относит./vṛddhi	adj.	1	0	False	R. 1,19,1
38589	nAvayajYika	nāvayajñika	navayajYa	navayajña	ika	относит./vṛddhi	adj.	0	0	False	
38299	nAweya	nāṭeya	nawI	naṭī	eya	относит./vṛddhi	m.	2	0	False	VOP. 7,8; H. 548
13800	odanIya	odanīya	odana	odana	Iya	относит./vṛddhi		1	0	False	P. 5,1,4
41321	pacanika	pacanika	pacana	pacana	ika	относит./vṛddhi		1	0	False	VYUTP. 209
42082	padAntIya	padāntīya	padAnta	padānta	Iya	относит./vṛddhi	adj.	2	0	False	ṚV. PRĀT. 6,7; VS. PRĀT. 1,85
47350	pEleya	paileya	pIlA	pīlā	eya	относит./vṛddhi	m.	1	0	False	P. 4,1,118
47320	pEtfmeDika	paitṛmedhika	pitfmeDa	pitṛmedha	ika	относит./vṛddhi	adj.	1	0	False	Ind. St. 3,394
47321	pEtfyajYika	paitṛyajñika	pitfyajYa	pitṛyajña	ika	относит./vṛddhi	adj.	1	0	False	LĀṬY. 5,1,15
47308	pERqikya	paiṇḍikya	piRqika	piṇḍika	ya	относит./vṛddhi	n.	1	0	False	P. 5,1,128
47309	pERqinya	paiṇḍinya	piRqin	piṇḍin	ya	относит./vṛddhi	n.	1	0	False	TRIK. 2,7,28
47310	pERqya	paiṇḍya	piRqI	piṇḍī	ya	относит./vṛddhi	m.	1	0	False	P. 4,1,151
120975	pEWarika	paiṭharika	piWara	piṭhara	ika	относит./vṛddhi	m.	1	0	False	PAT. a. a. O. 4,90,b
43747	palvalya	palvalya	palvala	palvala	ya	относит./vṛddhi	adj.	1	0	False	TS. 7,4,13,1
43703	palASIya	palāśīya	palASa	palāśa	Iya	относит./vṛddhi		1	0	False	P. 4,2,90
42738	paricaraRIya	paricaraṇīya	paricaraRa	paricaraṇa	Iya	относит./vṛddhi	adj.	3	0	False	KULL.; M. 3,262; GOBH. 1,1,24
42853	pariDAnIya	paridhānīya	pariDAna	paridhāna	Iya	относит./vṛddhi	adj.	7	0	False	AIT. BR. 6,7; ŚĀṄKH. BR. 8,1; ŚR. 7,10,4; ĀŚV. ŚR. 2,16; CHĀND. UP. 4,16,2; KĀŚ.; P. 1,1,36
43097	parivApika	parivāpika	parivApa	parivāpa	ika	относит./vṛddhi	adj.	1	0	False	P. 4,2,80
42793	pariRAmika	pariṇāmika	pariRAma	pariṇāma	ika	относит./vṛddhi	adj.	1	0	False	VYUTP. 176
43547	paryAyika	paryāyika	paryAya	paryāya	ika	относит./vṛddhi	adj.	1	0	False	AV. 19,22,7
41868	pattika	pattika	patti	patti	ika	относит./vṛddhi	adj.	1	0	False	HARIV. 5312
41953	pattrya	pattrya	pattra	pattra	ya	относит./vṛddhi	adj.	1	0	False	P. 5,1,4
41949	pattrIya	pattrīya	pattra	pattra	Iya	относит./vṛddhi	adj.	1	0	False	P. 5,1,4
47565	pOlinya	paulinya	pulina	pulina	ya	относит./vṛddhi	adj.	1	0	False	P. 4,2,80
47480	pOnarBavika	paunarbhavika	punarBava	punarbhava	ika	относит./vṛddhi	adj.	1	0	False	VYUTP. 147
47489	pOragIya	pauragīya	puraga	puraga	Iya	относит./vṛddhi	adj.	1	0	False	P. 4,2,80
47544	pOrvanagareya	paurvanagareya	pUrvanagarI	pūrvanagarī	eya	относит./vṛddhi	adj.	1	0	False	P. 4,2,97
47499	pOrAgIya	paurāgīya	purAga	purāga	Iya	относит./vṛddhi	adj.	1	0	False	P. 4,2,80
47468	pOtrikeya	pautrikeya	putrikA	putrikā	eya	относит./vṛddhi	m.	2	0	False	KULL.; M. 9,132
47424	pOMScalIya	pauṃścalīya	puMScalI	puṃścalī	Iya	относит./vṛddhi	adj.	1	0	False	RĀJA-TAR. 4,662
47581	pOzkalya	pauṣkalya	puzkala	puṣkala	ya	относит./vṛddhi	n.	1	0	False	BHĀG. P. 4,29,72
47595	pOzpIya	pauṣpīya	pOzpi	pauṣpi	Iya	относит./vṛddhi	adj.	1	0	False	P. 4,2,113
42293	payoDika	payodhika	payoDi	payodhi	ika	относит./vṛddhi	n.	2	0	False	RĀJAN.; ŚKDR.
41608	paYcAhika	pañcāhika	paYcAha	pañcāha	ika	относит./vṛddhi	adj.	1	0	False	KĀTY. ŚR. 465,2 v. u. 553,24
43889	paScArDya	paścārdhya	paScArDa	paścārdha	ya	относит./vṛddhi	adj.	1	0	False	ŚAT. BR. 5,2,4,5
51659	PetkArIya	phetkārīya	PetkAra	phetkāra	Iya	относит./vṛddhi		3	0	False	ŚKDR.; Verz. d. Oxf. H. 95,a,42; ebend.
51618	PAlgunya	phālgunya	PalgunI	phalgunī	ya	относит./vṛddhi	m.	2	0	False	PRAVARĀDHY.; Verz. d. B. H. 58,12
45066	picaRqika	picaṇḍika	picaRqa	picaṇḍa	ika	относит./vṛddhi	adj.	1	0	False	P. 5,2,117
45076	picukIya	picukīya	picuka	picuka	Iya	относит./vṛddhi	adj.	1	0	False	P. 4,2,90
45372	pippalImUlIya	pippalīmūlīya	pippalImUla	pippalīmūla	Iya	относит./vṛddhi	adj.	1	0	False	P. 4,2,90
45373	pippalIya	pippalīya	pippala	pippala	Iya	относит./vṛddhi	adj.	1	0	False	P. 4,2,90
45446	pizwika	piṣṭika	pizwa	piṣṭa	ika	относит./vṛddhi	n.	2	0	False	RĀJAN.; ŚKDR.
49392	praBavya	prabhavya	praBava	prabhava	ya	относит./vṛddhi	adj.	2	0	False	P. 3,1,107; LĀṬY. 10,19,9
49177	pradIpIya	pradīpīya	pradIpa	pradīpa	Iya	относит./vṛddhi		1	0	False	P. 5,1,4
51236	prEzaRika	praiṣaṇika	prezaRa	preṣaṇa	ika	относит./vṛddhi	adj.	2	0	False	P. 4,4,12; P. 5,1,64
50206	prasTAnIya	prasthānīya	prasTAna	prasthāna	Iya	относит./vṛddhi	adj.	1	0	False	LĀṬY. 4,11,2
48692	pratisarya	pratisarya	pratisara	pratisara	ya	относит./vṛddhi	adj.	1	0	False	VS. 16,33
49038	pratyudgamanIya	pratyudgamanīya	pratyudgamana	pratyudgamana	Iya	относит./vṛddhi	adj.	7	0	False	H. an. 6,5; MED. y. 133; KUMĀRAS. 7,11; BOLLENSEN; Z. d. d. m. G. 14,292; H. an.; MED.
51307	prOzWapadika	prauṣṭhapadika	prozWapadA	proṣṭhapadā	ika	относит./vṛddhi	adj.	1	0	False	P. 4,2,35
49918	praveSanIya	praveśanīya	praveSana	praveśana	Iya	относит./vṛddhi	adj.	1	0	False	P. 5,1,111
49836	pravAhaReya	pravāhaṇeya	pravAhaRa	pravāhaṇa	eya	относит./vṛddhi	m.	2	0	False	P. 7,3,28; P. 4,1,123
50803	prAboDika	prābodhika	praboDa	prabodha	ika	относит./vṛddhi	m.	2	0	False	ŚABDAM.; ŚKDR.
50801	prAbAlika	prābālika	prabAla	prabāla	ika	относит./vṛddhi	m.	1	0	False	R. GORR. 2,90,17
79583	prAcaRqya	prācaṇḍya	pracaRqa	pracaṇḍa	ya	относит./vṛddhi	n.	1	0	False	MĀLATĪM. 61,9
50745	prAdAnika	prādānika	pradAna	pradāna	ika	относит./vṛddhi	adj.	1	0	False	KĀTY. ŚR. 750,8
50406	prAgivIya	prāgivīya	prAgiva	prāgiva	Iya	относит./vṛddhi	adj.	2	0	False	P. 5,3,70; Verz. d. Oxf. H. 162,a,25
121148	prAguRya	prāguṇya	praguRa	praguṇa	ya	относит./vṛddhi	n.	1	0	False	CARAKA 1,13
50993	prAhArika	prāhārika	prahAra	prahāra	ika	относит./vṛddhi	m.	1	0	False	Verz. d. Oxf. H. 154,b, N., Z. 1
50334	prAkazika	prākaṣika	prakaza	prakaṣa	ika	относит./vṛddhi	m.	2	0	False	UṆĀDIS. 2,41; UJJVAL.
50390	prAKarya	prākharya	praKara	prakhara	ya	относит./vṛddhi	n.	2	0	False	ŚKDR.; WILSON
50340	prAkArIya	prākārīya	prAkAra	prākāra	Iya	относит./vṛddhi	adj.	2	0	False	P. 5,1,12; ebend.
50819	prAmodika	prāmodika	pramoda	pramoda	ika	относит./vṛddhi	adj.	2	0	False	UTTARARĀMAC. 112,2 v. u.; COWELL
50987	prAstAvika	prāstāvika	prastAva	prastāva	ika	относит./vṛddhi	adj.	2	0	False	HÖFER, Leseb. 85,1 v. u.; LĀṬY. 7,6,11
50663	prAtarIya	prātarīya	pratara	pratara	Iya	относит./vṛddhi	adj.	1	0	False	P. 4,2,80
50695	prAtikya	prātikya	pratika	pratika	ya	относит./vṛddhi	n.	1	0	False	P. 5,1,128
50696	prAtikzepika	prātikṣepika	pratikzepa	pratikṣepa	ika	относит./vṛddhi	adj.	1	0	False	VYUTP. 177
50701	prAtiniDika	prātinidhika	pratiniDi	pratinidhi	ika	относит./vṛddhi	m.	1	0	False	KĀTY. ŚR. 25,13,42
79613	prAtirUpya	prātirūpya	pratirUpa	pratirūpa	ya	относит./vṛddhi	n.	0	0	False	
79618	prAtyakzika	prātyakṣika	pratyakza	pratyakṣa	ika	относит./vṛddhi	adj.	1	0	False	SARVADARŚANAS. 22,13
50736	prAtyantika	prātyantika	pratyanta	pratyanta	ika	относит./vṛddhi	m.	2	0	False	KERN; VARĀH. BṚH. S. 69
50732	prAtIpika	prātīpika	pratIpa	pratīpa	ika	относит./vṛddhi	adj.	1	0	False	P. 4,4,28
79617	prAtItika	prātītika	pratIti	pratīti	ika	относит./vṛddhi	adj.	4	0	False	SARVADARŚANAS. 130,17; ĀNANDAGIRI; ŚAṂK.; BṚH. ĀR. UP. S. 283
50936	prAveSika	prāveśika	praveSa	praveśa	ika	относит./vṛddhi	adj.	3	0	False	VIKR. 51,3; VARĀH. BṚH. S. 85,56; H. 280
50933	prAveRya	prāveṇya	praveRi	praveṇi	ya	относит./vṛddhi	n.	1	0	False	R. 3,49,44
50937	prAvrAjya	prāvrājya	pravrAj	pravrāj	ya	относит./vṛddhi	n.	2	0	False	MBH. 5,6017; MĀRK. P. 53,39
50907	prAvArika	prāvārika	prAvAra	prāvāra	ika	относит./vṛddhi	m.	1	0	False	R. GORR. 2,90,16
50833	prAyaScittika	prāyaścittika	prAyaScitta	prāyaścitta	ika	относит./vṛddhi	adj.	2	0	False	ĀŚV. ŚR. 2,15; WASSILJEW 83
50845	prAyika	prāyika	prAya	prāya	ika	относит./vṛddhi	adj.	5	0	False	KULL.; M. 7,152; P. 2,2,28; PRĀYAŚCITTAT.; ŚKDR.
50841	prAyARika	prāyāṇika	prayARa	prayāṇa	ika	относит./vṛddhi	adj.	1	0	False	MBH. 7,80
45867	punarADeyika	punarādheyika	punarADeya	punarādheya	ika	относит./vṛddhi	adj.	1	0	False	KĀTY. ŚR. 387,4,5
46265	puroqASika	puroḍāśika	puroqASa	puroḍāśa	ika	относит./vṛddhi	adj.	1	0	False	P. 4,3,70
45825	putrika	putrika	putra	putra	ika	относит./vṛddhi		3	0	False	P. 5,1,128; PRAVARĀDHY.; Verz. d. B. H. 59,7
46394	puzwika	puṣṭika	puzwi	puṣṭi	ika	относит./vṛddhi	m.	1	0	False	Verz. d. Oxf. H. 124,a
120863	pAdavandanika	pādavandanika	pAdavandana	pādavandana	ika	относит./vṛddhi	adj.	0	0	False	
43997	pAkzapAtika	pākṣapātika	pakzapAta	pakṣapāta	ika	относит./vṛddhi	adj.	1	0	False	KĀM. NĪTIS. 8,80
44470	pAnika	pānika	pAna	pāna	ika	относит./vṛddhi	m.	1	0	False	R. GORR. 2,90,16
44631	pAradeSika	pāradeśika	paradeSa	paradeśa	ika	относит./vṛddhi	adj.	1	0	False	WILS.
44618	pAratantrika	pāratantrika	paratantra	paratantra	ika	относит./vṛddhi	adj.	1	0	False	GṚHYASAṂGR. 2,99
44648	pAraMparya	pāraṃparya	paraMparA	paraṃparā	ya	относит./vṛddhi	adj.	13	0	False	MBH. 6,5717; KAP. 1,69 (68). 123 (122); Z. d. d. m. G. 7,311, N. 2; P. 5,4,23; AK. 2,7,12; SŪRYAS. 13,2; H. 80; HALĀY. 2,247
44722	pAriDeya	pāridheya	pariDi	paridhi	eya	относит./vṛddhi	m.	1	0	False	P. 4,1,123
44771	pArihArika	pārihārika	parihAra	parihāra	ika	относит./vṛddhi	m.	3	0	False	ŚABDĀRTHAK.; WILS.; Verz. d. Oxf. H. 204,a,30
44726	pAripAwya	pāripāṭya	paripAwI	paripāṭī	ya	относит./vṛddhi	n.	2	0	False	ŚKDR.; WILS.
44760	pArivrAjya	pārivrājya	parivrAj	parivrāj	ya	относит./vṛddhi	n.	2	0	False	MBH. 12,8917; P. 7,3,60
44756	pArivfQya	pārivṛḍhya	parivfQa	parivṛḍha	ya	относит./vṛddhi	n.	1	0	False	P. 5,1,123
44717	pAriRAyya	pāriṇāyya	pariRAya	pariṇāya	ya	относит./vṛddhi	n.	2	0	False	VASIṢṬHA; DĀYABH. 132,12
120883	pArizeRya	pāriṣeṇya	parizeRa	pariṣeṇa	ya	относит./vṛddhi	m.	1	0	False	ebend. 4,54,a
44831	pArvatika	pārvatika	parvata	parvata	ika	относит./vṛddhi	n.	1	0	False	H. 1418
44825	pAryozWya	pāryoṣṭhya	paryozWa	paryoṣṭha	ya	относит./vṛddhi	adj.	0	0	False	
44824	pAryulUKalya	pāryulūkhalya	paryulUKala	paryulūkhala	ya	относит./vṛddhi	adj.	0	0	False	
44680	pArAyaRIya	pārāyaṇīya	pArAyaRa	pārāyaṇa	Iya	относит./vṛddhi	n.	2	0	False	UJJVAL.; UṆĀDIS. 3,131
44698	pArASarIya	pārāśarīya	parASara	parāśara	Iya	относит./vṛddhi	adj.	1	0	False	P. 4,2,80
44778	pArIRahya	pārīṇahya	parIRah	parīṇah	ya	относит./vṛddhi	n.	2	0	False	TS. 6,2,1,1; M. 9,11
44877	pArSvya	pārśvya	pArSva	pārśva	ya	относит./vṛddhi	m.	2	0	False	VS. PRĀT. 1,104; NAIGH. 3,30
44802	pArRavalkya	pārṇavalkya	parRavalka	parṇavalka	ya	относит./vṛddhi	m.	1	0	False	P. 4,1,105
44886	pArzadIya	pārṣadīya	pArzada	pārṣada	Iya	относит./vṛddhi	adj.	1	0	False	ṚV. PRĀT. 11,32
44890	pArzikya	pārṣikya	parzika	parṣika	ya	относит./vṛddhi	n.	1	0	False	P. 5,1,128
44297	pATikya	pāthikya	paTika	pathika	ya	относит./vṛddhi	n.	1	0	False	P. 5,1,128
44296	pATikArya	pāthikārya	paTikAra	pathikāra	ya	относит./vṛddhi	m.	1	0	False	P. 4,1,151
44280	pAtrika	pātrika	pAtra	pātra	ika	относит./vṛddhi	adj.	2	0	False	P. 5,1,46; MBH. 12,8327
78556	pAvakIya	pāvakīya	pAvaka	pāvaka	Iya	относит./vṛddhi	adj.	1	0	False	Verz. d. Oxf. H. 266,b,22
44967	pAvazwurikeya	pāvaṣṭurikeya	pavazwurika	pavaṣṭurika	eya	относит./vṛddhi	m.	1	0	False	P. 4,1,123
44580	pAyasika	pāyasika	pAyasa	pāyasa	ika	относит./vṛddhi	adj.	0	0	False	
44038	pAYcamika	pāñcamika	paYcama	pañcama	ika	относит./vṛddhi	adj.	3	0	False	KULL.; M. 1,114 und 6,14; Verz. d. Oxf. H. 162,a,22
44059	pAYcOdanika	pāñcaudanika	paYcOdana	pañcaudana	ika	относит./vṛddhi	adj.	1	0	False	P. 4,3,68
44060	pAYjarya	pāñjarya	paYjara	pañjara	ya	относит./vṛddhi		1	0	False	P. 4,2,80
78403	pARavika	pāṇavika	paRava	paṇava	ika	относит./vṛddhi	m.	1	0	False	P. 2,4,2
44117	pARika	pāṇika	pARi	pāṇi	ika	относит./vṛddhi	adj.	6	0	False	P. 5,1,20; VYUTP. 97; MBH. 9,2545; YĀJÑ. 3,114; ŚABDĀRTHAK.; WILS.
44176	pARqavIya	pāṇḍavīya	pARqava	pāṇḍava	Iya	относит./vṛddhi	adj.	1	0	False	MBH. 5,123
44081	pAwavika	pāṭavika	pAwava	pāṭava	ika	относит./vṛddhi	adj.	1	0	False	TRIK. 3,1,14
44111	pAWeya	pāṭheya	pAWA	pāṭhā	eya	относит./vṛddhi	adj.	1	0	False	P. 4,2,97
44106	pAWika	pāṭhika	pAWa	pāṭha	ika	относит./vṛddhi	adj.	1	0	False	DĀYABH. 127,4 v. u.
45470	pIqanIya	pīḍanīya	pIqana	pīḍana	Iya	относит./vṛddhi	adj.	2	0	False	MBH. 2,922; SUŚR. 1,100,3
46572	pUgya	pūgya	pUga	pūga	ya	относит./vṛddhi	adj.	1	0	False	P. 4,3,54
46663	pUpIya	pūpīya	pUpa	pūpa	Iya	относит./vṛddhi	adj.	1	0	False	P. 5,1,4
46803	pUrvadehika	pūrvadehika	pUrvadeha	pūrvadeha	ika	относит./vṛddhi	adj.	1	0	False	MBH. 12,12151
46812	pUrvapadika	pūrvapadika	pUrvapada	pūrvapada	ika	относит./vṛddhi	adj.	0	0	False	
47047	pfTukIya	pṛthukīya	pfTuka	pṛthuka	Iya	относит./vṛddhi	adj.	1	0	False	P. 5,1,4
85312	rEvatikIya	raivatikīya	rEvatika	raivatika	Iya	относит./vṛddhi	adj.	1	0	False	P. 4,3,131
85605	rOheya	rauheya	roha	roha	eya	относит./vṛddhi	adj.	1	0	False	P. 4,2,80
85576	rOmakIya	raumakīya	romaka	romaka	Iya	относит./vṛddhi	adj.	1	0	False	P. 4,2,80
85578	rOmaSIya	raumaśīya	romaSa	romaśa	Iya	относит./vṛddhi	adj.	1	0	False	P. 4,2,80
85552	rOQIya	rauḍhīya	rUQi	rūḍhi	Iya	относит./vṛddhi	m.	1	0	False	SIDDH. K. 235,b,1 v. u.
83090	raYjanIya	rañjanīya	raYjana	rañjana	Iya	относит./vṛddhi	adj.	3	0	False	KATHĀS. 14,57; NĪLAK. 16; SARVADARŚANAS. 177,4
85336	rogya	rogya	roga	roga	ya	относит./vṛddhi		3	0	False	VOP. 26,8; ŚABDAC.; ŚKDR.
84467	rABasya	rābhasya	raBasa	rabhasa	ya	относит./vṛddhi	n.	3	0	False	UJJVAL.; UṆĀDIS. 3,117; DHĀTUP. 23,5
84720	rAhUgaRya	rāhūgaṇya	rahUgaRa	rahūgaṇa	ya	относит./vṛddhi	m.	3	0	False	P. 4,1,105; PRAVARĀDHY.; Verz. d. B. H. 55,20
84421	rATajiteya	rāthajiteya	raTajit	rathajit	eya	относит./vṛddhi	f.	1	0	False	AV. 6,130,1
84418	rATakArika	rāthakārika	raTakAra	rathakāra	ika	относит./vṛddhi	adj.	1	0	False	P. 4,2,80
84419	rATakArya	rāthakārya	raTakAra	rathakāra	ya	относит./vṛddhi	m.	1	0	False	P. 4,1,151
84348	rAQIya	rāḍhīya	rAQA	rāḍhā	Iya	относит./vṛddhi	adj.	3	0	False	PRAB. 22,13; WILSON, Sel. Works I, 156; COLEBR. Misc. Ess. II, 189
107585	sahavAsika	sahavāsika	sahavAsa	sahavāsa	ika	относит./vṛddhi	adj.	1	0	False	MBH. 12,9819
112711	sEdDAntika	saiddhāntika	sidDAnta	siddhānta	ika	относит./vṛddhi	adj.	1	0	False	H. 483
112757	sEhareya	saihareya	sIhara	sīhara	eya	относит./vṛddhi	adj.	1	0	False	P. 4,2,80
112726	sEnDumitrika	saindhumitrika	sinDumitra	sindhumitra	ika	относит./vṛddhi	adj.	1	0	False	P. 4,2,116
122659	sEpurika	saipurika	sepura	sepura	ika	относит./vṛddhi	adj.	1	0	False	PAT. a. a. O. 1,178,a
112742	sErika	sairika	sIra	sīra	ika	относит./vṛddhi	adj.	4	0	False	P. 4,3,124; AK. 2,9,64; H. ś. 1; Verz. d. Oxf. H. 55,b,10
112708	sEtakeya	saitakeya	setakI	setakī	eya	относит./vṛddhi	adj.	1	0	False	P. 4,2,97
105877	samuddeSIya	samuddeśīya	samuddeSa	samuddeśa	Iya	относит./vṛddhi		1	0	False	SUŚR. 1,88,20
105569	samAnajanya	samānajanya	samAnajana	samānajana	ya	относит./vṛddhi	adj.	1	0	False	PAÑCAV. BR. 16,6,9
105627	samApanIya	samāpanīya	samApana	samāpana	Iya	относит./vṛddhi	adj.	2	0	False	KAUŚ. 42; P. 5,1,112
105690	samAvartanIya	samāvartanīya	samAvartana	samāvartana	Iya	относит./vṛddhi	adj.	1	0	False	KAUŚ. 42
105806	samIya	samīya	sama	sama	Iya	относит./vṛddhi	adj.	1	0	False	P. 4,2,138
106892	sarvaprAyaScittIya	sarvaprāyaścittīya	sarvaprAyaScitta	sarvaprāyaścitta	Iya	относит./vṛddhi	adj.	1	0	False	KAUŚ. 5
113214	sOBika	saubhika	sOBa	saubha	ika	относит./vṛddhi	m.	1	0	False	HĀR. 151
113098	sOcakya	saucakya	sUcaka	sūcaka	ya	относит./vṛddhi	n.	1	0	False	P. 5,1,128
113100	sOcika	saucika	sUci	sūci	ika	относит./vṛddhi	m.	7	0	False	AK. 2,10,6; H. 910; HALĀY. 2,435; KULL.; M. 4,214; PARĀŚARAPADDHATI; ŚKDR.
113101	sOcikya	saucikya	sUcika	sūcika	ya	относит./vṛddhi	n.	1	0	False	P. 5,1,128
113125	sOdakzeya	saudakṣeya	sudakza	sudakṣa	eya	относит./vṛddhi	m.	1	0	False	P. 4,1,123
113146	sODarmya	saudharmya	suDarma	sudharma	ya	относит./vṛddhi	n.	1	0	False	MAHĀN. 503
113149	sODAmitrika	saudhāmitrika	suDAmitra	sudhāmitra	ika	относит./vṛddhi	adj.	1	0	False	P. 4,2,116
113154	sODfteya	saudhṛteya	suDfti	sudhṛti	eya	относит./vṛddhi	m.	1	0	False	BHĀG. P. 9,2,29
113061	sOkarIya	saukarīya	sukara	sukara	Iya	относит./vṛddhi	adj.	1	0	False	P. 4,2,80
113078	sOKarAtrika	saukharātrika	suKarAtri	sukharātri	ika	относит./vṛddhi	adj.	0	0	False	
113083	sOKasuptika	saukhasuptika	suKasupti	sukhasupti	ika	относит./vṛddhi	m.	1	0	False	H. 794
113071	sOktika	sauktika	sUkta	sūkta	ika	относит./vṛddhi	adj.	1	0	False	Ind. St. 3,272
113337	sOlaBya	saulabhya	sulaBa	sulabha	ya	относит./vṛddhi	n.	2	0	False	PRAB. 76, Śl. 19; KUVALAY. 76,a
113334	sOlakzaRya	saulakṣaṇya	sulakzaRa	sulakṣaṇa	ya	относит./vṛddhi	n.	1	0	False	KATHĀS. 91,13
113252	sOmitrIya	saumitrīya	sOmitri	saumitri	Iya	относит./vṛddhi	adj.	1	0	False	P. 4,2,138
113176	sOparya	sauparya	supari	supari	ya	относит./vṛddhi	adj.	1	0	False	P. 4,2,80
113182	sOpika	saupika	sUpa	sūpa	ika	относит./vṛddhi	adj.	1	0	False	P. 4,4,26
113332	sOryodayika	sauryodayika	sUryodaya	sūryodaya	ika	относит./vṛddhi	adj.	1	0	False	VYUTP. 178
113409	sOsnAtika	sausnātika	susnAta	susnāta	ika	относит./vṛddhi	adj.	1	0	False	RAGH. 6,61
113408	sOsTya	sausthya	susTa	sustha	ya	относит./vṛddhi	n.	1	0	False	H. an. 3,272
113111	sOtaMgamIya	sautaṃgamīya	sOtaMgami	sautaṃgami	Iya	относит./vṛddhi	adj.	1	0	False	P. 4,2,112
113113	sOtikya	sautikya	sUtika	sūtika	ya	относит./vṛddhi	n.	1	0	False	P. 5,1,128
113343	sOvakzaseya	sauvakṣaseya	suvakzas	suvakṣas	eya	относит./vṛddhi	m.	1	0	False	P. 4,1,123
113348	sOvarcalIya	sauvarcalīya	suvarcala	suvarcala	Iya	относит./vṛddhi	adj.	1	0	False	P. 4,2,80
113380	sOvratya	sauvratya	suvrata	suvrata	ya	относит./vṛddhi	n.	1	0	False	VS. 39,9
107310	savanika	savanika	savana	savana	ika	относит./vṛddhi	adj.	1	0	False	ŚĀṄKH. ŚR. 5,3,7
106228	saMBaraRIya	saṃbharaṇīya	saMBaraRa	saṃbharaṇa	Iya	относит./vṛddhi	adj.	3	0	False	TBR. 3,4,23; ĀŚV. ŚR. 4,1,21; ŚĀṄKH. ŚR. 9,22,7
106252	saMBAzya	saṃbhāṣya	saMBAzA	saṃbhāṣā	ya	относит./vṛddhi	adj.	4	0	False	MBH. 2,1408; BHĀG. P. 11,17,33; SĀH. D. 172,16; M. 8,55
103574	saMgamanIya	saṃgamanīya	saMgamana	saṃgamana	Iya	относит./vṛddhi	adj.	1	0	False	VIKRAM. 128
103648	saMgrAmya	saṃgrāmya	saMgrAma	saṃgrāma	ya	относит./vṛddhi	adj.	2	0	False	NIR. 6,33; KĀṬH. 9,14
103230	saMhAtya	saṃhātya	saMhAta	saṃhāta	ya	относит./vṛddhi	m.	1	0	False	SĀH. D. 416. fg.
103419	saMkawika	saṃkaṭika	saMkawa	saṃkaṭa	ika	относит./vṛddhi	adj.	1	0	False	P. 4,2,80
106046	saMparIya	saṃparīya	saMpara	saṃpara	Iya	относит./vṛddhi	adj.	1	0	False	P. 4,2,90
106027	saMpattika	saṃpattika	saMpatti	saṃpatti	ika	относит./vṛddhi		2	0	False	KULL.; M. 3,39
106127	saMpradAnIya	saṃpradānīya	saMpradAna	saṃpradāna	Iya	относит./vṛddhi	adj.	2	0	False	PAÑCAT. ed. orn. 3,16; SUŚR. 1,8,2
102853	saMvargya	saṃvargya	saMvarga	saṃvarga	ya	относит./vṛddhi	adj.	3	0	False	VARĀH. BṚH. 26 (24), 9; Verz. d. B. H. No. 873; Verz. d. Oxf. H. 336,b,1
122674	skOnagarika	skaunagarika	skonagara	skonagara	ika	относит./vṛddhi	adj.	1	0	False	PAT. ebend.
113513	sKadya	skhadya	sKadA	skhadā	ya	относит./vṛddhi	adj.	1	0	False	ebend.
114611	smArya	smārya	smar	smar	ya	относит./vṛddhi	adj.	2	0	False	P. 3,2,139; VOP. 25,30
114219	sTOrya	sthaurya	sTUrA	sthūrā	ya	относит./vṛddhi	m.	2	0	False	P. 4,1,105; TS. PRĀT. 24,5
114214	sTORika	sthauṇika	sTURA	sthūṇā	ika	относит./vṛddhi	adj.	1	0	False	ebend.
114213	sTORABArika	sthauṇābhārika	sTURABAra	sthūṇābhāra	ika	относит./vṛddhi	adj.	1	0	False	P. 5,1,50
114107	sTURIya	sthūṇīya	sTURA	sthūṇā	Iya	относит./vṛddhi		1	0	False	P. 5,1,4
122639	surIya	surīya	surA	surā	Iya	относит./vṛddhi		1	0	False	PAT. a. a. O. 5,2,b
111540	suvarRIya	suvarṇīya	suvarRa	suvarṇa	Iya	относит./vṛddhi	adj.	1	0	False	P. 4,2,90
