sutra	n_words	words_iast
P.6.2.189	4	anu|anujyeṣṭha|anukanīyaṃs|anumadhyama
P.6.2.190	4	anu|anupuruṣa|diś|kathay
P.6.2.191	7	ati|atikaśa|atikāraka|atipada|atyaṅkuśa|sañj|śakvan
P.6.2.192	5	ni|nidaṇḍa|nidhāna|nimūlam|nyakṣa
P.6.2.193	10	pratijana|pratikheṭaka|pratikṛttikā|pratiśravaṇa|pratyajira|pratyaṃśu|pratyuṣṭra|pratyārdhapura|pratyārdrā|ārdhapura
P.6.2.194	14	upa|upadeva|upagaura|upagudha|upajihvā|upakalpa|upakanyā|upakṛṣṇa|upaleṭa|upaloṭa|upapāda|upasoma|upataila|upājina
P.6.2.195	4	avakṣepaṇa|su|supratyavasita|sā
P.6.2.196	1	utpuccha
P.6.2.197	10	bahuvrīhi|dvidant|dvimūrdha|dvimūrdhan|dvipad|mūrdhan|samāsānta|tridant|trimūrdha|tripad
P.6.2.198	3	añjisaktha|cakrasaktha|saktha
P.6.2.199	3	añjisaktha|lomaśasaktha|vyatyaya
P.6.3.1	2	han|napāt
P.6.3.2	9	abhyāśa|antika|dūra|kalpa|karṣ|katipaya|kṛcchra|pañcama|stoka
P.6.3.3	4	ambhas|ojas|sahas|tamasākṛta
P.6.3.4	2	manasādattā|manasāguptā
P.6.3.5	3	manasājñāyin|ājñāyin|ātman
P.6.3.6	2	pūraṇa|ātman
P.6.3.7	4	caturtha|vaiyākaraṇa|ātmanebhāṣā|ātmanepada
P.6.3.8	4	diśodaṇḍa|parasmaibhāṣā|parasmaipada|ātmanebhāṣā
P.6.3.9	5	araṇyetilaka|nadīkukkuṭikā|tvacisāra|vanekiṃśuka|yudhiṣṭhira
P.6.3.10	7	abhyāhita|avikaṭoraṇa|dṛṣadimāṣaka|kāra|mukuṭekārṣāpaṇa|nadīdoha|yūthapaśu
P.6.3.11	1	madhyeguru
P.6.3.12	4	aṅgulitrāṇa|jaṅgha|urasiloman|vali
P.6.3.13	3	bandh|hastabandha|hastebandha
P.6.3.14	2	karṇejapa|stamberama
P.6.3.15	5	divija|kāleja|prapañca|prāvṛṣija|śaradija
P.6.3.16	8	kṣaraja|kṣareja|varaja|vareja|varṣaja|varṣeja|śaraja|śareja
P.6.3.17	4	pūrvāhṇa|pūrvāhṇatana|pūrvāhṇetana|rātritarā
P.6.3.18	8	grāmavāsa|grāmavāsin|grāmevāsa|grāmevāsin|kheśaya|vāsa|vāsin|śaya
P.6.3.19	3	bandh|sidh|vartin
P.6.3.20	1	ākhareṣṭha
P.6.3.21	4	caura|dāsa|kula|ṣaṣṭha
P.6.3.22	2	dāsa|vṛṣala
P.6.3.23	4	hoturantevāsin|pituḥputra|saṃbandha|yoni
P.6.3.24	8	duhituḥpati|duhitṛpati|mātuḥṣvasar|mātṛṣvasar|nanāndar|pati|pituḥṣvasar|pitṛṣvasar
P.6.3.25	5	hotar|mātāpitar|mātāputra|neṣṭar|yātar
P.6.3.26	6	agnāmarut|agnāviṣṇu|indra|sahadāna|sidh|sāhacarya
P.6.3.27	2	agnīvaruṇa|agnīṣoma
P.6.3.28	4	agnāmarut|āgnendra|āgnimāruta|āgnivāruṇa
P.6.3.29	1	div
P.6.3.30	2	div|vāraṇa
P.6.3.31	1	uṣas
P.6.3.32	2	mātarapitarau|mātāpitar
P.6.3.33	2	mātar|pitar
P.6.3.34	25	adhikaraṇa|bhakti|bhāṣitapuṃska|capala|duhitar|durbhaga|kalyāṇa|kṣip|kṣānta|manojña|pratipādaka|priya|puṃvat|pūraṇa|pūrvapada|ruh|saciva|sama|strī|subhaga|sva|tanaya|vastutas|vyavadhāna|vāmana
P.6.3.35	11	ativyāpti|cara|deśīya|jātīya|parigaṇana|pāśa|rūpa|tatas|tatra|vyāpti|vāraṇa
P.6.3.36	1	mānin
P.6.3.37	4	madraka|madrikāy|mānin|pācaka
P.6.3.38	3	datta|mānin|pūraṇa
P.6.3.39	3	lauheṣa|sraughna|upadhāna
P.6.3.40	1	mānin
P.6.3.41	4	kaṭha|kaṭhīy|mānin|sautra
P.6.3.42	4	deśīya|jātīya|kukkuṭa|sidh
P.6.3.43	7	bruva|cela|gotra|han|kalpa|man|rūpa
P.6.3.44	2	nada|saunāga
P.6.3.45	1	nirmūla
P.6.3.46	2	jātīya|mahājātīya
P.6.3.47	11	aṣṭan|dva|dvaimātura|dvidaśa|dvitra|dvyaśīti|dvādaśan|dvātriṃśat|dvāviṃśati|saṃkhya|āṣṭamātura
P.6.3.48	7	bhāṣitapuṃska|traimātura|trayas|trayodaśan|trayoviṃśati|tridaśa|tryaśīti
P.6.3.49	25	aṣṭan|dva|dvicatvāriṃśat|dvinavati|dvipañcāśat|dvisaptati|dviṣaṣṭi|dvācatvāriṃśat|dvānavati|dvāpañcāśat|dvāsaptati|dvāṣaṣṭi|hṛdayalekha|trayas|trayastriṃśat|trayaścatvāriṃśat|trayaḥpañcāśat|trayaḥsaptati|trayaḥṣaṣṭi|trayonavati|tricatvāriṃśat|trinavati|tripañcāśat|trisaptati|triṣaṣṭi
P.6.3.50	7	daurhṛdaya|hārda|hṛdayalekha|hṛdya|hṛllekha|hṛllāsa|sauhṛdaya
P.6.3.51	6	hṛcchoka|hṛdayaroga|hṛdayaśoka|hṛdroga|sauhārdya|sauhṛdayya
P.6.3.52	4	padaga|padopahata|padāji|padāti
P.6.3.53	4	padika|padya|pādya|vyadh
P.6.3.54	3	paddhati|paddhima|patkāṣin
P.6.3.55	2	pacchas|śaṃs
P.6.3.56	5	pacchabda|padghoṣa|panmiśra|pādamiśra|pādaśabda
P.6.3.57	4	uda|udakagiri|udamegha|udavāha
P.6.3.58	5	piṣ|udadhi|udapeṣam|udavāhana|udavāsa
P.6.3.59	3	pūrayitavya|udakaparvata|yuj
P.6.3.60	21	gāha|mantha|odana|uda|udabhāra|udagāha|udahāra|udakabhāra|udakagāha|udakahāra|udakamantha|udakasaktu|udakaudana|udakavajra|udakavindu|udakavīvadha|udamantha|udasaktu|udaudana|udavajra|udavindu
P.6.3.61	2	anuvṛtti|gālava
P.6.3.62	4	eka|ekarūpya|gaṅgadatta|yuj
P.6.3.63	24	ajakṣīra|devidāsa|durgagupta|durgasiṃha|gaṅgadāsa|kumāridatta|kumāridā|kālidāsa|lomakāgṛha|mahidatta|mahidāsa|mādrinandana|nāndīghoṣa|phālguna|prasthavāhā|revatiputra|rohiṇiputra|rādhagupta|tāranātha|vaidehibandhu|vitastadatta|viśākhadatta|śilavāhā|ūrṇāsūtra
P.6.3.64	4	ajatva|ajātva|rohiṇitva|rohiṇītva
P.6.3.65	3	iṣīkā|iṣṭakā|mālabhārin
P.6.3.66	7	divāmanya|doṣāmanya|kāliṃmanyā|nāsikaṃdhama|nāsikaṃdhaya|nāḍiṃdhama|nāḍiṃdhaya
P.6.3.67	4	aruṃtuda|dviṣaṃtapa|kāliṃmanyā|pratipatti
P.6.3.68	10	bhuvaṃmanya|gāṃmanya|lekhābhrū|manya|naraṃmanya|nyāya|striyaṃmanya|strīṃmanya|tvaṅmanya|śrimanya
P.6.3.69	2	puraṃdara|vācaṃyama
P.6.3.70	2	agadaṃkāra|satyaṃkāra
P.6.3.71	4	pāta|tailaṃpātā|śyainaṃpāta|śyenapāta
P.6.3.72	3	rātricara|rātriṃcara|rātriṃmanya
P.6.3.73	1	a
P.6.3.75	12	nabhrāj|nakha|nakra|nakula|nakṣatra|namuci|napuṃsaka|napāt|navedas|nāka|nāsatya|prakṛti
P.6.3.76	3	eka|na|vikalpa
P.6.3.77	3	a|aga|naga
P.6.3.78	2	sa|sahakṛtvan
P.6.3.79	5	droṇa|grantha|sa|sakala|saṃgraha
P.6.3.80	7	anumeya|labh|mā|piśāca|pratyakṣatas|sa|upākhya
P.6.3.81	3	sa|sacakra|saha
P.6.3.82	3	saha|sahakṛtvan|upasarjana
P.6.3.83	2	kṣip|saha
P.6.3.84	13	prabhṛti|sa|sagarbhya|sajātīya|samānamūrdhan|samānaprabhṛti|samānodarka|sanutya|sapakṣa|saprabhṛti|sayūthya|sādharmya|udarka
P.6.3.85	12	sabandhu|sagotra|sajanapada|sajyotis|sanābhi|sanāman|sarātri|sarūpa|sasthāna|savacana|savarṇa|savayas
P.6.3.86	2	caraṇa|sabrahmacārin
P.6.3.87	1	satīrthya
P.6.3.88	2	samānodarya|sodarya
P.6.3.89	2	sadṛś|sadṛśa
P.6.3.90	7	iyant|kiyant|kīdṛś|kīdṛśa|yādṛkṣa|īdṛś|īdṛśa
P.6.3.91	7	sarvanāman|tādṛś|tādṛśa|tāvant|yādṛś|yādṛśa|yāvant
P.6.3.92	8	devadryañc|kadryañc|tadryañc|viśvācī|viṣvadryañc|viṣvagañcana|viṣvagyuj|yadriyañca
P.6.3.93	1	samyañc
P.6.3.94	1	tiryañc
P.6.3.95	1	sadhryañc
P.6.3.96	2	sadhamāda|sadhastha
P.6.3.97	8	antarīpa|dvīpa|nīpa|samāpa|samīpa|udīpa|upalakṣaṇa|upasarga
P.6.3.98	3	anvīpa|anūpa|avagraha
P.6.3.99	7	anya|anyad|anyadrāga|anyadutsuka|anyadāśā|anyadīya|anyatkāraka
P.6.3.100	4	anya|anyad|anyadartha|anyārtha
P.6.3.101	5	kad|kadanna|kadaśva|kaduṣṭra|kadākāra
P.6.3.102	2	kadratha|kadvada
P.6.3.103	1	kattṛṇa
P.6.3.104	3	kā|kākṣa|kāpatha
P.6.3.106	2	kupuruṣa|kāpuruṣa
P.6.3.107	4	kaduṣṇa|kava|kavoṣṇa|koṣṇa
P.6.3.108	3	kava|kavapatha|kāpatha
P.6.3.109	15	balāhaka|bṛsī|diś|gūḍhotman|haṃsa|jīmūta|mayūra|nirukta|piśāca|pṛṣodara|pṛṣotthāna|siṃha|ulūkhala|vikṛti|śmaśāna
P.6.3.110	4	ahan|ahna|sāyāhna|vyahan
P.6.3.111	3	barh|gardh|tarh
P.6.3.112	7	sah|soḍhar|soḍhavya|vah|varṇa|voḍhar|voḍhavya
P.6.3.113	6	nigama|sah|sapatna|sāḍhar|sāḍhvā|sāḍhyai
P.6.3.114	1	saṃhita
P.6.3.115	13	aṣṭakarṇa|bhinnakarṇa|chidra|chinnakarṇa|dviguṇākarṇa|karṇa|maṇikarṇa|pañcakarṇa|sruvakarṇa|svastika|svastikakarṇa|triguṇākarṇa|viṣṭakarṇa
P.6.3.116	18	hṛdayāvidh|marmāvidh|nīruc|nīvṛt|parītat|parīṇah|paṭu|prāvṛṣ|ruc|sah|sthā|tigmaruc|upānah|vibhāṣā|vidh|śvāvidh|ṛtāṣah|ṛtīṣah
P.6.3.117	15	asipatravana|bhañjanāgiri|kiṃśuluka|koṭara|koṭarāvaṇa|kukkuṭāgiri|kṛṣṇagiri|lohitāgiri|miśrakāvaṇa|naḍāgiri|puraga|puragāvaṇa|sidhraka|sārikāvaṇa|śālvāgiri
P.6.3.118	2	dantāvala|kṛṣīvala
P.6.3.119	11	ajiravatī|amarāvatī|cakravākavatī|campakavatī|haṃsakavatī|haṃsavant|khadiravant|kāraṇḍavavatī|pulinavatī|puṣkarāvatī|vrīhimant
P.6.3.120	9	ahīvatī|dhūmāvatī|hanūmant|kapīvant|maṇīvatī|munīvatī|vaṃśāvatī|śarāvatī|śucīvatī
P.6.3.121	4	kapīvaha|munīvaha|pīluvaha|ṛṣīvaha
P.6.3.122	6	nīkleda|praseva|pratikāśa|pratīkāśa|upasarga|vīmārga
P.6.3.123	2	nīkāśa|vīkāśa
P.6.3.124	1	dā
P.6.3.125	2	aṣṭan|aṣṭāvakra
P.6.3.126	1	aṣṭan
P.6.3.127	1	citīka
P.6.3.128	4	upalakṣaṇa|viśvarāj|viśvārāj|viśvāvasu
P.6.3.129	2	viśvanara|viśvānara
P.6.3.130	2	viśvamitra|viśvāmitra
P.6.3.131	5	aśvavant|indriyāvant|mantra|somavant|viśvadevyāvant
P.6.3.132	2	oṣadhi|vibhakti
P.6.3.133	7	gha|kūmanas|makṣu|nu|tu|uruṣy|śru
P.6.3.134	1	su
P.6.3.137	11	hastāhasti|jalāṣah|keśākeśi|nāraka|puruṣa|śvādanta|śvādaṃṣṭrā|śvākarṇa|śvāpada|śvāpuccha|śvāvarāha
P.6.3.139	1	saṃprasāraṇa
P.6.3.142	1	indra
P.6.4.2	5	chid|hvā|jīna|viddhi|vā
P.6.4.4	1	tri
P.6.4.5	6	bahvṛca|catvar|dhātar|taittirīya|tri|ubhayathā
P.6.4.6	1	nar
P.6.4.8	1	sarvanāmasthāna
P.6.4.9	3	nigama|takṣan|ṛbhukṣan
P.6.4.10	1	mahant
P.6.4.11	11	hotar|kṣattar|mātar|napāt|neṣṭar|potar|praśāstar|svasar|tarhi|tvaṣṭar|yadi
P.6.4.12	3	aryaman|han|pūṣan
P.6.4.14	4	gomant|gomat|gomaty|gras
P.6.4.15	11	idām|mathīn|pac|pakti|pathīn|pratām|praśām|rājān|āntra|śam|ṛbhukṣīn
P.6.4.16	4	ci|gam|han|stu
P.6.4.17	1	tan
P.6.4.18	1	kram
P.6.4.19	6	akṣadyū|div|praśna|saṃnipāta|viśna|śabdaprāch
P.6.4.20	12	jvar|jūr|jūrṇa|mav|mū|srīv|srū|tvar|tūr|tūrṇa|ū|ūta
P.6.4.21	8	mur|mūrch|mūrta|mūrti|tur|turv|tvar|tūrṇa
P.6.4.22	1	sidh
P.6.4.23	1	añj
P.6.4.24	5	dhvaṃs|lag|nah|nand|sraṃs
P.6.4.25	3	daṃś|sañj|svaj
P.6.4.26	1	raj
P.6.4.27	2	raṅga|rāga
P.6.4.28	3	java|syada|syanda
P.6.4.29	5	avoda|edha|himaśratha|odma|praśratha
P.6.4.30	2	ac|pratyañc
P.6.4.31	2	skand|syad
P.6.4.32	5	bhañj|majj|majjana|naś|raj
P.6.4.33	1	bhañj
P.6.4.34	3	mitraśis|śiṣṭa|śās
P.6.4.35	1	śās
P.6.4.36	1	han
P.6.4.37	15	anunāsika|gam|ghar|han|man|nam|ram|tan|tarṇ|tati|upadeśa|van|vati|yam|yati
P.6.4.38	4	gam|nam|tan|vikalpa
P.6.4.39	4	manti|tanti|vanti|yanti
P.6.4.40	2	adhvagat|gat
P.6.4.41	5	abjā|avāvan|kūpakhā|sā|vijāvan
P.6.4.42	5	jan|khan|khāti|san|sāti
P.6.4.43	3	jan|khan|san
P.6.4.44	1	tan
P.6.4.45	3	santi|sati|sāti
P.6.4.47	3	bhrajj|bhrajjana|bhraṣṭavya
P.6.4.49	4	bebhiditavya|bhid|mavy|īrṣy
P.6.4.50	2	dṛṣady|samidhy
P.6.4.51	1	utpuccha
P.6.4.52	5	bhakṣ|gar|har|jñā|niṣṭha
P.6.4.53	2	janayitar|janitar
P.6.4.54	2	śamayitar|śamitar
P.6.4.55	5	gaṇḍay|poṣayiṣṇu|spṛhayālu|spṛhayāyya|stanayitnu
P.6.4.56	2	gaṇay|kathay
P.6.4.57	3	i|lākṣaṇika|āp
P.6.4.58	2	plu|yu
P.6.4.59	1	kṣi
P.6.4.60	2	akṣita|kṣi
P.6.4.61	3	dainya|kṣi|kṣitāyus
P.6.4.62	10	ci|darś|dhā|dā|grabh|han|upadeśa|vadh|vighātin|śam
P.6.4.63	2	dī|upadāna
P.6.4.64	4	pradhā|pradā|pā|rā
P.6.4.66	8	dhā|dā|gā|hā|mā|pā|sthā|sā
P.6.4.67	8	dhā|dā|gā|hā|mā|pā|sthā|sā
P.6.4.68	5	ghrā|glā|jñā|mlā|pā
P.6.4.69	7	dhā|dā|gā|hā|mā|pā|sā
P.6.4.70	1	mā
P.6.4.72	1	īh
P.6.4.73	3	aś|naś|var
P.6.4.74	1	mā
P.6.4.75	3	mā|vap|ūnay
P.6.4.76	1	dhā
P.6.4.77	5	bhrū|kṣi|lū|nī|pū
P.6.4.79	1	strī
P.6.4.81	2	i|āyaka
P.6.4.82	6	durdhī|grāmaṇī|krī|nī|unnī|śiṣ
P.6.4.83	3	khalapū|lū|ullū
P.6.4.84	5	dṛnbhū|karabhū|kārabhū|punarbhū|varṣābhū
P.6.4.85	3	bhū|pratibhū|sudhī
P.6.4.86	1	ubhayathā
P.6.4.87	3	hu|sārvadhātuka|yu
P.6.4.88	1	bhū
P.6.4.89	2	guh|nigūhaka
P.6.4.90	1	duṣ
P.6.4.91	2	duṣ|virāga
P.6.4.92	2	ghaṭ|śam
P.6.4.93	6	paraka|sthānivat|tam|vidhāna|śam|śāmam
P.6.4.94	2	dviṣaṃtapa|puraṃdara
P.6.4.95	2	hlād|prahlatti
P.6.4.96	5	chāda|dantacchada|pracchada|samupacchāda|tanucchada
P.6.4.97	5	chad|chadman|chattra|dhāmacchad|halya
P.6.4.98	5	gam|ghas|han|jan|khan
P.6.4.99	2	pat|tan
P.6.4.100	3	bhas|gdhi|sagdhi
P.6.4.101	4	chid|hu|rud|svap
P.6.4.102	4	kar|par|var|śru
P.6.4.103	3	prī|ram|yam
P.6.4.107	1	ci
P.6.4.108	1	kar
P.6.4.109	1	kar
P.6.4.110	1	kar
P.6.4.112	4	abhyasta|hā|lū|mā
P.6.4.113	1	mā
P.6.4.114	3	drā|gaumāyana|nirmūla
P.6.4.115	1	bhī
P.6.4.116	1	hā
P.6.4.117	1	hā
P.6.4.118	1	hā
P.6.4.119	3	as|dhā|dā
P.6.4.120	6	am|menakā|naś|pac|vap|yaj
P.6.4.121	4	bhaṇ|div|pac|tsar
P.6.4.122	4	bhaj|phal|tar|trap
P.6.4.123	1	rādh
P.6.4.124	3	bhram|jar|tras
P.6.4.125	7	bhlāś|bhrāj|bhrāś|phaṇ|rāj|svan|syam
P.6.4.126	9	bhāgavṛtti|dar|dā|lū|vam|vart|yu|śar|śas
P.6.4.127	3	arvan|dalatar|vayasya
P.6.4.128	3	maghavan|māghavana|māghavata
P.6.4.130	2	dvipad|pad
P.6.4.131	2	pac|saṃprasāraṇa
P.6.4.132	4	dityavah|praṣṭhavāh|vah|viśvavah
P.6.4.133	4	maghavan|yuvan|śauvana|śvan
P.6.4.135	8	aukṣṇa|bhrauṇaghna|dhārtarājña|dhṛtarājan|sāmana|tākṣaṇya|tākṣṇa|vārtraghna
P.6.4.137	2	pratidivan|somya
P.6.4.139	1	udañc
P.6.4.140	1	viśvapā
P.6.4.141	2	nakṣatriya|tmanā
P.6.4.142	3	dvāviṃśa|viṃśa|viṃśaka
P.6.4.144	15	bhādraśarmi|jaitvāyani|lauma|saudāmeya|saulohya|saulābhya|saunāmi|saupāmāyani|sābrahmacāra|sāyaṃprātika|vaima|vāgmāyana|vārkavañcaka|āgniśarmāyaṇa|śilālin
P.6.4.145	4	ahan|ahīna|dvyaha|dvyahīna
P.6.4.146	2	bābhravya|svāyaṃbhuva
P.6.4.147	4	kādraveya|kāmaṇḍaleya|laikhābhreya|śaitibāheya
P.6.4.148	2	dauleya|saurya
P.6.4.149	7	agastī|agastīya|matsya|saurya|saurīya|taiṣa|tiṣya
P.6.4.150	5	gārgī|janyīya|kārikeyi|vaidya|vātsī
P.6.4.151	7	gārgaka|kārikeyi|mānuṣyaka|saumya|vātsaka|yauvanaka|āpatya
P.6.4.152	4	gārgībhūta|gārgīy|kar|kārikeyi
P.6.4.153	20	aikṣuka|bailvaka|bilvakīyā|ikṣukīyā|kapotakīyā|krauñcaka|kruñcakīya|kāpotaka|kāṣṭhaka|kāṣṭhakīyā|takṣakīyā|tākṣaka|tārṇaka|tṛṇakīyā|vaitasaka|vaitraka|vaiṇuka|vetasakīya|vetrakīya|veṇukīya
P.6.4.154	4	dohīyaṃs|kariṣṭha|vijayiṣṭha|āsuti
P.6.4.155	4	bhāradvājīya|paṭiman|saṃmaniman|vimaniman
P.6.4.156	10	dūra|hrasiman|hrasva|kṣepiman|kṣipra|kṣudra|sthaviṣṭha|sthavīyaṃs|yaviṣṭha|yavīyaṃs
P.6.4.157	21	baṃhiman|baṃhiṣṭha|baṃhīyaṃs|drāghiman|dīrgha|gariman|guru|priya|spheman|spheyaṃs|sphira|stheyaṃs|stheṣṭha|tṛpra|uru|variman|varṣiṣṭha|varṣīyaṃs|vṛddha|vṛndiṣṭha|vṛndāraka
P.6.4.158	3	bhūman|bhūyaṃs|bhūyiṣṭha
P.6.4.159	5	atha|rāga|tatas|yadi|āho
P.6.4.160	1	jyāyaṃs
P.6.4.161	10	bhṛś|darh|kṛśa|kṛṣṇiman|mradiman|mradiṣṭha|mṛdu|parivṛḍha|prathiman|pṛthu
P.6.4.162	1	ṛju
P.6.4.163	5	srajiṣṭha|tvaciṣṭha|tvacīyaṃs|tvagvant|vasiṣṭha
P.6.4.164	4	dāṇḍa|maidhāva|srāgviṇa|sāṃkūṭina
P.6.4.165	10	gaṇin|gāthin|gāthina|gāṇina|kaiśina|keśin|paṇin|pāṇina|vaidathina|vidathin
P.6.4.166	3	cākriṇa|srāgviṇa|śāṅkhina
P.6.4.167	3	sautvana|sāmana|vaimana
P.6.4.168	3	brahmaṇya|sāmanya|vaimanya
P.6.4.169	4	adhvanīna|pratyātma|prādhva|ātmanīna
P.6.4.170	6	bhādrasāma|cākravarmaṇa|cārmaṇa|sausāma|sautvana|suṣāman
P.6.4.171	2	brāhma|brāhmaṇa
P.6.4.172	2	kārma|kārmaṇa
P.6.4.173	2	aukṣa|aukṣṇa
P.6.4.174	13	aikṣvāka|bhrauṇahatya|cāmasāyana|dhaivatya|dāṇḍināyana|hiraṇmaya|hāstināyana|ikṣvāku|jaihmāśineya|maitreya|sārava|vāsināyani|ātharvaṇika
P.6.4.175	4	hiraṇyaya|mādhva|vāstva|ṛtviya
P.7.1.1	7	bhujyu|cirantana|jñā|naigamika|nandana|śiṣyatva|śri
P.7.1.2	7	chāgaleyin|gārgīya|gāṅgeya|kāmaṇḍaleya|paitṛṣvasrīya|prātijanīna|āmragupta
P.7.1.4	4	abhyasta|dhā|drā|jakṣ
P.7.1.6	2	grahaṇa|śī
P.7.1.7	1	vid
P.7.1.8	3	bahula|darś|duh
P.7.1.10	1	nada
P.7.1.11	2	adas|imaka
P.7.1.13	2	saṃnipāta|vighātaka
P.7.1.14	1	sarvanāman
P.7.1.16	8	adhara|apara|avara|dakṣiṇa|para|pūrva|sva|uttara
P.7.1.19	2	napuṃsaka|svapnaj
P.7.1.21	5	aṣṭan|gauṇa|nirdeśa|prādhānya|vaikalpika
P.7.1.22	3	kati|yati|ṣaṣ
P.7.1.24	1	yadi
P.7.1.25	5	anya|anyatara|itara|katama|katara
P.7.1.26	1	itara
P.7.1.28	1	prathama
P.7.1.30	7	atha|bhū|car|duṣ|nirdoṣa|pakṣa|yadi
P.7.1.34	1	div
P.7.1.35	3	bhū|brū|marj
P.7.1.36	4	sāmarthya|vart|vid|vidvaṃs
P.7.1.38	3	ar|arc|dhā
P.7.1.39	16	anuṣṭhyā|asma|brāhmaṇa|chāndasatva|cyu|dhīti|dhṛṣṇuyā|path|sarasī|suṣṭuti|sādhuyā|tāt|uruyā|vasantā|yu|yāt
P.7.1.40	1	kram
P.7.1.41	2	duh|śī
P.7.1.42	1	var
P.7.1.43	1	yaj
P.7.1.44	2	khan|sarj
P.7.1.45	4	dhā|juṣ|pratibandha|śru
P.7.1.46	3	dīp|jabh|vas
P.7.1.47	2	dā|gam
P.7.1.48	1	yaj
P.7.1.49	2	pā|snā
P.7.1.50	2	para|sakṛdgati
P.7.1.51	13	aśvasy|aśvīy|dadhisy|dadhyasy|kṣīrasy|kṣīrīy|lavaṇasy|lavaṇīy|madhusy|madhvasy|vṛṣasy|vṛṣīy|ātmaprīti
P.7.1.52	2	kalp|sarvanāman
P.7.1.53	4	api|samudra|tri|vastutas
P.7.1.54	1	nada
P.7.1.55	6	catvar|kati|pañcan|prādhānya|yati|ṣaṣ
P.7.1.56	3	grāmaṇī|sūta|śrī
P.7.1.57	1	go
P.7.1.58	2	huṇḍ|kuṇḍ
P.7.1.59	13	anuṣaṅga|darp|kart|khid|lip|lup|muc|piś|sañj|sic|tarph|tup|vid
P.7.1.60	5	majj|maṅktar|naś|naṃṣṭar|naṃṣṭavya
P.7.1.61	6	jabdhar|jabh|jambhaka|radh|randhaka|randhana
P.7.1.63	2	rabh|ārambhaka
P.7.1.64	3	labh|lambhaka|pṛthagyogakaraṇa
P.7.1.65	1	ālambhya
P.7.1.66	2	upalabhya|upalambhya
P.7.1.67	6	duṣpralambha|niyama|pralambha|supralambha|vipralambha|īṣat
P.7.1.68	6	durlabha|durlābha|su|sulabha|sulābha|yadā
P.7.1.69	3	labh|lambham|lābham
P.7.1.70	5	gomant|gomaty|parṇadhvas|sarvanāmasthāna|ukha
P.7.1.71	4	dhā|suyuj|yuj|ātmanepadin
P.7.1.72	2	div|pur
P.7.1.73	1	vibhakti
P.7.1.74	5	bhāṣitapuṃska|grāmaṇī|gālava|puṃvat|pīlu
P.7.1.75	5	akṣan|akṣi|asthan|dadhi|sakthan
P.7.1.76	5	akṣan|akṣaṇvant|antara|asthan|kart
P.7.1.77	2	akṣi|dvivacana
P.7.1.78	2	abhyasta|jakṣ
P.7.1.80	1	nada
P.7.1.82	1	anaḍvāh
P.7.1.83	7	dṛś|sadṛś|svatavas|svavas|tādṛś|yādṛś|īdṛś
P.7.1.85	6	math|path|praśleṣa|vyakti|śuddha|ṛbhukṣan
P.7.1.86	2	sarvanāmasthāna|ṛbhukṣan
P.7.1.88	2	path|ṛbhukṣan
P.7.1.89	1	pumaṃs
P.7.1.90	5	div|go|smṛto|u|upalakṣaṇa
P.7.1.92	1	sakhi
P.7.1.94	6	anehas|mādhyaṃdini|purudaṃśas|saṃbodhana|uśanas|vyāghrapad
P.7.1.95	2	kroṣṭar|kroṣṭu
P.7.1.96	1	kroṣṭar
P.7.1.97	2	kroṣṭar|kroṣṭu
P.7.1.98	4	anaḍuhī|anaḍvāh|anaḍvāhī|catvar
P.7.1.99	3	anaḍvāh|catvar|saṃbuddhi
P.7.1.100	3	catvar|kar|lākṣaṇika
P.7.1.102	8	dantya|mar|oṣṭhya|par|pūrta|smar|var|īr
P.7.1.103	3	jaguri|papri|papuri
P.7.2.1	5	ci|kar|lū|plu|vṛddhi
P.7.2.2	9	aṭ|hmal|jval|kṣar|mīl|sur|tsar|vabhr|śvall
P.7.2.3	4	bhid|pac|vad|vraj
P.7.2.4	3	div|kuṣ|muṣ
P.7.2.5	12	gar|grabh|has|il|kakh|kṣan|rag|syam|vam|śvas|śvā|ūnay
P.7.2.6	1	ūrṇu
P.7.2.7	3	gad|kaṇ|takṣ
P.7.2.8	6	bhas|dīp|dīpra|kṛt|pad|īś
P.7.2.9	19	akṣara|dhūrta|dīpti|koṣṭha|kukṣi|kāṣṭha|lota|nigṛhīti|nikuciti|nipaṭhiti|pattra|pota|prathiti|saktu|tanti|tantra|upasnihiti|vatsa|śalka
P.7.2.10	138	ad|adhika|bandh|bhaj|bhañj|bhid|bhrajj|bhuj|bhāṣ|budh|chid|chup|ci|cāndra|dah|dar|darp|darś|daṃś|dhī|dih|diś|drā|duh|duṣ|dviṣ|gar|ghas|had|han|i|karṣ|khid|krudh|kruś|kṣip|kṣu|kṣud|kṣudh|kṣṇu|labh|lih|lip|lup|lū|majj|man|marj|marś|mih|+88
P.7.2.11	8	gar|jāgarita|kṛt|lū|var|yu|śri|ūrṇu
P.7.2.12	4	bhū|grabh|guh|ru
P.7.2.13	9	bhar|dru|kar|kṣubh|sar|sru|stu|var|śru
P.7.2.14	6	dīp|laj|niṣṭha|vij|śūna|ḍī
P.7.2.15	5	guh|pat|upādhi|vṛddha|śasta
P.7.2.16	6	kṣvid|mid|svid|vam|śvas|śvit
P.7.2.17	5	mid|saunāga|ādikarman|śak|śakta
P.7.2.18	15	bāḍha|dhvan|kṣubdha|lag|mantha|mlich|mādhava|phāṇita|phāṇṭa|ribh|svan|svānta|varṇay|vāh|śāstra
