palsule_root,palsule_ref,row_kind,palsule_only,n_other_sources,whitney_root,mayrhofer_ewa_root,werba_via1_root,boehtlingk_pwg_root
kinth,18-№378,root_entry,True,0,,,,
1kil,18-№379,root_entry,False,1,,,,kil
2kil,18-№380,root_entry,True,0,,,,
kiṣk,18-№381,root_entry,False,1,,,,kiṣk
kīj,18-№382,root_entry,True,0,,,,
1kīṭ,18-№383,root_entry,False,2,,keṭ,,kīṭ
2kīṭ,18-№384,root_entry,True,0,,,,
kīrt,18-№385,root_entry,True,0,,,,
kīl,18-№386,root_entry,False,1,,,,kīl
bandhane,,continuation_or_gloss,True,0,,,,
kīv,18-№387,root_entry,True,0,,,,
ku,18-№388,root_entry,False,4,ku,ku,*ku,ku
kuṃç,18-№389,root_entry,False,1,,,,kuṃç
kuṃs,18-№390,root_entry,True,0,,,,
kuk,18-№391,root_entry,False,1,,,,kuk
ādāne,,continuation_or_gloss,False,1,,,,
kukk,18-№392,root_entry,True,0,,,,
1kukṣ,18-№393,root_entry,True,0,,,,
2kukṣ,18-№394,root_entry,True,0,,,,
kuṅk,18-№395,root_entry,True,0,,,,
1kuc,18-№396,root_entry,False,4,kuc,kuc,1kuc,kuc
śabde tāre,,continuation_or_gloss,False,4,,,,
2kuc,18-№397,root_entry,True,0,,,,
3kuc,18-№398,root_entry,True,0,,,,
saṅkocane,,continuation_or_gloss,True,0,,,,
4kuc,19-№399,root_entry,True,0,,,,
kuj,19-№400,root_entry,False,1,,,,kuj
steyakaraṇe,,continuation_or_gloss,False,1,,,,
kuñc,19-№401,root_entry,False,1,,,,kuñc
kauṭilyālpībhāvayoḥ,,continuation_or_gloss,False,1,,,,
1kuñj,19-№402,root_entry,False,3,kuñj,kuñj,,kuñj
2kuñj,19-№403,root_entry,True,0,,,,
1kuṭ,19-№404,root_entry,False,2,,kuṭ,,kuṭ
chedane ityeke,,continuation_or_gloss,False,2,,,,
2kuṭ,19-№405,root_entry,False,1,,,,2kuṭ
kauṭilye,,continuation_or_gloss,False,1,,,,
3kuṭ,19-№406,root_entry,False,1,,,,3kuṭ
4kuṭ,19-№407,root_entry,True,0,,,,
kuṭumb,19-№408,root_entry,True,0,,,,
1kuṭṭ,19-№409,root_entry,False,1,kuṭṭ,,,
chedanabhartsanayoḥ,,continuation_or_gloss,False,1,,,,
2kuṭṭ,19-№410,root_entry,True,0,,,,
pratāpane,,continuation_or_gloss,True,0,,,,
3kuṭṭ,19-№411,root_entry,True,0,,,,
kuṭh,19-№412,root_entry,True,0,,,,
1kuḍ,19-№413,root_entry,False,1,,,,kuḍ
2kuḍ,19-№414,root_entry,True,0,,,,
1kuṇ,19-№415,root_entry,False,1,,,,kuṇ
2kuṇ,19-№416,root_entry,True,0,,,,
3kuṇ,19-№417,root_entry,True,0,,,,
kuṇa,20-№418,root_entry,False,1,,,,kuṇa
āmantraṇe,,continuation_or_gloss,True,0,,,,
kuṇṭ,20-№419,root_entry,False,1,,,,kuṇṭ
vaikalye ityeke,,continuation_or_gloss,True,0,,,,
1kuṇṭh,20-№420,root_entry,False,2,kuṇṭh,,,kuṇṭh
2kuṇṭh,20-№421,root_entry,False,1,,,,2kuṇṭh
3kuṇṭh,20-№422,root_entry,True,0,,,,
1kuṇḍ,20-№423,root_entry,False,2,,kuṇḍ,,kuṇḍ
dāhe,,continuation_or_gloss,False,2,,,,
2kuṇḍ,20-№424,root_entry,True,0,,,,
vaikalye,,continuation_or_gloss,True,0,,,,
3kuṇḍ,20-№425,root_entry,True,0,,,,
anṛtabhāṣaṇe ityapare,,continuation_or_gloss,True,0,,,,
4kuṇḍ,20-№426,root_entry,True,0,,,,
rakṣaṇe,,continuation_or_gloss,True,0,,,,
kut,20-№427,root_entry,False,1,,,,kut
kuts,20-№428,root_entry,False,1,,,,kuts
avakṣepane,,continuation_or_gloss,False,1,,,,
1kuth,20-№429,root_entry,False,3,kuth,kuth,,kuth
2kuth,20-№430,root_entry,True,0,,,,
kud,20-№431,root_entry,False,1,,,,kud
anṛtabhāṣaṇe ityeke,,continuation_or_gloss,True,0,,,,
1kunth,20-№432,root_entry,False,1,,,,kunth
hiṃsāsaṅkleśanayoḥ,,continuation_or_gloss,False,1,,,,
2kunth,20-№433,root_entry,True,0,,,,
saṃśleṣaṇe,,continuation_or_gloss,True,0,,,,
kund,20-№434,root_entry,True,0,,,,
kundr,20-№435,root_entry,False,1,,,,kundr
anṛtabhāṣaṇe,,continuation_or_gloss,True,0,,,,
1kup,20-№436,root_entry,False,4,kup,kup,1kup,kup
bhāṣārthaḥ,,continuation_or_gloss,False,4,,,,
2kup,20-№437,root_entry,False,1,,,,2kup
krodhe,,continuation_or_gloss,False,1,,,,
kubh,20-№438,root_entry,True,0,,,,
kumāra,20-№439,root_entry,False,1,,,,kumāra
krīḍāyām,,continuation_or_gloss,False,1,,,,
kumāla,20-№440,root_entry,True,0,,,,
kump,20-№441,root_entry,False,1,,,,kump
kumb,20-№442,root_entry,False,1,,,,kumb
1kumbh,21-№443,root_entry,False,1,,,,kumbh
2kumbh,21-№444,root_entry,True,0,,,,
kur,21-№445,root_entry,False,1,,,,kur
śabde,,continuation_or_gloss,True,0,,,,
kurk,21-№446,root_entry,True,0,,,,
kurd,21-№447,root_entry,False,1,,,,kurd
krīḍāyāmeva,,continuation_or_gloss,False,1,,,,
kul,21-№448,root_entry,False,1,,,,kul
saṃstyāne bandhuṣu ca,,continuation_or_gloss,True,0,,,,
kuç,21-№449,root_entry,False,1,,,,kuç
kuçūla,21-№450,root_entry,False,1,,,,kuçūla
kuṣ,21-№451,root_entry,False,4,kuṣ,kuṣ,kuṣ,kuṣ
niṣkarṣe,,continuation_or_gloss,False,4,,,,
kus,21-№452,root_entry,False,1,,,,kus
saṃśleṣaṇe (śleṣaṇe),,continuation_or_gloss,False,1,,,,
kusm,21-№453,root_entry,True,0,,,,
nāmno vā; kutsismayane,,continuation_or_gloss,True,0,,,,
kuh,21-№454,root_entry,False,1,,,,kuh
kuha,21-№455,root_entry,False,1,,,,kuha
vismāpane,,continuation_or_gloss,True,0,,,,
kū,21-№456,root_entry,False,4,kū,kū,kū,kū
śabde ityeke,,continuation_or_gloss,False,4,,,,
kūj,21-№457,root_entry,False,3,kūj,kūj,,kūj
avyakte śabde,,continuation_or_gloss,False,3,,,,
1kūṭ,21-№458,root_entry,False,1,,,,kūṭ
2kūṭ,21-№459,root_entry,True,0,,,,
kūṭa,21-№460,root_entry,False,1,,,,kūṭa
paritāpe; paridāha ityanye,,continuation_or_gloss,False,1,,,,
1kūḍ,21-№461,root_entry,False,4,kūḍ,kūḍ,1kūḍ,kūḍ
2kūḍ,21-№462,root_entry,True,0,,,,
kūṇ,21-№463,root_entry,False,3,kūṇ,kūṇ,,kūṇ
saṅkocane,,continuation_or_gloss,False,3,,,,
kūṇa,21-№464,root_entry,True,0,,,,
kūp,21-№465,root_entry,False,2,,kop,,kūp
kūpa,21-№466,root_entry,False,1,,,,kūpa
kūmb,22-№467,root_entry,True,0,,,,
kūrd,22-№468,root_entry,False,3,kūrd,kūrd,,kūrd
1kūl,22-№469,root_entry,False,3,,kūl,1kūl,kūl
2kūl,22-№470,root_entry,False,1,,,,2kūl
1kṛ,22-№471,root_entry,False,3,1kṛ,kṛ/1kar,kṛ,
karaṇe),,continuation_or_gloss,False,3,,,,
2kṛ,22-№472,root_entry,False,3,2kṛ,2kar,2kṛ,
hiṃsāyām,,continuation_or_gloss,False,3,,,,
3kṛ,22-№473,root_entry,False,3,3kṛ,3kar,3kṛ,
karaṇe,,continuation_or_gloss,False,2,,,,
4kṛ,22-№474,root_entry,True,0,,,,
kṛd,22-№475,root_entry,True,0,,,,
kṛn,22-№476,root_entry,True,0,,,,
kṛnv,22-№477,root_entry,True,0,,,,
1kṛt,22-№478,root_entry,False,4,1kṛt,kṛt,kṛt,kṛt
chedane,,continuation_or_gloss,False,4,,,,
2kṛt,22-№479,root_entry,False,3,2kṛt,2kart,2kṛt,
veṣṭane,,continuation_or_gloss,False,3,,,,
1kṛp,22-№480,root_entry,False,4,kṛp,kṛp,kṛp,kṛp
2kṛp,22-№481,root_entry,False,1,,,2kṛp,
sāmarthye,,continuation_or_gloss,False,1,,,,
3kṛp,22-№482,root_entry,True,0,,,,
kṛpa,22-№483,root_entry,False,1,,,,kṛpa
daurbalye,,continuation_or_gloss,False,1,,,,
kṛv,22-№484,root_entry,False,1,,,,kṛv
kṛç,22-№485,root_entry,False,3,kṛç,kṛç/karç,kṛç,
kṛṣ,23-№486,root_entry,False,3,kṛṣ,kṛṣ/karṣ,kṛṣ,
1kṝ,23-№487,root_entry,False,2,,kṝ,1kṝ,
vikṣepe (nikṣepe),,continuation_or_gloss,False,2,,,,
2kṝ,23-№488,root_entry,False,1,,,2kṝ,
hiṃsāyām,,continuation_or_gloss,False,1,,,,
3kṝ,23-№489,root_entry,False,1,,,3kṝ,
hiṃsāyām,,continuation_or_gloss,True,0,,,,
4kṝ,23-№490,root_entry,True,0,,,,
kṝt,23-№491,root_entry,True,0,,,,
saṃśabdane,,continuation_or_gloss,True,0,,,,
1kḷp,23-№492,root_entry,False,2,kḷp,kḷp/kalp,,
2kḷp,23-№493,root_entry,True,0,,,,
keṇ,23-№494,root_entry,True,0,,,,
keta,23-№495,root_entry,False,1,,,,keta
śrāvaṇe nimantraṇe ca,,continuation_or_gloss,False,1,,,,
kep,23-№496,root_entry,False,1,,,,kep
kampane ca,,continuation_or_gloss,False,1,,,,
keb,23-№497,root_entry,True,0,,,,
kel,23-№498,root_entry,False,1,,,,kel
calane,,continuation_or_gloss,False,1,,,,
kev,23-№499,root_entry,False,1,,,,kev
sevane ityapyeke,,continuation_or_gloss,False,1,,,,
kai,23-№500,root_entry,True,0,,,,
śabde,,continuation_or_gloss,True,0,,,,
kail,23-№501,root_entry,True,0,,,,
1kol,23-№502,root_entry,True,0,,,,
2kol,23-№503,root_entry,True,0,,,,
kaul,23-№504,root_entry,True,0,,,,
knaṃs,23-№505,root_entry,False,1,,,,knaṃs
knath,23-№506,root_entry,False,1,,,,knath
hiṃsārthaḥ,,continuation_or_gloss,False,1,,,,
knas,24-№507,root_entry,False,1,,,,knas
hvaraṇadīptyoḥ (mit - 1;939),,continuation_or_gloss,True,0,,,,
knu,24-№508,root_entry,False,1,,knavi,,
knus,24-№509,root_entry,True,0,,,,
1knū,24-№510,root_entry,False,3,knū,,1knū,knū
2knū,24-№511,root_entry,True,0,,,,
knūy,24-№512,root_entry,False,1,,,,knūy
śabda unde ca,,continuation_or_gloss,False,1,,,,
kmar,24-№513,root_entry,False,2,,kmar,,kmar
hūrchane,,continuation_or_gloss,False,1,,,,
kyu,24-№514,root_entry,True,0,,,,
kraṃç,24-№515,root_entry,False,1,,,,kraṃç
krakṣ,24-№516,root_entry,False,4,krakṣ,krakṣ,krakṣ,krakṣ
kraḍ,24-№517,root_entry,True,0,,,,
1krath,24-№518,root_entry,False,3,krath,krath,,krath
2krath,24-№519,root_entry,True,0,,,,
krad,24-№520,root_entry,False,1,,,,krad
1krand,24-№521,root_entry,False,4,krand,krand,1krand,krand
āhvāne rodane ca,,continuation_or_gloss,False,4,,,,
2krand,24-№522,root_entry,True,0,,,,
vaiklavye; vaikalya ityeke,,continuation_or_gloss,True,0,,,,
3krand,24-№523,root_entry,True,0,,,,
krap,24-№524,root_entry,False,3,,krapi,*krap,krap
kṛpāyāṃ gatau ca ityeke,,continuation_or_gloss,False,3,,,,
kram,25-№525,root_entry,False,4,kram,krami,kram,kram
pādavikṣepe,,continuation_or_gloss,False,4,,,,
krim,25-№526,root_entry,True,0,,,,
krī,25-№527,root_entry,False,4,krī,krī/krayi,krī,krī
dravyavinimaye,,continuation_or_gloss,False,4,,,,
krīḍ,25-№528,root_entry,False,4,krīḍ,krīḍ,krīḍ,krīḍ
vihāre,,continuation_or_gloss,False,4,,,,
1kru,25-№529,root_entry,False,2,kru,,,kru
2kru,25-№530,root_entry,True,0,,,,
kruṃç,25-№531,root_entry,True,0,,,,
kruñc,25-№532,root_entry,False,2,,,kruc,kruñc
kauṭilyālpībhāvayoḥ,,continuation_or_gloss,False,2,,,,
1kruḍ,25-№533,root_entry,False,2,,kruḍ,,kruḍ
2kruḍ,25-№534,root_entry,True,0,,,,
3kruḍ,25-№535,root_entry,True,0,,,,
krudh,25-№536,root_entry,False,4,krudh,krudh/krodh,krudh,krudh
krodhe (kope),,continuation_or_gloss,False,4,,,,
krunth,25-№537,root_entry,False,1,,,,krunth
kruç,25-№538,root_entry,False,4,kruç,kruç/kroç,kruç,kruç
1krūḍ,25-№539,root_entry,False,4,krūḍ,krūḍ/kroḍ,*krū,krūḍ
2krūḍ,25-№540,root_entry,True,0,,,,
klath,25-№541,root_entry,False,2,klath,,,klath
hiṃsārthāḥ,,continuation_or_gloss,False,2,,,,
klad,25-№542,root_entry,False,1,,,,klad
1kland,25-№543,root_entry,False,3,kland,kland,,kland
āhvāne rodane ca,,continuation_or_gloss,False,3,,,,
2kland,25-№544,root_entry,True,0,,,,
klap,25-№545,root_entry,False,1,,,,klap
vyaktāyāṃ vāci ityeke,,continuation_or_gloss,True,0,,,,
klam,25-№546,root_entry,False,3,klam,klami,,klam
glānau,,continuation_or_gloss,False,3,,,,
klav,25-№547,root_entry,False,2,klav,,,klav
klid,26-№548,root_entry,False,4,klid,klid/kled,klid,klid
ādrībhāve,,continuation_or_gloss,False,4,,,,
1klind,26-№549,root_entry,False,1,,,,klind
paridevane,,continuation_or_gloss,True,0,,,,
2klind,26-№550,root_entry,True,0,,,,
paridevane,,continuation_or_gloss,True,0,,,,
klil,26-№551,root_entry,True,0,,,,
1kliç,26-№552,root_entry,False,4,kliç,kliç,1kliç,kliç
2kliç,26-№553,root_entry,True,0,,,,
klīb,26-№554,root_entry,False,1,,,,klīb
adhārṣṭhye,,continuation_or_gloss,False,1,,,,
klīv,26-№555,root_entry,True,0,,,,
klu,26-№556,root_entry,False,1,,,,klu
gatau ityeke,,continuation_or_gloss,True,0,,,,
kluñc,26-№557,root_entry,True,0,,,,
klev,26-№558,root_entry,True,0,,,,
kleç,26-№559,root_entry,False,2,,kleç,,kleç
kvaṇ,26-№560,root_entry,False,4,kvaṇ,kvaṇ,kvaṇ,kvaṇ
śabdārthaḥ,,continuation_or_gloss,False,4,,,,
kvath,26-№561,root_entry,False,3,kvath,,kvath,kvath
niṣpāke,,continuation_or_gloss,False,3,,,,
kvel,26-№562,root_entry,False,1,,,,kvel
kçā,26-№563,root_entry,False,3,,kçā,kçā,kçā
1kṣaj,26-№564,root_entry,False,1,,,,kṣaj
2kṣaj,26-№565,root_entry,True,0,,,,
1kṣañj,26-№566,root_entry,True,0,,,,
gatidānayoḥ,,continuation_or_gloss,True,0,,,,
2kṣañj,26-№567,root_entry,True,0,,,,
kṛcchrajīvane,,continuation_or_gloss,True,0,,,,
1kṣaṇ,26-№568,root_entry,False,2,,,kṣaṇ,kṣaṇ
2kṣaṇ,26-№569,root_entry,False,1,,,2kṣaṇ,
1kṣad,26-№570,root_entry,False,4,kṣad,kṣad,1kṣad,kṣad
2kṣad,26-№571,root_entry,False,1,,,,2kṣad
kṣan,27-№572,root_entry,False,4,kṣan,2kṣan,kṣan,kṣan
1kṣap,27-№573,root_entry,False,3,kṣap,kṣap,,kṣap
2kṣap,27-№574,root_entry,False,1,,,,2kṣap
kṣapa,27-№575,root_entry,False,1,,,,kṣapa
preraṇe,,continuation_or_gloss,True,0,,,,
kṣam,27-№576,root_entry,False,4,kṣam,kṣam/kṣami,kṣam,kṣam
kṣamp,27-№577,root_entry,False,1,,,,kṣamp
kṣāntyām,,continuation_or_gloss,True,0,,,,
kṣar,27-№578,root_entry,False,4,kṣar,kṣar,kṣar,kṣar
sañcalane,,continuation_or_gloss,False,4,,,,
1kṣal,27-№579,root_entry,False,3,kṣal,kṣal,,kṣal
2kṣal,27-№580,root_entry,False,1,,,,2kṣal
kṣā,27-№581,root_entry,False,3,kṣā,,kṣā,kṣā
1kṣi,27-№582,root_entry,False,4,1kṣi,kṣi,kṣi,kṣi
kṣaye,,continuation_or_gloss,False,4,,,,
2kṣi,27-№583,root_entry,False,3,2kṣi,,2kṣi,2kṣi
3kṣi,27-№584,root_entry,False,1,,,,3kṣi
nivāsagatyoḥ,,continuation_or_gloss,False,1,,,,
4kṣi,27-№585,root_entry,False,1,,,,4kṣi
kṣiṇ,27-№586,root_entry,False,1,,,,kṣiṇ
hiṃsāyām ca,,continuation_or_gloss,True,0,,,,
kṣin,27-№587,root_entry,True,0,,,,
1kṣip,27-№588,root_entry,False,4,kṣip,kṣip/kṣep,kṣip,kṣip
prerane,,continuation_or_gloss,False,4,,,,
2kṣip,27-№589,root_entry,False,1,,,,2kṣip
preraṇe,,continuation_or_gloss,True,0,,,,
kṣipa,27-№590,root_entry,False,1,,,,kṣipa
kṣib,28-№591,root_entry,True,0,,,,
kṣiv,28-№592,root_entry,False,1,,,,kṣiv
nirasane,,continuation_or_gloss,False,1,,,,
1kṣī,28-№593,root_entry,False,2,,1kṣay,,kṣī
2kṣī,28-№594,root_entry,False,2,,2kṣay,2kṣā,
kṣīj,28-№595,root_entry,False,2,,3kṣay,,kṣīj
avyakte śabde,,continuation_or_gloss,False,2,,,,
kṣīb,28-№596,root_entry,False,1,,,,kṣīb
made,,continuation_or_gloss,True,0,,,,
1kṣīv,28-№597,root_entry,False,1,,,,kṣīv
2kṣīv,28-№598,root_entry,True,0,,,,
1kṣu,28-№599,root_entry,False,4,kṣu,kṣu/kṣav,kṣu,kṣu
2kṣu,28-№600,root_entry,False,1,,,,2kṣu
kṣud,28-№601,root_entry,False,4,kṣud,kṣud/kṣod,kṣud,kṣud
sampreṣaṇe,,continuation_or_gloss,False,4,,,,
kṣudh,28-№602,root_entry,False,4,kṣudh,kṣudh/kṣodh,kṣudh,kṣudh
bubhukṣāyām,,continuation_or_gloss,False,3,,,,
1kṣup,28-№603,root_entry,False,2,kṣup,,,kṣup
2kṣup,28-№604,root_entry,True,0,,,,
3kṣup,28-№605,root_entry,True,0,,,,
kṣubh,28-№606,root_entry,False,4,kṣubh,kṣubh/kṣobh,kṣubh,kṣubh
kṣump,28-№607,root_entry,False,1,,,,kṣump
1kṣur,28-№608,root_entry,False,1,,,,kṣur
sañcaye,,continuation_or_gloss,False,1,,,,
2kṣur,28-№609,root_entry,True,0,,,,
vilekhane,,continuation_or_gloss,True,0,,,,
kṣev,28-№610,root_entry,False,1,,,,kṣev
nirasane,,continuation_or_gloss,True,0,,,,
kṣai,29-№611,root_entry,False,2,,kṣai,kṣai,
kṣaye,,continuation_or_gloss,False,2,,,,
kṣoṭa,29-№612,root_entry,False,1,,kṣoṭ,,
kṣepe,,continuation_or_gloss,False,1,,,,
kṣnu,29-№613,root_entry,False,2,kṣṇu,,kṣṇu,
kṣmā,29-№614,root_entry,False,2,kṣmā,,,kṣmā
kṣmāy,29-№615,root_entry,False,1,,,,kṣmāy
vidhūnane,,continuation_or_gloss,False,1,,,,
kṣmīl,29-№616,root_entry,False,1,,,,kṣmīl
nimeṣaṇe,,continuation_or_gloss,False,1,,,,
kṣmai,29-№617,root_entry,True,0,,,,
1kṣviḍ,29-№618,root_entry,False,2,kṣviḍ,,,kṣviḍ
2kṣviḍ,29-№619,root_entry,False,1,,,,2kṣviḍ
1kṣvid,29-№620,root_entry,False,4,kṣvid,kṣved,kṣvid,kṣvid
avyakte śabde,,continuation_or_gloss,False,3,,,,
2kṣvid,29-№621,root_entry,True,0,,,,
kṣvel,29-№622,root_entry,False,3,kṣvel,kṣvel,,kṣvel
calane,,continuation_or_gloss,False,3,,,,
khakkh,29-№623,root_entry,False,2,,khakkh,,khakkh
khaṅg,29-№624,root_entry,True,0,,,,
1khac,29-№625,root_entry,False,3,khac,khac,,khac
2khac,29-№626,root_entry,True,0,,,,
khaca,29-№627,root_entry,True,0,,,,
khaj,29-№628,root_entry,False,2,,khaj,,khaj
manthe,,continuation_or_gloss,False,2,,,,
khañj,29-№629,root_entry,False,4,khañj,khañj,khañj,khañj
gativaikalye,,continuation_or_gloss,False,4,,,,
khaṭ,29-№630,root_entry,False,2,,khaṭ,,khaṭ
kāṅkṣāyām,,continuation_or_gloss,False,1,,,,
khaṭṭ,29-№631,root_entry,False,2,,khaṭṭ,,khaṭṭ
saṃvaraṇe,,continuation_or_gloss,False,2,,,,
khaḍ,29-№632,root_entry,False,2,,khaḍ,,khaḍ
khaṇḍane (bhedane),,continuation_or_gloss,False,2,,,,
1khaṇḍ,29-№633,root_entry,False,2,,khaṇḍ,,khaṇḍ
manthe,,continuation_or_gloss,False,2,,,,
2khaṇḍ,30-№634,root_entry,True,0,,,,
khaṇḍane (bhedane),,continuation_or_gloss,True,0,,,,
3khaṇḍ,30-№635,root_entry,True,0,,,,
khad,30-№636,root_entry,False,4,khad,khad/khadi,*khad,khad
sthairye hiṃsāyāṃ ca,,continuation_or_gloss,False,4,,,,
khan,30-№637,root_entry,False,4,khan,khan/khani,khan,khan
avadāraṇe,,continuation_or_gloss,False,4,,,,
khamb,30-№638,root_entry,False,1,,,,khamb
kharkh,30-№639,root_entry,True,0,,,,
kharj,30-№640,root_entry,False,3,kharj,kharj,,kharj
vyathane pūjane ca,,continuation_or_gloss,False,3,,,,
khard,30-№641,root_entry,False,2,,khard,,khard
dandaśūke,,continuation_or_gloss,False,2,,,,
kharb,30-№642,root_entry,False,1,,,,kharb
gatau,,continuation_or_gloss,False,1,,,,
kharv,30-№643,root_entry,False,1,,,,kharv
darpe,,continuation_or_gloss,True,0,,,,
1khal,30-№644,root_entry,False,1,,,,khal
2khal,30-№645,root_entry,True,0,,,,
khall,30-№646,root_entry,False,3,khall,khall,,khall
khav,30-№647,root_entry,False,1,,,,khav
bhūtaprādurbhāve ityeke,,continuation_or_gloss,True,0,,,,
khaṣ,30-№648,root_entry,False,1,,,,khaṣ
hiṃsārthaḥ,,continuation_or_gloss,True,0,,,,
khā,30-№649,root_entry,False,3,khā,khā,,khā
khād,30-№650,root_entry,False,4,khād,khād,khād,khād
bhakṣaṇe,,continuation_or_gloss,False,4,,,,
khiṅk,30-№651,root_entry,True,0,,,,
khiṭ,30-№652,root_entry,False,2,,kheṭ,,khiṭ
trāse,,continuation_or_gloss,False,2,,,,
khiṭa,30-№653,root_entry,True,0,,,,
1khid,30-№654,root_entry,False,4,khid,khid/khed,khid,khid
dainye,,continuation_or_gloss,False,4,,,,
2khid,30-№655,root_entry,True,0,,,,
parighāte (parighātane),,continuation_or_gloss,True,0,,,,
1khu,30-№656,root_entry,False,1,,,,khu
2khu,30-№657,root_entry,False,1,,khos,,
khuc,31-№658,root_entry,True,0,,,,
khuj,31-№659,root_entry,False,1,,,,khuj
steyakaraṇe,,continuation_or_gloss,False,1,,,,
khuḍ,31-№660,root_entry,False,1,,,,khuḍ
saṃvaraṇe ityeke,,continuation_or_gloss,False,1,,,,
1khuṇ,31-№661,root_entry,True,0,,,,
2khuṇ,31-№662,root_entry,True,0,,,,
1khuṇḍ,31-№663,root_entry,False,1,,,,khuṇḍ
2khuṇḍ,31-№664,root_entry,True,0,,,,
khud,31-№665,root_entry,False,4,khud,khud/khod,khud,khud
khun,31-№666,root_entry,True,0,,,,
1khur,31-№667,root_entry,False,1,,,,khur
2khur,31-№668,root_entry,True,0,,,,
khurd,31-№669,root_entry,False,2,,khurd,,khurd
krīḍāyāmeva,,continuation_or_gloss,False,1,,,,
khūrd,31-№670,root_entry,False,2,,khūrd,,khūrd
khṛ,31-№671,root_entry,True,0,,,,
khṛṇ,31-№672,root_entry,True,0,,,,
kheṭa,31-№673,root_entry,False,1,,,,kheṭa
bhakṣaṇe,,continuation_or_gloss,False,1,,,,
kheḍa,31-№674,root_entry,False,1,,,,kheḍa
bhakṣaṇe ityeke,,continuation_or_gloss,True,0,,,,
kheṇ,31-№675,root_entry,True,0,,,,
khep,31-№676,root_entry,True,0,,,,
khel,31-№677,root_entry,False,3,khel,khel,,khel
calane,,continuation_or_gloss,False,3,,,,
khev,31-№678,root_entry,False,1,,,,khev
sevane ityapyeke,,continuation_or_gloss,False,1,,,,
khai,31-№679,root_entry,True,0,,,,
khadane,,continuation_or_gloss,True,0,,,,
khail,31-№680,root_entry,True,0,,,,
khoṭ,31-№681,root_entry,False,1,,,,khoṭ
1khoṭa,31-№682,root_entry,True,0,,,,
2khoṭa,31-№683,root_entry,True,0,,,,
khoṭṭa,32-№684,root_entry,True,0,,,,
khoḍ,32-№685,root_entry,False,1,,,,khoḍ
khoḍa,32-№686,root_entry,False,1,,,,khoḍa
khoda,32-№687,root_entry,True,0,,,,
khor,32-№688,root_entry,False,2,,khor,,khor
gatipratighāte,,continuation_or_gloss,False,2,,,,
khol,32-№689,root_entry,False,1,,,,khol
gatipratighāte,,continuation_or_gloss,False,1,,,,
khaul,32-№690,root_entry,True,0,,,,
khyā,32-№691,root_entry,False,3,khyā,khyā,,khyā
prakathane,,continuation_or_gloss,False,3,,,,
khvel,32-№692,root_entry,True,0,,,,
gaṃh,32-№693,root_entry,True,0,,,,
gaggh,32-№694,root_entry,False,1,,,,gaggh
gacch,32-№695,root_entry,False,1,gach,,,
gaj,32-№696,root_entry,False,2,,gaj,,gaj
gañj,32-№697,root_entry,False,1,,,,gañj
śabdārthaḥ,,continuation_or_gloss,True,0,,,,
gaḍ,32-№698,root_entry,False,2,,gaḍ,,gaḍ
secane,,continuation_or_gloss,False,2,,,,
gaḍḍ,32-№699,root_entry,True,0,,,,
gaṇ,32-№700,root_entry,True,0,,,,
gaṇa,32-№701,root_entry,False,1,,,,gaṇa
saṅkhyāne,,continuation_or_gloss,False,1,,,,
gaṇḍ,32-№702,root_entry,False,1,,,,gaṇḍ
1gath,32-№703,root_entry,True,0,,,,
2gad,32-№704,root_entry,False,4,gad,gad,gad,2gad
gada,32-№705,root_entry,False,1,,,,gada
devaśabde,,continuation_or_gloss,True,0,,,,
gadh,32-№706,root_entry,False,3,gadh,gadh,,gadh
gandh,33-№707,root_entry,False,3,,gandh,*gandh,gandh
ardane,,continuation_or_gloss,False,2,,,,
gabh,33-№708,root_entry,False,1,gabh,,,
gam,33-№709,root_entry,False,4,gam,gam,gam,gam
gatau,,continuation_or_gloss,False,4,,,,
gamb,33-№710,root_entry,False,1,,,,gamb
gambh,33-№711,root_entry,True,0,,,,
garj,33-№712,root_entry,False,4,garj,garj,garj,garj
1gard,33-№713,root_entry,False,4,gard,gard,1gard,gard
śabde,,continuation_or_gloss,False,3,,,,
2gard,33-№714,root_entry,True,0,,,,
śabde,,continuation_or_gloss,True,0,,,,
gardh,33-№715,root_entry,False,2,,gardh,,gardh
