member_slp1	ganas	gana_sutras	crosswalk_sutra_match	corroborated	attested_in_pwg
antekasI	dvidaRqyAdiH	5.4.128			
antikAt	svarAdiH	1.1.37			
antodAttAH	svarAdiH	1.1.37			
anu	cAdiH|prAdiH|pratyAdiH|saNkASAdiH	1.4.57|1.4.58|2.3.43|4.2.80	P.2.3.43	1	1
anuSaRqa	kacCAdiH	4.2.133			
anuSatika	anuSatikAdiH	7.3.20	P.7.3.20	1	1
anudfzwi	SuBrAdiH|kalyARyAdiH	4.1.123|4.1.126			1
anudfzwin	SuBrAdiH	4.1.123			
anugaRita	izwAdiH	5.2.88			1
anugaqga	parimuKAdiH	4.3.59			
anugata	akzadyUtAdiH	4.4.19			1
anuguRa	vasantAdiH	4.2.63			1
anuharat	anuSatikAdiH|bAhvAdiH	4.1.96|7.3.20			
anuhoqa	anuSatikAdiH	7.3.20			1
anujYAta	kAzWAdiH	8.1.67			
anukalpa	ukTAdiH	4.2.60			1
anukta	kAzWAdiH	8.1.67			1
anulepikA	mahizyAdiH	4.4.48			1
anuloma	upakAdiH	2.4.69			1
anumAza	parimuKAdiH	4.3.59			1
anupaTa	parimuKAdiH	4.3.59			1
anupaWita	izwAdiH	5.2.88			
anupada	ukTAdiH|upakAdiH	2.4.69|4.2.60			1
anupravacanAdiH	upavastrAdiH	5.1.105			
anupravacana	upavastrAdiH	5.1.105			1
anupraveSana	upavastrAdiH	5.1.105			1
anusIra	parimuKAdiH	4.3.59			
anusIta	parimuKAdiH	4.3.59			1
anusaMcaraRa	anuSatikAdiH	7.3.20			1
anusaMvaraRa	anuSatikAdiH	7.3.20			1
anusaMvatsara	anuSatikAdiH	7.3.20			1
anusavanamanusavanam	savanAdiH	8.3.110			
anusfzwi	kalyARyAdiH	4.1.126			1
anutila	parimuKAdiH	4.3.59			1
anuvAcana	upavastrAdiH	5.1.105			1
anuvAraka	mahizyAdiH	4.4.48			
anuvAsana	upavastrAdiH	5.1.105			1
anuvaMSa	parimuKAdiH	4.3.59			1
anuvacana	upavastrAdiH	5.1.105			1
anuyUpa	parimuKAdiH	4.3.59			1
anuyava	parimuKAdiH	4.3.59			1
anuyukta	izwAdiH	5.2.88			1
anuzaNga	kzipakAdiH	7.3.45			1
anuzak	svarAdiH	1.1.37			1
anuzaw	svarAdiH	1.1.37			1
anuzwup	utsAdiH	4.1.86			
anvArohaRa	upavastrAdiH	5.1.105			1
anvak	svarAdiH	1.1.37			1
anya	sarvAdiH	1.1.27			1
anyaBAva	brAhmaRAdiH	5.1.124			1
anyat	svarAdiH	1.1.37			
anyatara	SuBrAdiH|sarvAdiH	1.1.27|4.1.123			1
apIlvAdInAmiti vaktavyam	pIlvAdiH	6.3.121			
apUpa	apUpAdiH|guqAdiH	4.4.103|5.1.4			1
apa	prAdiH	1.4.58	P.1.4.58	1	1
apaSlizwa	AcitAdiH	6.2.146			1
apadI	kumBapadyAdiH	5.4.139			1
apajagDa	upakAdiH	2.4.69			1
aparADI	grahyAdiH	3.1.134			
aparADaya	brAhmaRAdiH	5.1.124			1
aparAhRa	arDarcAdiH	2.4.31			1
aparApahARA	ajAdiH	4.1.4			1
apara	kaRqvAdiH|sarvAdiH	1.1.27|3.1.27			1
aparadakziRam	tizWadgupraBftiH	2.1.17			1
aparapakza	gahAdiH	4.2.138			1
aparasamam	tizWadgupraBftiH	2.1.17			
apehidvitIyA	mayUravyaMsakAdiH	2.1.72			
apehivARijA	mayUravyaMsakAdiH	2.1.72			
api	prAdiH	1.4.58			1
apohakawA	mayUravyaMsakAdiH	2.1.72			
apohisvAgatA	mayUravyaMsakAdiH	2.1.72			
apratyAdiBiriti vaktavyam	pratyAdiH	2.3.43			
aprehipraGasA	mayUravyaMsakAdiH	2.1.72			
aputra	kAzWAdiH	8.1.67			1
arAla	SArNgaravAdiH|bahvAdiH	4.1.45|4.1.73	P.4.1.73	1	1
arDapura	aMSvAdiH	6.2.193			
arDarca	arDarcAdiH	2.4.31	P.2.4.31	1	1
arDavAhana	vetanAdiH	4.4.12			
arGa	daRqAdiH	5.1.66			1
arIhaRa	arIhaRAdiH|utkarAdiH	4.2.80|4.2.90	P.4.2.80	1	1
arRa	tfRAdiH	4.2.80			1
arSas	arSaAdiH	5.2.127			1
arTaDarmO	rAjadantAdiH	2.2.31			
arTaSabdO	rAjadantAdiH	2.2.31			
arTakAmO	rAjadantAdiH	2.2.31			
arTe	sAkzAtpraBftiH	1.4.74			1
araRya	arDarcAdiH|utkarAdiH	2.4.31|4.2.90			1
arajas	BfSAdiH	3.1.12			1
aramudyata	AhitAgnyAdiH	2.2.37			
araqu	fSyAdiH	4.2.80			1
arar	kaRqvAdiH	3.1.27			
arara	kaRqvAdiH	3.1.27			1
araraka	gargAdiH	4.1.105	P.4.1.105	1	1
aravinda	puzkarAdiH	5.2.135			1
arbuda	arDarcAdiH	2.4.31			1
are	cAdiH	1.4.57			1
argala	apUpAdiH	5.1.4			1
arha	aSvAdiH	4.1.110			1
ariMdama	kASyAdiH	4.2.116			1
aritra	kASyAdiH	4.2.116			1
arizwa	kfSASvAdiH	4.2.80			1
arjunAva	DUmAdiH	4.2.127			1
arjuna	aSvAdiH|bAhvAdiH|sutaNgamAdiH|tfRAdiH	4.1.110|4.1.96|4.2.80			1
arjunaSirIzam	pratyAdiH	2.3.43			
arjunapAkI	harItakyAdiH	4.3.167			1
arjunapuruzam	pratyAdiH	2.3.43			
arka	aSvAdiH|karRAdiH|utkarAdiH	4.1.110|4.2.80|4.2.90			1
arkalUza	bidAdiH|karRAdiH	4.1.104|4.2.80			1
arpitoptam	rAjadantAdiH	2.2.31			
aruRa	DUmAdiH	4.2.127			1
arus	kfSASvAdiH	4.2.80			1
arvAk	svarAdiH	1.1.37			1
aryaSveta	SivAdiH	4.1.112	P.4.1.112	1	1
asTi	yAvAdiH	5.4.29			1
asaMprati	tizWadgupraBftiH	2.1.17			1
asaMvyAhArI	grahyAdiH	3.1.134			
asanI	fSyAdiH	4.2.80			
asi	cAdiH	1.4.57			1
asihatya	anuSatikAdiH	7.3.20			1
asmad	sarvAdiH	1.1.27			
asna	suKAdiH	5.2.131			
asra	suKAdiH	3.1.18			1
astam	svarAdiH	1.1.37			1
asti	pakzAdiH|svarAdiH	1.1.37|4.2.80			1
astra	naqAdiH	4.1.99			1
asu	kaRqvAdiH	3.1.27			1
asura	gavAdiH|parSvAdiH|prajYAdiH	5.1.2|5.3.117|5.4.38	P.5.3.117	1	1
asyahatya	vimuktAdiH	5.2.61			1
asyaheti	anuSatikAdiH	7.3.20			
asyudyata	AhitAgnyAdiH	2.2.37			1
atasa	gOrAdiH	4.1.41			1
ati	kAzWAdiH|prAdiH	1.4.58|8.1.67			1
atiSvan	pakzAdiH	4.2.80			1
atiTi	SuBrAdiH	4.1.123			1
atreye	aSvAdiH	4.1.110			
atyUmaSA	UryAdiH	1.4.61			1
atyaya	vinayAdiH	5.4.34			1
avAdI	grahyAdiH	3.1.134			
avAntaradIkzA	mahAnAmnyAdiH	5.1.94			
avAntaradIkzAdiByo qernirvaktavyaH	mahAnAmnyAdiH	5.1.94			
avAntaradIkzAdiH	mahAnAmnyAdiH	5.1.94			
avAsI	grahyAdiH	3.1.134			
ava	cAdiH|prAdiH	1.4.57|1.4.58	P.1.4.57	1	1
avaDAna	izwAdiH	5.2.88			1
avaDArita	izwAdiH|kftAdiH	2.1.59|5.2.88			1
avaSyakAryam	mayUravyaMsakAdiH	2.1.72			
avaSyam	svarAdiH	1.1.37			1
avaSyaputra	manojYAdiH	5.1.133	P.5.1.133	1	1
avacakzaRa	kaRAdiH	7.4.3			1
avakA	kzipakAdiH	7.3.45			1
avakIrRa	izwAdiH	5.2.88			
avakalpita	izwAdiH|kftAdiH	2.1.59|5.2.88			1
avaklinnapakvam	rAjadantAdiH	2.2.31			
avamUrDana	mUlaviBujAdiH	3.2.5			
avanDaka	upakAdiH	2.4.69			
avanata	kfSASvAdiH	4.2.80			
avantyaSmakAH	kArtakOjapAdiH	6.2.37			
avara	kaRqvAdiH|sarvAdiH	1.1.27|3.1.27			1
avaroha	balAdiH	5.2.136			1
avarohita	utkarAdiH	4.2.90	P.4.2.90	1	1
avas	svarAdiH	1.1.37			1
avasAna	takzaSilAdiH	4.3.93	P.4.3.93	1	1
avasarga	kzipakAdiH	7.3.45			1
avasyandan	gahAdiH	4.2.138			
avawa	gargAdiH	4.1.105			1
avawakacCapaH	pAtresamitAdiH	2.1.48			
avimattakAmavidDAH	kArtakOjapAdiH	6.2.37			
avinAyI	grahyAdiH	3.1.134			
avoza	apUpAdiH	5.1.4	P.5.1.4	1	1
avrAjI	grahyAdiH	3.1.134			
avyAhArI	grahyAdiH	3.1.134			
awwasTalI	DUmAdiH	4.2.127			1
ayAcI	grahyAdiH	3.1.134			
ayaHsTURa	gOrAdiH|yaskAdiH	2.4.63|4.1.41			1
ayas	kfSASvAdiH	4.2.80			1
ayasTURa	SivAdiH|yaskAdiH	2.4.63|4.1.112			1
ayaskARqaH	kapilakAdiH	8.2.18			
ayaskAntaH	kapilakAdiH	8.2.18			
aye	cAdiH	1.4.57			1
ayuta	kAzWAdiH	8.1.67			1
azwApadI	kumBapadyAdiH	5.4.139			
azwApada	arDarcAdiH	2.4.31			1
azwakA	gavAdiH|jyotsnAdiH	5.1.2|5.2.103			
azwan	bAhvAdiH	4.1.96			1
bABravaSAlaNkAyanAH	kArtakOjapAdiH	6.2.37			
bABravadAnacyutAH	kArtakOjapAdiH	6.2.37			
bABravya	KalAdiH	4.2.51			1
bAhlIka	parSvAdiH	5.3.117			
bAhu	bAhvAdiH|fSyAdiH|varAhAdiH	4.1.96|4.2.80	P.4.1.96	1	1
bAlA	ajAdiH|kroqAdiH|tikAdiH	4.1.154|4.1.4|4.1.56			
bAla	arDarcAdiH|bahvAdiH|svargAdiH	2.4.31|4.1.45|5.1.111			1
bAlamanda	caturvedAdiH	5.1.124			
bAliSa	brAhmaRAdiH	5.1.124	P.5.1.124	1	1
bAnDaki	tOlvalyAdiH	2.4.61	P.2.4.61	1	1
bArhiRa	tAlAdiH	4.3.152	P.4.3.152	1	1
bEda	SArNgaravAdiH	4.1.73			
bEjavApi	dAmanyAdiH	5.3.116			1
bElva	aSvAdiH	4.1.110	P.4.1.110	1	1
bElvaki	tOlvalyAdiH	2.4.61	P.2.4.61	1	1
bElvala	KalAdiH	4.2.51			
bElvavana	KalAdiH	4.2.51			1
bElvayata	krOqyAdiH	4.1.80	P.4.1.80	1	1
bEndavi	dAmanyAdiH	5.3.116	P.5.3.116	1	1
bIjAvApin	sutaNgamAdiH	4.2.80			
bIja	gavAdiH|kumudAdiH|siDmAdiH	4.2.80|5.1.2|5.2.97			1
bIjaruhA	sAkzAtpraBftiH	1.4.74			
bIjaryA	sAkzAtpraBftiH	1.4.74			
bIjavApin	sutaNgamAdiH	4.2.80	P.4.2.80	1	1
baBru	aNgulyAdiH|gargAdiH|lomAdiH	4.1.105|5.2.100|5.3.108	P.5.3.108	1	1
baDira	arIhaRAdiH|kaqArAdiH|varRadfQAdiH	2.2.38|4.2.80|5.1.123	P.2.2.38|P.4.2.80	1	1
baDiraka	upakAdiH	2.4.69	P.2.4.69	1	1
badarI	karkyAdiH	6.2.87			
badara	gOrAdiH|naqAdiH|pIlvAdiH	4.1.41|4.1.99|5.2.24	P.4.1.41|P.4.1.99	1	1
badari	GozAdiH	6.2.85			1
bahiryoga	yaskAdiH	2.4.63	P.2.4.63	1	1
bahis	svarAdiH	1.1.37	P.1.1.37	1	1
bahizpalam	kapilakAdiH	8.2.18			
bahu	bahvAdiH|svargAdiH	4.1.45|5.1.111	P.4.1.45	1	1
bahuBAzin	brAhmaRAdiH	5.1.124			1
bahukIwa	paladyAdiH	4.2.110	P.4.2.110	1	1
bahula	manojYAdiH|saNkalAdiH|svargAdiH	4.2.75|5.1.111|5.1.133			1
baka	naqAdiH	4.1.99			1
bakanaKagudapariRadDAH	tikakitavAdiH	2.4.68			
bakasakTa	yaskAdiH	2.4.63	P.2.4.63	1	1
bakula	tArakAdiH	5.2.36			1
balAha	varAhAdiH	4.2.80			
balAhaka	kukkuwyAdiH	6.3.42			1
balAkA	bAhvAdiH|jyotsnAdiH	4.1.96|5.2.103			
balAt	svarAdiH	1.1.37			
balIvardI	kalyARyAdiH	4.1.126			
balIvardin	SuBrAdiH	4.1.123	P.4.1.123	1	1
bala	arDarcAdiH|balAdiH|pIlvAdiH|tfRAdiH	2.4.31|4.2.80|5.2.136|5.2.24	P.2.4.31	1	1
bali	gfzwyAdiH|pAmAdiH	4.1.136|5.2.100	P.4.1.136	1	1
balvaja	SarAdiH|kumudAdiH|vaMSAdiH	4.2.80|4.3.144|5.1.50			
banDakI	SAkapArTivAdiH|SuBrAdiH|kalyARyAdiH	2.1.60|4.1.123|4.1.126			
banDu	prajYAdiH	5.4.38			1
banDukA	prekzAdiH	4.2.80			
barbara	DUmAdiH|kASAdiH|kaqArAdiH|takzaSilAdiH	2.2.38|4.2.127|4.2.80|4.3.93	P.2.2.38|P.4.2.80	1	1
barhavat	vimuktAdiH	5.2.61			
barhis	gavAdiH	5.1.2			1
barhizpalam	kapilakAdiH	8.2.18			
bata	cAdiH	1.4.57			1
bejavApi	rEvatikAdiH	4.3.131			
bfhadagni	gargAdiH	4.1.105			1
bfhaspatiH	vanaspatyAdiH	6.2.140			
bfhat	gOrAdiH|utsAdiH	4.1.41|4.1.86			
bfhatI	plakzAdiH	4.3.164			
bfsI	kukkuwyAdiH	6.3.42			1
biBItaka	rajatAdiH	4.3.154			
bida	bidAdiH	4.1.104			
bila	pakzAdiH|tfRAdiH	4.2.80			1
bilva	arIhaRAdiH|bilvAdiH|naqAdiH	4.2.80|4.2.91|4.3.136			1
bilvakAdiH	pIlvAdiH	6.3.121			
bilvaka	pIlvAdiH	6.3.121			1
bimba	arDarcAdiH|gOrAdiH	2.4.31|4.1.41	P.2.4.31|P.4.1.41	1	1
bindu	bidAdiH|dAmanyAdiH|gopavanAdiH	2.4.67|4.1.104|5.3.116	P.2.4.67|P.5.3.116	1	1
bisa	kASAdiH|maDvAdiH|puzkarAdiH	4.2.80|4.2.86|5.2.135			1
boDa	SaRqikAdiH	4.3.92	P.4.3.92	1	1
brAhamakfteya	SArNgaravAdiH	4.1.73			
brAhmaRa	SArNgaravAdiH|SreRyAdiH|brAhmaRAdiH|naqAdiH	2.1.59|4.1.73|4.1.99|5.1.124	P.2.1.59|P.4.1.73	1	1
brUhi	cAdiH	1.4.57			
braDna	kuYjAdiH	4.1.98	P.4.1.98	1	1
brahmakfta	SuBrAdiH	4.1.123	P.4.1.123	1	1
brahman	kulAlAdiH	4.3.118			1
brahmaprajApatI	daDipayasyAdiH	2.4.14			
bruva	kaRAdiH	7.4.3			1
buBukzA	CatrAdiH|tArakAdiH	4.4.62|5.2.36	P.4.4.62	1	1
buka	prekzAdiH	4.2.80	P.4.2.80	1	1
busa	tfRAdiH	4.2.80	P.4.2.80	1	1
busta	arDarcAdiH	2.4.31	P.2.4.31	1	1
cAPawwaki	tOlvalyAdiH	2.4.61	P.2.4.61	1	1
cARi	kaRAdiH	7.4.3			
cARqAla	kulAlAdiH	4.3.118			1
cAmaragrAha	revatyAdiH	4.1.146	P.4.1.146	1	1
cAndrAyaRa	EzukAryAdiH	4.2.54	P.4.2.54	1	1
cAru	cArvAdiH|pIlvAdiH	6.2.160|6.3.121			1
cAwu	cAdiH	1.4.57	P.1.4.57	1	1
cEpayata	BOrikyAdiH	4.2.54			
cEtayata	tikAdiH	4.1.154			
cEwayata	BOrikyAdiH|krOqyAdiH|tikAdiH	4.1.154|4.1.80|4.2.54	P.4.1.80	1	1
cIra	kARqAdiH	6.2.135	P.6.2.135	1	1
cOla	cUrRAdiH	6.2.134	P.6.2.134	1	1
cOpayata	krOqyAdiH|tikAdiH	4.1.154|4.1.80	P.4.1.80	1	1
cUqA	BidAdiH|bAhvAdiH|balAdiH|upavastrAdiH	3.3.104|4.1.96|5.1.105|5.2.136			
cUqAra	pragadyAdiH	4.2.80	P.4.2.80	1	1
cUqAraka	upakAdiH	2.4.69	P.2.4.69	1	1
cUqika	caturvedAdiH	5.1.124			1
cUrRa	cUrRAdiH	6.2.134	P.6.2.134	1	1
ca	CedAdiH|cAdiH|vinayAdiH	1.4.57|5.1.64|5.4.34			1
caKAla	arDarcAdiH	2.4.31			
caR	cAdiH	1.4.57			1
caRaka	gargAdiH	4.1.105			1
caRqAla	SArNgaravAdiH	4.1.73	P.4.1.73	1	1
caRqa	SivAdiH|bahvAdiH|svargAdiH	4.1.112|4.1.45|5.1.111	P.4.1.45	1	1
cakkana	cUrRAdiH	6.2.134	P.6.2.134	1	1
cakra	aSvAdiH|arDarcAdiH|kzipakAdiH	2.4.31|4.1.110|7.3.45	P.2.4.31|P.4.1.110	1	1
cakranadI	irikAdiH	8.4.6			1
cakranitamba	irikAdiH	8.4.6			1
cakravAka	ajirAdiH|saKyAdiH	4.2.80|6.3.119			1
cakta	saKyAdiH	4.2.80			
cakzus	prajYAdiH	5.4.38			1
cala	pacAdiH	3.1.134	P.3.1.134	1	1
camasI	cUrRAdiH	6.2.134			
camasa	arDarcAdiH	2.4.31	P.2.4.31	1	1
camasin	naqAdiH	4.1.99	P.4.1.99	1	1
candana	vyAGrAdiH	2.1.56	P.2.1.56	1	1
candraBAgAnadyAm	bahvAdiH	4.1.45			
candraka	tArakAdiH	5.2.36			1
candramAH	kurugArhapatAdiH	6.2.42			
candramas	tikAdiH	4.1.154			1
capalA	tricakrAdi	6.2.129			
capala	BfSAdiH|SAkapArTivAdiH|SORqAdiH|SreRyAdiH|aSvAdiH|brAhmaRAdiH|vispazwAdiH|yuvAdiH	2.1.40|2.1.59|2.1.60|3.1.12|4.1.110|5.1.124|5.1.130|6.2.24	P.2.1.59	1	1
carA	CatrAdiH	4.4.62			
cara	naqAdiH	4.1.99			1
caraRa	SAKAdiH|arDarcAdiH|kaRqvAdiH|saNkalAdiH|tfRAdiH	2.4.31|3.1.27|4.2.75|4.2.80|5.3.103	P.2.4.31	1	1
caraRe	gahAdiH	4.2.138			
carakA	kzipakAdiH	7.3.45			
carama	kaRqvAdiH|vasantAdiH	3.1.27|4.2.63			1
caratkAru	SivAdiH	4.1.112			
caraw	pacAdiH|tasilAdiH	3.1.134|6.3.35			
carcA	ukTAdiH	4.2.60			
carita	lohitAdiH	3.1.13			1
carman	jyotsnAdiH|utkarAdiH	4.2.90|5.2.103			1
carmika	caturvedAdiH	5.1.124			1
carmin	BikzAdiH	4.2.38			1
catasf	svasrAdiH	4.1.10			
catur	AdyAdiH	5.4.44			1
caturASrama	caturvedAdiH	5.1.124			
catura	arSaAdiH	5.2.127	P.5.2.127	1	1
caturdaSI	sanDivelAdiH	4.3.16			
caturhAyana	irikAdiH	8.4.6			
caturvarRa	caturvedAdiH	5.1.124			
caturvedAdiBya uBayapadavfdDiSca	caturvedAdiH	5.1.124			
caturveda	caturvedAdiH	5.1.124	P.5.1.124	1	1
caturvidyA	anuSatikAdiH	7.3.20			
cawakA	ajAdiH|kzipakAdiH	4.1.4|7.3.45			
cawaka	naqAdiH	4.1.99			1
cawu	siDmAdiH	5.2.97	P.5.2.97	1	1
caya	AkarzAdiH|tAlAdiH	4.3.152|5.2.64			1
cayaH	vfzAdiH	6.1.203			
cazAla	arDarcAdiH	2.4.31	P.2.4.31	1	1
cazaka	arDarcAdiH	2.4.31	P.2.4.31	1	1
cedi	kASyAdiH	4.2.116			1
cekita	gargAdiH	4.1.105	P.4.1.105	1	1
cet	cAdiH	1.4.57			1
ciYcA	harItakyAdiH	4.3.167	P.4.3.167	1	1
cihaRa	cihaRAdiH	6.2.125			
cikIrzat	prajYAdiH	5.4.38			
cikitsita	gargAdiH	4.1.105	P.4.1.105	1	1
cikkaRa	cihaRAdiH	6.2.125			1
cimpA	harItakyAdiH	4.3.167			
cintA	sAkzAtpraBftiH	1.4.74	P.1.4.74	1	1
cintisurAzwrAH	kArtakOjapAdiH	6.2.37			
cirAt	svarAdiH	1.1.37			
cirAya	svarAdiH	1.1.37			
ciram	svarAdiH	1.1.37			
ciranta	saNkASAdiH	4.2.80			
cirarAtrAya	svarAdiH	1.1.37			
cirasya	svarAdiH	1.1.37			
cireRa	svarAdiH	1.1.37			
citkaRa	cihaRAdiH	6.2.125			
citrAsvAtI	rAjadantAdiH	2.2.31			
citra	naqAdiH|pakzAdiH	4.1.99|4.2.80			1
citraraTavAhlIkam	rAjadantAdiH	2.2.31			
citrasvAtI	rAjadantAdiH	2.2.31			
cittavinASanaH	nandyAdiH	3.1.134			
cola	kambojAdiH	4.1.175	P.4.1.175	1	1
cora	brAhmaRAdiH|manojYAdiH|prajYAdiH	5.1.124|5.1.133|5.4.38			1
coraw	pacAdiH	3.1.134			
cukzA	CatrAdiH	4.4.62	P.4.4.62	1	1
cula	balAdiH	4.2.80	P.4.2.80	1	1
culuka	gargAdiH	4.1.105	P.4.1.105	1	1
cupa	aSvAdiH	4.1.110	P.4.1.110	1	1
curaRa	kaRqvAdiH	3.1.27	P.3.1.27	1	1
dARqAyanasTalI	DUmAdiH	4.2.127			
dAkzAyaRa	EzukAryAdiH	4.2.54	P.4.2.54	1	1
dAmakaR	upakAdiH	2.4.69			
dAmakaRWa	upakAdiH	2.4.69	P.2.4.69	1	1
dAmanI	dAmanyAdiH	5.3.116			1
dAmozRIzi	kurvAdiH	4.1.151			
dAqI	harItakyAdiH	4.3.167	P.4.3.167	1	1
dAqima	arDarcAdiH	2.4.31	P.2.4.31	1	1
dAragavam	rAjadantAdiH	2.2.31			
dArhil	tasilAdiH	6.3.35			
dAru	arDarcAdiH|pIlvAdiH|rajatAdiH	2.4.31|4.3.154|6.3.121	P.2.4.31	1	1
dAruRa	kAzWAdiH	8.1.67	P.8.1.67	1	1
dArvA	nadyAdiH	4.2.97			
dAsI	SAkapArTivAdiH|hastyAdiH	2.1.60|5.4.138			1
dAsIBAraH	kurugArhapatAdiH	6.2.42			
dAsIdAsam	pratyAdiH	2.3.43			
dAsImARavakam	pratyAdiH	2.3.43			
dAsIpadI	kumBapadyAdiH	5.4.139			
dAsa	lohitAdiH|naqAdiH	3.1.13|4.1.99			1
dAsaka	aSvAdiH	4.1.110	P.4.1.110	1	1
dAsamitrAyaRa	EzukAryAdiH	4.2.54			
dAsamitra	kASyAdiH	4.2.116	P.4.2.116	1	1
dAsamitri	EzukAryAdiH	4.2.54			
dAyAda	brAhmaRAdiH	5.1.124			1
dElIpi	tOlvalyAdiH	2.4.61	P.2.4.61	1	1
dEvaSarmi	gahAdiH	4.2.138			1
dEvamati	tOlvalyAdiH	2.4.61	P.2.4.61	1	1
dEvamitri	tOlvalyAdiH	2.4.61	P.2.4.61	1	1
dEvasTAni	pElAdiH	2.4.59	P.2.4.59	1	1
dEvata	arDarcAdiH	2.4.31	P.2.4.31	1	1
dEvati	tOlvalyAdiH	2.4.61	P.2.4.61	1	1
dEvayAta	KalAdiH	4.2.51			
dEvayAtava	KalAdiH	4.2.51			1
dEvayajYi	tOlvalyAdiH	2.4.61	P.2.4.61	1	1
dIkzA	tArakAdiH	5.2.36			1
dIkzAtapasI	daDipayasyAdiH	2.4.14			
dIpa	apUpAdiH	5.1.4			1
dIpahrada	AkarzAdiH	5.2.64			
dIpta	gavAdiH	5.1.2			1
dIrGAhnI	irikAdiH	8.4.6			
dIrGAyuH	BavadAdiH	5.3.14			
dIrGa	svargAdiH	5.1.111			1
dIsa	gavAdiH	5.1.2	P.5.1.2	1	1
dURa	gOrAdiH	4.1.41			
dUrepAkA	kzipakAdiH	7.3.45			
dUrepAka	kzipakAdiH	7.3.45			1
dUrepAku	kzipakAdiH	7.3.45			
dUzaRaH	nandyAdiH	3.1.134			
daDi	uraHpraBftayaH	5.4.151			1
daDipayasI	daDipayasyAdiH	2.4.14			
daHstrI	yuvAdiH	5.1.130			
daMpatI	rAjadantAdiH	2.2.31			
daMzwrA	ajAdiH|jyotsnAdiH	4.1.4|5.2.103			
daRqa	BavadAdiH|SOnakAdiH|SivAdiH|arDarcAdiH|daRqAdiH|fSyAdiH|svargAdiH	2.4.31|4.1.112|4.2.80|4.3.106|5.1.111|5.1.66|5.3.14	P.2.4.31|P.4.1.112|P.4.3.106	1	1
daRqagrAha	revatyAdiH	4.1.146	P.4.1.146	1	1
daRqaka	arDarcAdiH	2.4.31	P.2.4.31	1	1
daRqapARi	AhitAgnyAdiH	2.2.37	P.2.2.37	1	1
daRqapa	naqAdiH	4.1.99	P.4.1.99	1	1
daRqika	caturvedAdiH	5.1.124			1
daRqin	naqAdiH	4.1.99	P.4.1.99	1	1
daSArRa	vimuktAdiH	5.2.61	P.5.2.61	1	1
daSArha	parSvAdiH|prajYAdiH|vimuktAdiH	5.2.61|5.3.117|5.4.38	P.5.2.61|P.5.3.117	1	1
daSa	saNkASAdiH	4.2.80	P.4.2.80	1	1
daSagrAma	kASyAdiH|kumudAdiH	4.2.116|4.2.80			
dakzi	KalAdiH	4.2.51			1
dakziRA	BikzAdiH	4.2.38			1
dakziRApaTa	DUmAdiH	4.2.127			1
dakziRa	sarvAdiH	1.1.27			1
dalBa	gargAdiH	4.1.105	P.4.1.105	1	1
dala	balAdiH|suKAdiH	4.2.80|5.2.131			1
dalapa	cUrRAdiH	6.2.134	P.6.2.134	1	1
dalita	kftAdiH	2.1.59			
dalmi	yavAdiH	8.2.9	P.8.2.9	1	1
damBa	pacAdiH	3.1.134	P.3.1.134	1	1
damanaH	nandyAdiH	3.1.134			
dantAgra	gahAdiH	4.2.138	P.4.2.138	1	1
danta	karRAdiH	5.2.24			1
darBAnUpa	irikAdiH	8.4.6			1
darBa	SarAdiH|aSmAdiH|kurvAdiH	4.1.151|4.2.80|4.3.144	P.4.1.151	1	1
darBaSaram	pratyAdiH	2.3.43			
darBapUtIkam	pratyAdiH	2.3.43			
darSa	pacAdiH	3.1.134	P.3.1.134	1	1
dara	arDarcAdiH|gavAdiH	2.4.31|5.1.2	P.2.4.31	1	1
darad	sinDvAdiH	4.3.93	P.4.3.93	1	1
darada	sinDvAdiH	4.3.93	P.4.3.93	1	1
darpa	pacAdiH	3.1.134	P.3.1.134	1	1
darpaRaH	nandyAdiH	3.1.134			
deSIyar	tasilAdiH	6.3.35			
deSa	digAdiH	4.3.54			1
deha	arDarcAdiH|gOrAdiH	2.4.31|4.1.41	P.2.4.31|P.4.1.41	1	1
dehala	gOrAdiH	4.1.41			
devAnAMpriyaH	BavadAdiH	5.3.14			
devAsura	vimuktAdiH	5.2.61			1
devIMDiyA	gozadAdiH	5.2.62			
devIMDiya	gozadAdiH	5.2.62			
devIrApaH	gozadAdiH	5.2.62			
deva	SreRyAdiH|utsAdiH	2.1.59|4.1.86	P.2.1.59	1	1
devaBItiH	kurugArhapatAdiH	6.2.42			
devaSarman	bAhvAdiH	4.1.96			1
devadarSana	SOnakAdiH	4.3.106			1
devadatta	kASyAdiH	4.2.116			1
devahU	gargAdiH	4.1.105	P.4.1.105	1	1
devahUtiH	kurugArhapatAdiH	6.2.42			
devalAtiH	kurugArhapatAdiH	6.2.42			
devapaTAdiH	BavadAdiH	5.3.14			
devapaTa	BavadAdiH	5.3.14			1
devarAja	kASyAdiH|kulAlAdiH	4.2.116|4.3.118			1
devaraTa	tikAdiH	4.1.154	P.4.1.154	1	1
devasyatvA	gozadAdiH	5.2.62			
devatA	prajYAdiH	5.4.38			1
devatara	SuBrAdiH	4.1.123	P.4.1.123	1	1
devaviSA	ajAdiH	4.1.4	P.4.1.4	1	1
devavrata	mahAnAmnyAdiH	5.1.94			1
devaw	pacAdiH	3.1.134			
dfQa	arDarcAdiH|varRadfQAdiH	2.4.31|5.1.123	P.2.4.31	1	1
dfS	AdyAdiH	5.4.44			1
