headword_slp1	headword_iast	L_id	arity	members_slp1	members_iast	dcs_status	dcs_compound_raw	dcs_prefix_hits	dcs_split	dcs_arity	dcs_freq_sum	seam_no_sandhi	key_form
kzOdraDAtu	kṣaudradhātu	20713	2	kzOdra + DAtu	kṣaudra + dhātu	unattested		0					folded-miss
kzOdraja	kṣaudraja	20712	2	kzOdra + ja	kṣaudra + ja	unattested		0					folded-miss
kzOdrameha	kṣaudrameha	20715	2	kzOdra + meha	kṣaudra + meha	unattested		0					folded-miss
kzOdrapriya	kṣaudrapriya	20714	2	kzOdra + priya	kṣaudra + priya	unattested		0					folded-miss
kzOrapavya	kṣaurapavya	20720	2	kzura + pavi	kṣura + pavi	unattested		0					folded-miss
kzaRada	kṣaṇada	20080	2	kzaRa + da	kṣaṇa + da	prefix-evidence		1					folded-miss
kzaRadyuti	kṣaṇadyuti	20084	2	kzaRa + dyuti	kṣaṇa + dyuti	unattested		0					folded-miss
kzaRapraBA	kṣaṇaprabhā	20089	2	kzaRa + praBA	kṣaṇa + prabhā	unattested		0					folded-miss
kzaRaprakASA	kṣaṇaprakāśā	20088	2	kzaRa + prakASa	kṣaṇa + prakāśa	unattested		0					folded-miss
kzaRepAka	kṣaṇepāka	20095	2	kzaRe + pAka	kṣaṇe + pāka	unattested		0					folded-miss
kzamAcara	kṣamācara	20168	2	kzamA + cara	kṣamā + cara	unattested		0					folded-miss
kzamAdaMSa	kṣamādaṃśa	20169	2	kzamA + daMSa	kṣamā + daṃśa	unattested		0					folded-miss
kzamApati	kṣamāpati	20170	2	kzamA + pati	kṣamā + pati	prefix-evidence		1					folded-miss
kzapAcara	kṣapācara	20156	2	kzapA + cara	kṣapā + cara	unattested		0					folded-miss
kzapAkara	kṣapākara	20155	2	kzapA + kara	kṣapā + kara	unattested		0					folded-miss
kzapAnATa	kṣapānātha	20158	2	kzapA + nATa	kṣapā + nātha	unattested		0					folded-miss
kzapAnDya	kṣapāndhya	20159	2	kzapA + AnDya	kṣapā + āndhya	prefix-evidence		1					folded-miss
kzapApati	kṣapāpati	20160	2	kzapA + pati	kṣapā + pati	unattested		0					folded-miss
kzapAvant	kṣapāvant	20161	2	kzam + pAvant	kṣam + pāvant	unattested		0					folded-miss
kzapAwa	kṣapāṭa	20157	2	kzapA + awa	kṣapā + aṭa	unattested		0					folded-miss
kzaraja	kṣaraja	20201	2	kzara + ja	kṣara + ja	unattested		0					folded-miss
kzarapatrA	kṣarapatrā	20203	2	kzara + patra	kṣara + patra	unattested		0					folded-miss
kzareja	kṣareja	20205	2	kzare + ja	kṣare + ja	unattested		0					folded-miss
kzataGna	kṣataghna	20098	2	kzata + Gna	kṣata + ghna	unattested		0					folded-miss
kzatahara	kṣatahara	20102	2	kzata + hara	kṣata + hara	unattested		0					folded-miss
kzataja	kṣataja	20099	2	kzata + ja	kṣata + ja	attested	kṣatajaḥ	0	kṣata ja	2	2	1	folded
kzatakAsa	kṣatakāsa	20097	2	kzata + kAsa	kṣata + kāsa	unattested		0					folded-miss
kzatavraRa	kṣatavraṇa	20101	2	kzata + vraRa	kṣata + vraṇa	unattested		0					folded-miss
kzatodBava	kṣatodbhava	20106	2	kzata + udBava	kṣata + udbhava	unattested		0					folded-miss
kzatodara	kṣatodara	20105	2	kzata + udara	kṣata + udara	unattested		0					folded-miss
kzatotTa	kṣatottha	20104	2	kzata + utTa	kṣata + uttha	prefix-evidence		1					folded-miss
kzatrAyatanIya	kṣatrāyatanīya	20127	2	kzatra + Ayatana	kṣatra + āyatana	unattested		0					folded-miss
kzatrOjas	kṣatraujas	20137	2	kzatra + ojas	kṣatra + ojas	unattested		0					folded-miss
kzatraBft	kṣatrabhṛt	20114	2	kzatra + Bft	kṣatra + bhṛt	unattested		0					folded-miss
kzatraDfti	kṣatradhṛti	20110	2	kzatra + Dfti	kṣatra + dhṛti	unattested		0					folded-miss
kzatraSrI	kṣatraśrī	20125	2	kzatra + SrI	kṣatra + śrī	prefix-evidence		1					folded-miss
kzatrapa	kṣatrapa	20111	2	kzatra + pa	kṣatra + pa	unattested		0					folded-miss
kzatrapati	kṣatrapati	20112	2	kzatra + pati	kṣatra + pati	unattested		0					folded-miss
kzatrasava	kṣatrasava	20126	2	kzatra + sava	kṣatra + sava	unattested		0					folded-miss
kzatravani	kṣatravani	20116	2	kzatra + vani	kṣatra + vani	unattested		0					folded-miss
kzatraveda	kṣatraveda	20124	2	kzatra + veda	kṣatra + veda	unattested		0					folded-miss
kzatravfD	kṣatravṛdh	20123	2	kzatra + vfD	kṣatra + vṛdh	unattested		0					folded-miss
kzatravfdDa	kṣatravṛddha	20121	2	kzatra + vfdDa	kṣatra + vṛddha	unattested		0					folded-miss
kzatravfdDi	kṣatravṛddhi	20122	2	kzatra + vfdDi	kṣatra + vṛddhi	unattested		0					folded-miss
kzatravfkza	kṣatravṛkṣa	20120	2	kzatra + vfkza	kṣatra + vṛkṣa	unattested		0					folded-miss
kzatravidyA	kṣatravidyā	20119	2	kzatra + vidyA	kṣatra + vidyā	attested	kṣatravidyā	0	kṣatra vidyā	2	2	1	exact
kzatrayoga	kṣatrayoga	20115	2	kzatra + yoga	kṣatra + yoga	prefix-evidence		1					folded-miss
kzayAha	kṣayāha	72022	2	kzaya + aha	kṣaya + aha	unattested		0					folded-miss
kzayaMkara	kṣayaṃkara	20183	2	kzayam + kara	kṣayam + kara	unattested		0					folded-miss
kzayadvIra	kṣayadvīra	20188	2	kzayant + vIra	kṣayant + vīra	unattested		0					folded-miss
kzayakara	kṣayakara	20181	2	kzaya + kara	kṣaya + kara	attested	kṣayakaraḥ	0	kṣaya kara	2	2	1	folded
kzayakft	kṣayakṛt	20182	2	kzaya + kft	kṣaya + kṛt	unattested		0					folded-miss
kzayamAsa	kṣayamāsa	72021	2	kzaya + mAsa	kṣaya + māsa	unattested		0					folded-miss
kzayapakza	kṣayapakṣa	20190	2	kzaya + pakza	kṣaya + pakṣa	attested	kṣayapakṣa	0	kṣaya pakṣa	2	2	1	exact
kzayaroga	kṣayaroga	20192	2	kzaya + roga	kṣaya + roga	prefix-evidence		4					folded-miss
kzayataru	kṣayataru	20186	2	kzaya + taru	kṣaya + taru	unattested		0					folded-miss
kzemADi	kṣemādhi	20662	2	kzema + ADi	kṣema + ādhi	unattested		0					folded-miss
kzemAPalA	kṣemāphalā	20663	2	kzema + Pala	kṣema + phala	unattested		0					folded-miss
kzemAditya	kṣemāditya	20661	2	kzema + Aditya	kṣema + āditya	unattested		0					folded-miss
kzemArcis	kṣemārcis	20665	2	kzema + arcis	kṣema + arcis	unattested		0					folded-miss
kzemAri	kṣemāri	20664	2	kzema + ari	kṣema + ari	unattested		0					folded-miss
kzemaBUmi	kṣemabhūmi	20653	2	kzema + BUmi	kṣema + bhūmi	unattested		0					folded-miss
kzemaDUrta	kṣemadhūrta	20650	2	kzema + DUrta	kṣema + dhūrta	unattested		0					folded-miss
kzemaMkara	kṣemaṃkara	20645	2	kzemam + kara	kṣemam + kara	unattested		0					folded-miss
kzemagupta	kṣemagupta	20644	2	kzema + gupta	kṣema + gupta	unattested		0					folded-miss
kzemajit	kṣemajit	20646	2	kzema + jit	kṣema + jit	unattested		0					folded-miss
kzemakAma	kṣemakāma	20640	2	kzema + kAma	kṣema + kāma	unattested		0					folded-miss
kzemakAra	kṣemakāra	20641	2	kzema + kAra	kṣema + kāra	unattested		0					folded-miss
kzemakara	kṣemakara	20638	2	kzema + kara	kṣema + kara	prefix-evidence		1					folded-miss
kzemakarman	kṣemakarman	20639	2	kzema + karman	kṣema + karman	unattested		0					folded-miss
kzemakft	kṣemakṛt	20643	2	kzema + kft	kṣema + kṛt	unattested		0					folded-miss
kzemarAja	kṣemarāja	20657	2	kzema + rAja	kṣema + rāja	unattested		0					folded-miss
kzemavfdDi	kṣemavṛddhi	20659	2	kzema + vfdDi	kṣema + vṛddhi	prefix-evidence		1					folded-miss
kzemayuktam	kṣemayuktam	20656	2	kzema + yukta	kṣema + yukta	unattested		0					folded-miss
kzemendra	kṣemendra	20667	2	kzema + indra	kṣema + indra	unattested		0					folded-miss
kzetrADipa	kṣetrādhipa	20615	2	kzetra + aDipa	kṣetra + adhipa	prefix-evidence		2					folded-miss
kzetrAjIva	kṣetrājīva	20613	2	kzetra + AjIva	kṣetra + ājīva	unattested		0					folded-miss
kzetrAsA	kṣetrāsā	20617	2	kzetra + sA	kṣetra + sā	unattested		0					folded-miss
kzetraBUmi	kṣetrabhūmi	20601	2	kzetra + BUmi	kṣetra + bhūmi	prefix-evidence		1					folded-miss
kzetraPala	kṣetraphala	20599	2	kzetra + Pala	kṣetra + phala	unattested		0					folded-miss
kzetradUtI	kṣetradūtī	20593	2	kzetra + dUtI	kṣetra + dūtī	unattested		0					folded-miss
kzetragata	kṣetragata	20585	2	kzetra + gata	kṣetra + gata	unattested		0					folded-miss
kzetrajAta	kṣetrajāta	20588	2	kzetra + jAta	kṣetra + jāta	unattested		0					folded-miss
kzetrajYa	kṣetrajña	20590	2	kzetra + jYa	kṣetra + jña	prefix-evidence		10					folded-miss
kzetraja	kṣetraja	20587	2	kzetra + ja	kṣetra + ja	prefix-evidence		4					folded-miss
kzetrajeza	kṣetrajeṣa	20589	2	kzetra + jeza	kṣetra + jeṣa	unattested		0					folded-miss
kzetrakara	kṣetrakara	20581	2	kzetra + kara	kṣetra + kara	prefix-evidence		1					folded-miss
kzetrapAla	kṣetrapāla	20598	2	kzetra + pAla	kṣetra + pāla	prefix-evidence		2					folded-miss
kzetrapada	kṣetrapada	20596	2	kzetra + pada	kṣetra + pada	prefix-evidence		1					folded-miss
kzetrapati	kṣetrapati	20595	2	kzetra + pati	kṣetra + pati	unattested		0					folded-miss
kzetrarASi	kṣetrarāśi	20604	2	kzetra + rASi	kṣetra + rāśi	unattested		0					folded-miss
kzetrarakza	kṣetrarakṣa	20603	2	kzetra + rakza	kṣetra + rakṣa	unattested		0					folded-miss
kzetraruhA	kṣetraruhā	20605	2	kzetra + ruhA	kṣetra + ruhā	unattested		0					folded-miss
kzetrasAti	kṣetrasāti	20611	2	kzetra + sAti	kṣetra + sāti	unattested		0					folded-miss
kzetravid	kṣetravid	20607	2	kzetra + vid	kṣetra + vid	prefix-evidence		1					folded-miss
kzetrekzu	kṣetrekṣu	20623	2	kzetra + ikzu	kṣetra + ikṣu	unattested		0					folded-miss
kzetropekza	kṣetropekṣa	20624	2	kzetra + upekza	kṣetra + upekṣa	unattested		0					folded-miss
kzipraSyena	kṣipraśyena	20336	2	kzipra + Syena	kṣipra + śyena	unattested		0					folded-miss
kziprahasta	kṣiprahasta	20338	2	kzipra + hasta	kṣipra + hasta	attested	kṣiprahastaḥ	0	kṣipra hasta	2	2	1	folded
kziprasaMDi	kṣiprasaṃdhi	20337	2	kzipra + saMDi	kṣipra + saṃdhi	unattested		0					folded-miss
kziptacitta	kṣiptacitta	20327	2	kzipta + citta	kṣipta + citta	unattested		0					folded-miss
kziptayoni	kṣiptayoni	20329	2	kzipta + yoni	kṣipta + yoni	unattested		0					folded-miss
kzitAyus	kṣitāyus	20279	2	kzita + Ayus	kṣita + āyus	unattested		0					folded-miss
kzitISa	kṣitīśa	20310	2	kziti + ISa	kṣiti + īśa	unattested		0					folded-miss
kzitIndra	kṣitīndra	72070	2	kziti + indra	kṣiti + indra	unattested		0					folded-miss
kzitiBft	kṣitibhṛt	20302	2	kziti + Bft	kṣiti + bhṛt	unattested		0					folded-miss
kzitiBuj	kṣitibhuj	20301	2	kziti + Buj	kṣiti + bhuj	unattested		0					folded-miss
kzitiDara	kṣitidhara	20293	2	kziti + Dara	kṣiti + dhara	prefix-evidence		1					folded-miss
kzitideva	kṣitideva	20291	2	kziti + deva	kṣiti + deva	unattested		0					folded-miss
kzitidevatA	kṣitidevatā	20292	2	kziti + devatA	kṣiti + devatā	unattested		0					folded-miss
kzitigarBa	kṣitigarbha	20288	2	kziti + garBa	kṣiti + garbha	unattested		0					folded-miss
kzitija	kṣitija	20289	2	kziti + ja	kṣiti + ja	prefix-evidence		3					folded-miss
kzitijantu	kṣitijantu	20290	2	kziti + jantu	kṣiti + jantu	unattested		0					folded-miss
kzitikaRa	kṣitikaṇa	20284	2	kziti + kaRa	kṣiti + kaṇa	unattested		0					folded-miss
kzitikampa	kṣitikampa	20285	2	kziti + kampa	kṣiti + kampa	attested	kṣitikampa	0	kṣiti kampa	2	2	1	exact
kzitikzama	kṣitikṣama	20286	2	kziti + kzama	kṣiti + kṣama	unattested		0					folded-miss
kzitikzit	kṣitikṣit	20287	2	kziti + kzit	kṣiti + kṣit	unattested		0					folded-miss
kzitinATa	kṣitinātha	20296	2	kziti + nATa	kṣiti + nātha	unattested		0					folded-miss
kzitinAga	kṣitināga	20295	2	kziti + nAga	kṣiti + nāga	unattested		0					folded-miss
kzitinanda	kṣitinanda	20294	2	kziti + nanda	kṣiti + nanda	unattested		0					folded-miss
kzitipAla	kṣitipāla	20299	2	kziti + pAla	kṣiti + pāla	prefix-evidence		3					folded-miss
kzitipa	kṣitipa	20297	2	kziti + pa	kṣiti + pa	prefix-evidence		4					folded-miss
kzitipati	kṣitipati	20298	2	kziti + pati	kṣiti + pati	prefix-evidence		3					folded-miss
kzitiputra	kṣitiputra	20300	2	kziti + putra	kṣiti + putra	unattested		0					folded-miss
kzitiruh	kṣitiruh	20303	2	kziti + ruh	kṣiti + ruh	prefix-evidence		1					folded-miss
kzitiruha	kṣitiruha	20304	2	kziti + ruha	kṣiti + ruha	prefix-evidence		1					folded-miss
kzitivarDana	kṣitivardhana	20307	2	kziti + varDana	kṣiti + vardhana	unattested		0					folded-miss
kzitivftti	kṣitivṛtti	20308	2	kziti + vftti	kṣiti + vṛtti	unattested		0					folded-miss
kzityaditi	kṣityaditi	20312	2	kziti + aditi	kṣiti + aditi	unattested		0					folded-miss
kzmABft	kṣmābhṛt	20732	2	kzmA + Bft	kṣmā + bhṛt	unattested		0					folded-miss
kzmABuj	kṣmābhuj	20731	2	kzmA + Buj	kṣmā + bhuj	unattested		0					folded-miss
kzmADfti	kṣmādhṛti	20727	2	kzmA + Dfti	kṣmā + dhṛti	unattested		0					folded-miss
kzmAja	kṣmāja	20726	2	kzmA + ja	kṣmā + ja	unattested		0					folded-miss
kzmApAla	kṣmāpāla	20730	2	kzmA + pAla	kṣmā + pāla	unattested		0					folded-miss
kzmApa	kṣmāpa	20728	2	kzmA + pa	kṣmā + pa	unattested		0					folded-miss
kzmApati	kṣmāpati	20729	2	kzmA + pati	kṣmā + pati	unattested		0					folded-miss
kzmAvfza	kṣmāvṛṣa	20735	2	kzmA + vfza	kṣmā + vṛṣa	unattested		0					folded-miss
kzmeSa	kṣmeśa	72196	2	kzmA + ISa	kṣmā + īśa	unattested		0					folded-miss
kzuDAmAra	kṣudhāmāra	20536	2	kzuDA + mAra	kṣudhā + māra	prefix-evidence		1					folded-miss
kzudrAYjana	kṣudrāñjana	20513	2	kzudra + aYjana	kṣudra + añjana	unattested		0					folded-miss
kzudrAmalaka	kṣudrāmalaka	20516	2	kzudra + Amalaka	kṣudra + āmalaka	prefix-evidence		1					folded-miss
kzudrAmlA	kṣudrāmlā	20521	2	kzudra + amlA	kṣudra + amlā	unattested		0					folded-miss
kzudrAmlikA	kṣudrāmlikā	20522	2	kzudra + amlikA	kṣudra + amlikā	unattested		0					folded-miss
kzudrAmra	kṣudrāmra	20519	2	kzudra + Amra	kṣudra + āmra	unattested		0					folded-miss
kzudrAntra	kṣudrāntra	20514	2	kzudra + antra	kṣudra + antra	prefix-evidence		1					folded-miss
kzudraGolI	kṣudragholī	20463	2	kzudra + GolI	kṣudra + gholī	unattested		0					folded-miss
kzudraMcara	kṣudraṃcara	20472	2	kzudram + cara	kṣudram + cara	unattested		0					folded-miss
kzudraPalaka	kṣudraphalaka	20486	2	kzudra + Pala	kṣudra + phala	unattested		0					folded-miss
kzudraSIrza	kṣudraśīrṣa	20502	2	kzudra + SIrza	kṣudra + śīrṣa	unattested		0					folded-miss
kzudraSvAsa	kṣudraśvāsa	20506	2	kzudra + SvAsa	kṣudra + śvāsa	unattested		0					folded-miss
kzudraSvetA	kṣudraśvetā	20507	2	kzudra + SvetA	kṣudra + śvetā	unattested		0					folded-miss
kzudracUqa	kṣudracūḍa	20467	2	kzudra + cUqA	kṣudra + cūḍā	unattested		0					folded-miss
kzudracaYcu	kṣudracañcu	20464	2	kzudra + caYcu	kṣudra + cañcu	unattested		0					folded-miss
kzudragokzuraka	kṣudragokṣuraka	20461	2	kzudra + gokzura	kṣudra + gokṣura	unattested		0					folded-miss
kzudrahan	kṣudrahan	20510	2	kzudra + han	kṣudra + han	unattested		0					folded-miss
kzudrajIra	kṣudrajīra	20470	2	kzudra + jIra	kṣudra + jīra	unattested		0					folded-miss
kzudrajIvA	kṣudrajīvā	20471	2	kzudra + jIva	kṣudra + jīva	unattested		0					folded-miss
kzudrajantu	kṣudrajantu	20468	2	kzudra + jantu	kṣudra + jantu	unattested		0					folded-miss
kzudrakaRwakI	kṣudrakaṇṭakī	20452	2	kzudra + kaRwaka	kṣudra + kaṇṭaka	unattested		0					folded-miss
kzudrakalpa	kṣudrakalpa	20454	2	kzudra + kalpa	kṣudra + kalpa	unattested		0					folded-miss
kzudrakuzWa	kṣudrakuṣṭha	20458	2	kzudra + kuzWa	kṣudra + kuṣṭha	unattested		0					folded-miss
kzudrakxpti	kṣudrakḷpti	20459	2	kzudra + kxpti	kṣudra + kḷpti	unattested		0					folded-miss
kzudrakzura	kṣudrakṣura	20460	2	kzudra + kzura	kṣudra + kṣura	unattested		0					folded-miss
kzudramIna	kṣudramīna	20490	2	kzudra + mIna	kṣudra + mīna	prefix-evidence		1					folded-miss
kzudranAsika	kṣudranāsika	20478	2	kzudra + nAsikA	kṣudra + nāsikā	unattested		0					folded-miss
kzudrapakzika	kṣudrapakṣika	72111	2	kzudra + pakzin	kṣudra + pakṣin	unattested		0					folded-miss
kzudraparRa	kṣudraparṇa	20481	2	kzudra + parRa	kṣudra + parṇa	unattested		0					folded-miss
kzudrapatra	kṣudrapatra	20479	2	kzudra + patra	kṣudra + patra	unattested		0					folded-miss
kzudrarasa	kṣudrarasa	20492	2	kzudra + rasa	kṣudra + rasa	unattested		0					folded-miss
kzudraroga	kṣudraroga	20493	2	kzudra + roga	kṣudra + roga	unattested		0					folded-miss
kzudrasahA	kṣudrasahā	20508	2	kzudra + sahA	kṣudra + sahā	unattested		0					folded-miss
kzudravaMSA	kṣudravaṃśā	20495	2	kzudra + vaMSa	kṣudra + vaṃśa	unattested		0					folded-miss
kzudreNgudI	kṣudreṅgudī	20525	2	kzudra + iNgudI	kṣudra + iṅgudī	unattested		0					folded-miss
kzudrervAru	kṣudrervāru	20526	2	kzudra + irvAru	kṣudra + irvāru	unattested		0					folded-miss
kzudrolUka	kṣudrolūka	20530	2	kzudra + ulUka	kṣudra + ulūka	unattested		0					folded-miss
kzudropodakI	kṣudropodakī	20529	2	kzudra + upodakI	kṣudra + upodakī	unattested		0					folded-miss
kzullatAta	kṣullatāta	20578	2	kzulla + tAta	kṣulla + tāta	unattested		0					folded-miss
kzupAlu	kṣupālu	20544	2	kzupa + Alu	kṣupa + ālu	unattested		0					folded-miss
kzurANga	kṣurāṅga	20570	2	kzura + aNga	kṣura + aṅga	unattested		0					folded-miss
kzurArpaRa	kṣurārpaṇa	20571	2	kzura + arpaRa	kṣura + arpaṇa	unattested		0					folded-miss
kzuraBARqa	kṣurabhāṇḍa	20567	2	kzura + BARqa	kṣura + bhāṇḍa	prefix-evidence		1					folded-miss
kzuraBfzwi	kṣurabhṛṣṭi	20568	2	kzura + Bfzwi	kṣura + bhṛṣṭi	unattested		0					folded-miss
kzuraDAna	kṣuradhāna	20559	2	kzura + DAna	kṣura + dhāna	unattested		0					folded-miss
kzuraDAra	kṣuradhāra	20560	2	kzura + DArA	kṣura + dhārā	prefix-evidence		1					folded-miss
kzurakarRI	kṣurakarṇī	72129	2	kzura + karRa	kṣura + karṇa	unattested		0					folded-miss
kzurakriyA	kṣurakriyā	20558	2	kzura + kriyA	kṣura + kriyā	unattested		0					folded-miss
kzurakxpta	kṣurakḷpta	20557	2	kzura + kxpta	kṣura + kḷpta	unattested		0					folded-miss
kzurapatra	kṣurapatra	20562	2	kzura + patra	kṣura + patra	unattested		0					folded-miss
kzurapavi	kṣurapavi	20564	2	kzura + pavi	kṣura + pavi	unattested		0					folded-miss
kzurapra	kṣurapra	20565	2	kzura + pra	kṣura + pra	prefix-evidence		1					folded-miss
kzutkarI	kṣutkarī	20445	2	kzut + karI	kṣut + karī	unattested		0					folded-miss
kzutpipAsita	kṣutpipāsita	20446	2	kzuD + pipAsA	kṣudh + pipāsā	unattested		0					folded-miss
lANgalIzA	lāṅgalīṣā	86225	2	lANgala + IzA	lāṅgala + īṣā	unattested		0					folded-miss
lOheza	lauheṣa	87079	2	lOha + IzA	lauha + īṣā	unattested		0					folded-miss
laGUkar	laghūkar	85849	2	laGu + kar	laghu + kar	unattested		0					folded-miss
lakzIBU	lakṣībhū	85647	2	lakza + BU	lakṣa + bhū	unattested		0					folded-miss
lakzIkar	lakṣīkar	85646	2	lakza + kar	lakṣa + kar	unattested		0					folded-miss
lakzaRoru	lakṣaṇoru	85637	2	lakzaRa + Uru	lakṣaṇa + ūru	unattested		0					folded-miss
lakzahoma	lakṣahoma	85642	2	lakza + homa	lakṣa + homa	unattested		0					folded-miss
lakzmaRoru	lakṣmaṇoru	85662	2	lakzmaRa + Uru	lakṣmaṇa + ūru	unattested		0					folded-miss
laladambu	laladambu	86047	2	lalant + ambu	lalant + ambu	unattested		0					folded-miss
lalajjihva	lalajjihva	86046	2	lalant + jihvA	lalant + jihvā	unattested		0					folded-miss
leKarzaBa	lekharṣabha	86571	2	leKa + fzaBa	lekha + ṛṣabha	unattested		0					folded-miss
liNgatoBadra	liṅgatobhadra	86368	2	liNgatas + Badra	liṅgatas + bhadra	unattested		0					folded-miss
loRAmlA	loṇāmlā	86810	2	lavaRa + amlA	lavaṇa + amlā	unattested		0					folded-miss
logAkza	logākṣa	86784	2	loga + akza	loga + akṣa	unattested		0					folded-miss
lohARqa	lohāṇḍa	86965	2	loha + aRqa	loha + aṇḍa	unattested		0					folded-miss
lohAja	lohāja	86964	2	loha + aja	loha + aja	unattested		0					folded-miss
lohAkarRa	lohākarṇa	86962	2	loha + karRa	loha + karṇa	unattested		0					folded-miss
lohitAgiri	lohitāgiri	87002	2	lohita + giri	lohita + giri	unattested		0					folded-miss
lohitAkza	lohitākṣa	87000	2	lohita + akza	lohita + akṣa	attested	lohitākṣaḥ	0	lohita akṣa	2	12	0	exact
lohitAkza	lohitākṣa	87001	2	lohita + akza	lohita + akṣa	attested	lohitākṣaḥ	0	lohita akṣa	2	12	0	exact
lohitAmuKI	lohitāmukhī	87005	2	lohita + muKa	lohita + mukha	unattested		0					folded-miss
lohitIBU	lohitībhū	87020	2	lohita + BU	lohita + bhū	unattested		0					folded-miss
lolArka	lolārka	86896	2	lola + arka	lola + arka	unattested		0					folded-miss
lolalola	lolalola	86894	2	lola + lola	lola + lola	unattested		0					folded-miss
mAGapAkzika	māghapākṣika	59493	2	mAGa + pakza	māgha + pakṣa	unattested		0					folded-miss
mAMsAd	māṃsād	59442	2	mAMsa + ad	māṃsa + ad	prefix-evidence		11					folded-miss
mAMsAda	māṃsāda	59443	2	mAMsa + ada	māṃsa + ada	prefix-evidence		6					folded-miss
