headword_slp1	headword_iast	L_id	arity	members_slp1	members_iast	dcs_status	dcs_compound_raw	dcs_prefix_hits	dcs_split	dcs_arity	dcs_freq_sum	seam_no_sandhi	key_form
kuSanetra	kuśanetra	18246	2	kuSa + netra	kuśa + netra	unattested		0					folded-miss
kuSara	kuśara	18251	2	ku + Sara	ku + śara	prefix-evidence		1					folded-miss
kuSasTala	kuśasthala	18260	2	kuSa + sTala	kuśa + sthala	unattested		0					folded-miss
kuSastamba	kuśastamba	18259	2	kuSa + stamba	kuśa + stamba	attested	kuśastambaḥ	0	kuśa stamba	2	2	1	folded
kuSeSaya	kuśeśaya	18287	2	kuSe + Saya	kuśe + śaya	prefix-evidence		4					folded-miss
kuSikaMDara	kuśikaṃdhara	71211	2	kuSikam + Dara	kuśikam + dhara	unattested		0					folded-miss
kuSodakA	kuśodakā	71218	2	kuSa + udaka	kuśa + udaka	prefix-evidence		1					folded-miss
kuSruta	kuśruta	18289	2	ku + Sruta	ku + śruta	unattested		0					folded-miss
kuSvaBra	kuśvabhra	18290	2	ku + SvaBra	ku + śvabhra	unattested		0					folded-miss
kuTodarI	kuthodarī	70961	2	kuTa + udara	kutha + udara	unattested		0					folded-miss
kubaDU	kubadhū	17796	2	ku + baDU	ku + badhū	unattested		0					folded-miss
kubanDa	kubandha	17797	2	ku + banDa	ku + bandha	unattested		0					folded-miss
kubjAmraka	kubjāmraka	17811	2	kubja + Amra	kubja + āmra	unattested		0					folded-miss
kubjIkaraRa	kubjīkaraṇa	71013	2	kubja + kar	kubja + kar	unattested		0					folded-miss
kucaPala	kucaphala	17471	2	kuca + Pala	kuca + phala	unattested		0					folded-miss
kucara	kucara	17472	2	ku + cara	ku + cara	unattested		0					folded-miss
kucela	kucela	17477	2	ku + cela	ku + cela	unattested		0					folded-miss
kudAra	kudāra	70964	2	ku + dAra	ku + dāra	prefix-evidence		1					folded-miss
kudeSa	kudeśa	70967	2	ku + deSa	ku + deśa	unattested		0					folded-miss
kudeha	kudeha	17710	2	ku + deha	ku + deha	unattested		0					folded-miss
kudfzwa	kudṛṣṭa	17708	2	ku + dfzwa	ku + dṛṣṭa	unattested		0					folded-miss
kudfzwi	kudṛṣṭi	17709	2	ku + dfzwi	ku + dṛṣṭi	prefix-evidence		3					folded-miss
kudravya	kudravya	70969	2	ku + dravya	ku + dravya	unattested		0					folded-miss
kugaRin	kugaṇin	17462	2	ku + gaRa	ku + gaṇa	unattested		0					folded-miss
kugo	kugo	17463	2	ku + go	ku + go	unattested		0					folded-miss
kugrAma	kugrāma	70832	2	ku + grAma	ku + grāma	unattested		0					folded-miss
kuhvAna	kuhvāna	18408	2	ku + hvAna	ku + hvāna	unattested		0					folded-miss
kuja	kuja	17481	2	ku + ja	ku + ja	prefix-evidence		2					folded-miss
kujadina	kujadina	70848	2	kuja + dina	kuja + dina	unattested		0					folded-miss
kujana	kujana	17482	2	ku + jana	ku + jana	unattested		0					folded-miss
kujapa	kujapa	17485	2	ku + japa	ku + japa	unattested		0					folded-miss
kukAvya	kukāvya	70813	2	ku + kAvya	ku + kāvya	unattested		0					folded-miss
kukIla	kukīla	17415	2	ku + kIla	ku + kīla	unattested		0					folded-miss
kukaTA	kukathā	17410	2	ku + kaTA	ku + kathā	unattested		0					folded-miss
kukara	kukara	17412	2	ku + kara	ku + kara	unattested		0					folded-miss
kukfta	kukṛta	70817	2	ku + kfta	ku + kṛta	unattested		0					folded-miss
kukftya	kukṛtya	17430	2	ku + kftya	ku + kṛtya	unattested		0					folded-miss
kukkuvAc	kukkuvāc	17452	2	kukku + vAc	kukku + vāc	unattested		0					folded-miss
kukkuwAgiri	kukkuṭāgiri	17441	2	kukkuwa + giri	kukkuṭa + giri	unattested		0					folded-miss
kukziMBari	kukṣiṃbhari	17456	2	kukzim + Bari	kukṣim + bhari	unattested		0					folded-miss
kukziSUla	kukṣiśūla	17459	2	kukzi + SUla	kukṣi + śūla	prefix-evidence		1					folded-miss
kukziranDra	kukṣirandhra	17457	2	kukzi + ranDra	kukṣi + randhra	unattested		0					folded-miss
kulADAraka	kulādhāraka	18121	2	kula + ADAra	kula + ādhāra	unattested		0					folded-miss
kulANgAra	kulāṅgāra	18115	2	kula + aNgAra	kula + aṅgāra	prefix-evidence		1					folded-miss
kulANganA	kulāṅganā	18114	2	kula + aNganA	kula + aṅganā	prefix-evidence		1					folded-miss
kulAcArya	kulācārya	18117	2	kula + AcArya	kula + ācārya	attested	kulācāryaḥ	0	kula ācārya	2	2	0	folded
kulAcala	kulācala	18116	2	kula + acala	kula + acala	prefix-evidence		1					folded-miss
kulAdri	kulādri	18120	2	kula + adri	kula + adri	prefix-evidence		2					folded-miss
kulAkula	kulākula	18109	2	kula + akula	kula + akula	unattested		0					folded-miss
kulAnvita	kulānvita	18122	2	kula + anvita	kula + anvita	attested	kulānvitaḥ	0	kula anvita	2	4	0	folded
kulArRava	kulārṇava	18130	2	kula + arRava	kula + arṇava	unattested		0					folded-miss
kulaBAryA	kulabhāryā	18081	2	kula + BAryA	kula + bhāryā	unattested		0					folded-miss
kulaBava	kulabhava	71134	2	kula + Bava	kula + bhava	unattested		0					folded-miss
kulaDara	kuladhara	71123	2	kula + Dara	kula + dhara	unattested		0					folded-miss
kulaDarma	kuladharma	18058	2	kula + Darma	kula + dharma	attested	kuladharma	0	kula dharma	2	8	1	exact
kulaDurya	kuladhurya	18060	2	kula + Durya	kula + dhurya	attested	kuladhurya	0	kula dhurya	2	2	1	exact
kulaGna	kulaghna	18040	2	kula + Gna	kula + ghna	attested	kulaghnaḥ	0	kula ghna	2	4	1	exact
kulaMBara	kulaṃbhara	18086	2	kulam + Bara	kulam + bhara	unattested		0					folded-miss
kulaMDara	kulaṃdhara	18066	2	kulam + Dara	kulam + dhara	unattested		0					folded-miss
kulaMpuna	kulaṃpuna	18085	2	kulam + puna	kulam + puna	unattested		0					folded-miss
kulabaDU	kulabadhū	18078	2	kula + baDU	kula + badhū	unattested		0					folded-miss
kuladEva	kuladaiva	18057	2	kula + dEva	kula + daiva	unattested		0					folded-miss
kulagfha	kulagṛha	18038	2	kula + gfha	kula + gṛha	unattested		0					folded-miss
kulagiri	kulagiri	18037	2	kula + giri	kula + giri	unattested		0					folded-miss
kulagopa	kulagopa	18039	2	kula + gopa	kula + gopa	unattested		0					folded-miss
kulaguru	kulaguru	71116	2	kula + guru	kula + guru	unattested		0					folded-miss
kulajAta	kulajāta	18045	2	kula + jAta	kula + jāta	unattested		0					folded-miss
kulaja	kulaja	18043	2	kula + ja	kula + ja	attested	kulajaḥ	0	kula ja	2	12	1	folded
kulajana	kulajana	18044	2	kula + jana	kula + jana	prefix-evidence		1					folded-miss
kulakara	kulakara	18031	2	kula + kara	kula + kara	prefix-evidence		1					folded-miss
kulakzaya	kulakṣaya	18035	2	kula + kzaya	kula + kṣaya	prefix-evidence		1					folded-miss
kulamArga	kulamārga	18084	2	kula + mArga	kula + mārga	unattested		0					folded-miss
kulanAga	kulanāga	71125	2	kula + nAga	kula + nāga	unattested		0					folded-miss
kulanArI	kulanārī	18064	2	kula + nArI	kula + nārī	attested	kulanārī	0	kula nārī	2	2	1	exact
kulapAli	kulapāli	18072	2	kula + pAli	kula + pāli	prefix-evidence		1					folded-miss
kulapa	kulapa	18067	2	kula + pa	kula + pa	prefix-evidence		7					folded-miss
kulapati	kulapati	18068	2	kula + pati	kula + pati	attested	kulapatiḥ	0	kula pati	2	4	1	folded
kulapatra	kulapatra	18069	2	kula + patra	kula + patra	unattested		0					folded-miss
kulaputra	kulaputra	18073	2	kula + putra	kula + putra	attested	kulaputra	0	kula putra	2	86	1	exact
kulasAra	kulasāra	71148	2	kula + sAra	kula + sāra	unattested		0					folded-miss
kulastrI	kulastrī	18107	2	kula + strI	kula + strī	attested	kulastrī	0	kula strī	2	6	1	exact
kulatiTi	kulatithi	18050	2	kula + tiTi	kula + tithi	unattested		0					folded-miss
kulavAra	kulavāra	18092	2	kula + vAra	kula + vāra	unattested		0					folded-miss
kulavarRA	kulavarṇā	18090	2	kula + varRa	kula + varṇa	unattested		0					folded-miss
kulavfdDa	kulavṛddha	18095	2	kula + vfdDa	kula + vṛddha	prefix-evidence		1					folded-miss
kulavidyA	kulavidyā	18093	2	kula + vidyA	kula + vidyā	prefix-evidence		4					folded-miss
kulavipra	kulavipra	18094	2	kula + vipra	kula + vipra	unattested		0					folded-miss
kulavrata	kulavrata	18096	2	kula + vrata	kula + vrata	unattested		0					folded-miss
kuleSvara	kuleśvara	18169	2	kula + ISvara	kula + īśvara	unattested		0					folded-miss
kuliNgAkzI	kuliṅgākṣī	18141	2	kuliNga + akza	kuliṅga + akṣa	unattested		0					folded-miss
kuliNga	kuliṅga	18139	2	ku + liNga	ku + liṅga	prefix-evidence		3					folded-miss
kuliSa	kuliśa	18146	2	ku + liSa	ku + liśa	prefix-evidence		3					folded-miss
kulikavelA	kulikavelā	18138	2	kulika + velA	kulika + velā	unattested		0					folded-miss
kulodBava	kulodbhava	18172	2	kula + udBava	kula + udbhava	unattested		0					folded-miss
kulodgata	kulodgata	18171	2	kula + udgata	kula + udgata	unattested		0					folded-miss
kulotkawa	kulotkaṭa	18170	2	kula + utkawa	kula + utkaṭa	unattested		0					folded-miss
kuluYca	kuluñca	18165	2	ku + luYca	ku + luñca	unattested		0					folded-miss
kumArISa	kumārīśa	71057	2	kumArI + ISa	kumārī + īśa	unattested		0					folded-miss
kumArga	kumārga	17860	2	ku + mArga	ku + mārga	unattested		0					folded-miss
kumAridA	kumāridā	17852	2	kumArI + dA	kumārī + dā	unattested		0					folded-miss
kumAridatta	kumāridatta	71054	2	kumArI + datta	kumārī + datta	unattested		0					folded-miss
kumBakarRa	kumbhakarṇa	17892	2	kumBa + karRa	kumbha + karṇa	prefix-evidence		10					folded-miss
kumBimada	kumbhimada	17927	2	kumBin + mada	kumbhin + mada	unattested		0					folded-miss
kumBinIvIja	kumbhinīvīja	17925	2	kumBinI + vIja	kumbhinī + vīja	unattested		0					folded-miss
kumBipAkI	kumbhipākī	17926	2	kumBin + pAka	kumbhin + pāka	unattested		0					folded-miss
kumanIza	kumanīṣa	17824	2	ku + manIzA	ku + manīṣā	unattested		0					folded-miss
kumantra	kumantra	17826	2	ku + mantra	ku + mantra	prefix-evidence		1					folded-miss
kumati	kumati	17822	2	ku + mati	ku + mati	prefix-evidence		1					folded-miss
kumeru	kumeru	17881	2	ku + meru	ku + meru	prefix-evidence		1					folded-miss
kumitra	kumitra	17863	2	ku + mitra	ku + mitra	unattested		0					folded-miss
kumuKa	kumukha	17864	2	ku + muKa	ku + mukha	unattested		0					folded-miss
kumud	kumud	17865	2	ku + mud	ku + mud	prefix-evidence		29					folded-miss
kumudAkza	kumudākṣa	17872	2	kumuda + akza	kumuda + akṣa	unattested		0					folded-miss
kumudAvAsa	kumudāvāsa	17874	2	kumuda + AvAsa	kumuda + āvāsa	unattested		0					folded-miss
kumuda	kumuda	17866	2	ku + mudA	ku + mudā	prefix-evidence		16					folded-miss
kumudeSa	kumudeśa	17878	2	kumuda + ISa	kumuda + īśa	unattested		0					folded-miss
kunABi	kunābhi	17735	2	ku + nABi	ku + nābhi	unattested		0					folded-miss
kunATa	kunātha	17732	2	ku + nATa	ku + nātha	unattested		0					folded-miss
kunIti	kunīti	17743	2	ku + nIti	ku + nīti	unattested		0					folded-miss
kunaKa	kunakha	17725	2	ku + naKa	ku + nakha	unattested		0					folded-miss
kunadikA	kunadikā	17728	2	ku + nadI	ku + nadī	unattested		0					folded-miss
kunalin	kunalin	17730	2	ku + nala	ku + nala	unattested		0					folded-miss
kunetraka	kunetraka	70982	2	ku + netra	ku + netra	unattested		0					folded-miss
kunfpa	kunṛpa	70981	2	ku + nfpa	ku + nṛpa	unattested		0					folded-miss
kupARi	kupāṇi	17779	2	ku + pARi	ku + pāṇi	unattested		0					folded-miss
kupIlu	kupīlu	17785	2	ku + pIlu	ku + pīlu	unattested		0					folded-miss
kupUya	kupūya	17789	2	ku + pUya	ku + pūya	unattested		0					folded-miss
kupaTa	kupatha	17772	2	ku + paTa	ku + patha	prefix-evidence		1					folded-miss
kupawa	kupaṭa	17770	2	ku + pawa	ku + paṭa	unattested		0					folded-miss
kuplava	kuplava	17795	2	ku + plava	ku + plava	unattested		0					folded-miss
kupraBu	kuprabhu	71000	2	ku + praBu	ku + prabhu	unattested		0					folded-miss
kupriya	kupriya	17794	2	ku + priya	ku + priya	unattested		0					folded-miss
kuputra	kuputra	17786	2	ku + putra	ku + putra	unattested		0					folded-miss
kurAjan	kurājan	17969	2	ku + rAjan	ku + rājan	unattested		0					folded-miss
kurUpa	kurūpa	18016	2	ku + rUpa	ku + rūpa	unattested		0					folded-miss
kurUpya	kurūpya	18017	2	ku + rUpya	ku + rūpya	unattested		0					folded-miss
kurasa	kurasa	17968	2	ku + rasa	ku + rasa	unattested		0					folded-miss
kurucara	kurucara	17984	2	kuru + cara	kuru + cara	unattested		0					folded-miss
kuruhAra	kuruhāra	18014	2	kuru + hAra	kuru + hāra	unattested		0					folded-miss
kurukandaka	kurukandaka	17978	2	kuru + kanda	kuru + kanda	unattested		0					folded-miss
kurukzetra	kurukṣetra	17980	2	kuru + kzetra	kuru + kṣetra	prefix-evidence		2					folded-miss
kurunadikA	kurunadikā	17995	2	kuru + nadI	kuru + nadī	unattested		0					folded-miss
kurupaTa	kurupatha	17996	2	kuru + paTa	kuru + patha	unattested		0					folded-miss
kurutIrTa	kurutīrtha	17994	2	kuru + tIrTa	kuru + tīrtha	unattested		0					folded-miss
kuruvaSa	kuruvaśa	18005	2	kuru + vaSa	kuru + vaśa	unattested		0					folded-miss
kuruvarRaka	kuruvarṇaka	18004	2	kuru + varRa	kuru + varṇa	unattested		0					folded-miss
kuruvatsa	kuruvatsa	18003	2	kuru + vatsa	kuru + vatsa	unattested		0					folded-miss
kusIda	kusīda	18336	2	ku + sIda	ku + sīda	prefix-evidence		6					folded-miss
kusfti	kusṛti	18373	2	ku + sfti	ku + sṛti	prefix-evidence		2					folded-miss
kusmay	kusmay	18380	2	ku + smaya	ku + smaya	unattested		0					folded-miss
kustrI	kustrī	18379	2	ku + strI	ku + strī	unattested		0					folded-miss
kusumADipa	kusumādhipa	18359	2	kusuma + aDipa	kusuma + adhipa	unattested		0					folded-miss
kusumAYjali	kusumāñjali	18357	2	kusuma + aYjali	kusuma + añjali	unattested		0					folded-miss
kusumAYjana	kusumāñjana	18356	2	kusuma + aYjana	kusuma + añjana	unattested		0					folded-miss
kusumAkara	kusumākara	18355	2	kusuma + Akara	kusuma + ākara	unattested		0					folded-miss
kusumAsava	kusumāsava	18362	2	kusuma + Asava	kusuma + āsava	unattested		0					folded-miss
kusumAstra	kusumāstra	18363	2	kusuma + astra	kusuma + astra	prefix-evidence		1					folded-miss
kusumAtmaka	kusumātmaka	18358	2	kusuma + Atman	kusuma + ātman	unattested		0					folded-miss
kusumAyuDa	kusumāyudha	18360	2	kusuma + AyuDa	kusuma + āyudha	prefix-evidence		4					folded-miss
kusvAmin	kusvāmin	18381	2	ku + svAmin	ku + svāmin	unattested		0					folded-miss
kutIrTa	kutīrtha	17673	2	ku + tIrTa	ku + tīrtha	unattested		0					folded-miss
kutanaya	kutanaya	17660	2	ku + tanaya	ku + tanaya	unattested		0					folded-miss
kutanu	kutanu	17661	2	ku + tanu	ku + tanu	unattested		0					folded-miss
kutarka	kutarka	17666	2	ku + tarka	ku + tarka	unattested		0					folded-miss
kutfRa	kutṛṇa	17683	2	ku + tfRa	ku + tṛṇa	unattested		0					folded-miss
kutomUla	kutomūla	17685	2	kutam + mUla	kutam + mūla	unattested		0					folded-miss
kutsakuSikikA	kutsakuśikikā	17691	2	kutsa + kuSika	kutsa + kuśika	unattested		0					folded-miss
kutsaputra	kutsaputra	17693	2	kutsa + putra	kutsa + putra	prefix-evidence		1					folded-miss
kuvAc	kuvāc	18214	2	ku + vAc	ku + vāc	unattested		0					folded-miss
kuvAda	kuvāda	18216	2	ku + vAda	ku + vāda	unattested		0					folded-miss
kuvAkya	kuvākya	18213	2	ku + vAkya	ku + vākya	unattested		0					folded-miss
kuvEdya	kuvaidya	18232	2	ku + vEdya	ku + vaidya	prefix-evidence		2					folded-miss
kuvaNga	kuvaṅga	18192	2	ku + vaNga	ku + vaṅga	unattested		0					folded-miss
kuvaca	kuvaca	18193	2	ku + vaca	ku + vaca	unattested		0					folded-miss
kuvada	kuvada	18195	2	ku + vada	ku + vada	unattested		0					folded-miss
kuvajraka	kuvajraka	18194	2	ku + vajra	ku + vajra	unattested		0					folded-miss
kuvakra	kuvakra	71179	2	ku + vakra	ku + vakra	unattested		0					folded-miss
kuvalASva	kuvalāśva	18211	2	kuvala + aSva	kuvala + aśva	unattested		0					folded-miss
kuvalayeSa	kuvalayeśa	18210	2	kuvalaya + ISa	kuvalaya + īśa	unattested		0					folded-miss
kuvaleSaya	kuvaleśaya	18212	2	kuvale + Saya	kuvale + śaya	unattested		0					folded-miss
kuvarza	kuvarṣa	18198	2	ku + varza	ku + varṣa	unattested		0					folded-miss
kuveRA	kuveṇā	18228	2	ku + veRA	ku + veṇā	unattested		0					folded-miss
kuwIgu	kuṭīgu	17539	2	kuwI + go	kuṭī + go	unattested		0					folded-miss
kuwIkfta	kuṭīkṛta	17538	2	kuwi + kfta	kuṭi + kṛta	unattested		0					folded-miss
kuwIkuwa	kuṭīkuṭa	17537	2	kuwI + kuwa	kuṭī + kuṭa	unattested		0					folded-miss
kuwImuKa	kuṭīmukha	17543	2	kuwI + muKa	kuṭī + mukha	unattested		0					folded-miss
kuwicara	kuṭicara	17530	2	kuwi + cara	kuṭi + cara	unattested		0					folded-miss
kuyavAc	kuyavāc	17944	2	kuya + vAc	kuya + vāc	unattested		0					folded-miss
kuyoni	kuyoni	17946	2	ku + yoni	ku + yoni	prefix-evidence		1					folded-miss
kuzWANga	kuṣṭhāṅga	18318	2	kuzWa + aNga	kuṣṭha + aṅga	unattested		0					folded-miss
kuzWAri	kuṣṭhāri	18319	2	kuzWa + ari	kuṣṭha + ari	unattested		0					folded-miss
kuzWa	kuṣṭha	18306	2	ku + sTa	ku + stha	prefix-evidence		101					folded-miss
kuzWaGna	kuṣṭhaghna	18310	2	kuzWa + Gna	kuṣṭha + ghna	prefix-evidence		2					folded-miss
kuzWaganDi	kuṣṭhagandhi	18309	2	kuzWa + ganDi	kuṣṭha + gandhi	prefix-evidence		1					folded-miss
kuzWahantar	kuṣṭhahantar	18316	2	kuzWa + hantar	kuṣṭha + hantar	unattested		0					folded-miss
kuzWahft	kuṣṭhahṛt	18317	2	kuzWa + hft	kuṣṭha + hṛt	unattested		0					folded-miss
kuzWaketu	kuṣṭhaketu	18308	2	kuzWa + ketu	kuṣṭha + ketu	unattested		0					folded-miss
kuzWala	kuṣṭhala	18313	2	ku + sTala	ku + sthala	unattested		0					folded-miss
kuzWasUdana	kuṣṭhasūdana	18315	2	kuzWa + sUdana	kuṣṭha + sūdana	unattested		0					folded-miss
kuzaRqa	kuṣaṇḍa	18292	2	ku + zaRqa	ku + ṣaṇḍa	unattested		0					folded-miss
kuzavA	kuṣavā	18294	2	ku + sava	ku + sava	unattested		0					folded-miss
kvATodBava	kvāthodbhava	20072	2	kvATa + udBava	kvātha + udbhava	unattested		0					folded-miss
kvAcitka	kvācitka	71973	2	kva + cid	kva + cid	unattested		0					folded-miss
kvaha	kvaha	71972	2	ku + aha	ku + aha	unattested		0					folded-miss
kxptaDUpa	kḷptadhūpa	18995	2	kxpta + DUpa	kḷpta + dhūpa	unattested		0					folded-miss
kxptakIla	kḷptakīla	18994	2	kxpta + kIla	kḷpta + kīla	unattested		0					folded-miss
kzAmAprasTa	kṣāmāprastha	20231	2	kzAmA + prasTa	kṣāmā + prastha	unattested		0					folded-miss
kzAmIkar	kṣāmīkar	72038	2	kzAma + kar	kṣāma + kar	unattested		0					folded-miss
kzAnta	kṣānta	72034	2	kza + anta	kṣa + anta	unattested		0					folded-miss
kzArAYjana	kṣārāñjana	20262	2	kzAra + aYjana	kṣāra + añjana	prefix-evidence		1					folded-miss
kzArAcCa	kṣārāccha	20261	2	kzAra + acCa	kṣāra + accha	unattested		0					folded-miss
kzArAgada	kṣārāgada	20260	2	kzAra + agada	kṣāra + agada	unattested		0					folded-miss
kzArAkza	kṣārākṣa	20259	2	kzAra + akza	kṣāra + akṣa	unattested		0					folded-miss
kzArAmbu	kṣārāmbu	20263	2	kzAra + ambu	kṣāra + ambu	attested	kṣārāmbu	0	kṣāra ambu	2	2	0	exact
kzArAmbuDi	kṣārāmbudhi	20264	2	kzAra + ambuDi	kṣāra + ambudhi	unattested		0					folded-miss
kzAraBUmi	kṣārabhūmi	20248	2	kzAra + BUmi	kṣāra + bhūmi	unattested		0					folded-miss
kzAraSrezWa	kṣāraśreṣṭha	20255	2	kzAra + SrezWa	kṣāra + śreṣṭha	unattested		0					folded-miss
kzAradalA	kṣāradalā	20243	2	kzAra + dala	kṣāra + dala	unattested		0					folded-miss
kzAradru	kṣāradru	20244	2	kzAra + dru	kṣāra + dru	unattested		0					folded-miss
kzArakftya	kṣārakṛtya	20240	2	kzAra + kftya	kṣāra + kṛtya	unattested		0					folded-miss
kzAramaDya	kṣāramadhya	20249	2	kzAra + maDya	kṣāra + madhya	unattested		0					folded-miss
kzArameha	kṣārameha	20252	2	kzAra + meha	kṣāra + meha	unattested		0					folded-miss
kzAranadI	kṣāranadī	20245	2	kzAra + nadI	kṣāra + nadī	unattested		0					folded-miss
kzArapAla	kṣārapāla	20247	2	kzAra + pAla	kṣāra + pāla	unattested		0					folded-miss
kzArapatra	kṣārapatra	20246	2	kzAra + patra	kṣāra + patra	unattested		0					folded-miss
kzArasUtra	kṣārasūtra	20258	2	kzAra + sUtra	kṣāra + sūtra	unattested		0					folded-miss
kzAratEla	kṣārataila	20242	2	kzAra + tEla	kṣāra + taila	unattested		0					folded-miss
kzAravfkza	kṣāravṛkṣa	20254	2	kzAra + vfkza	kṣāra + vṛkṣa	unattested		0					folded-miss
kzAroda	kṣāroda	20267	2	kzAra + uda	kṣāra + uda	prefix-evidence		7					folded-miss
kzArodaDi	kṣārodadhi	20269	2	kzAra + udaDi	kṣāra + udadhi	unattested		0					folded-miss
kzArodaka	kṣārodaka	20268	2	kAra + udaka	kāra + udaka	prefix-evidence		4					folded-miss
kzEtrajitya	kṣaitrajitya	20678	2	kzetra + jit	kṣetra + jit	unattested		0					folded-miss
kzIRamohaka	kṣīṇamohaka	72081	2	kzIRa + moha	kṣīṇa + moha	unattested		0					folded-miss
kzIRatamas	kṣīṇatamas	20346	2	kzIRa + tamas	kṣīṇa + tamas	unattested		0					folded-miss
kzIrAbDi	kṣīrābdhi	20417	2	kzIra + abDi	kṣīra + abdhi	prefix-evidence		4					folded-miss
kzIrAbDija	kṣīrābdhija	20418	2	kzIrAbDi + ja	kṣīrābdhi + ja	unattested		0					folded-miss
kzIrAhva	kṣīrāhva	20423	2	kzIra + AhvA	kṣīra + āhvā	unattested		0					folded-miss
kzIrAmbuDi	kṣīrāmbudhi	20420	2	kzIra + ambuDi	kṣīra + ambudhi	unattested		0					folded-miss
kzIrAnna	kṣīrānna	119668	2	kzIra + anna	kṣīra + anna	prefix-evidence		2					folded-miss
kzIrOdana	kṣīraudana	20432	2	kzIra + odana	kṣīra + odana	prefix-evidence		3					folded-miss
kzIraBfta	kṣīrabhṛta	20384	2	kzIra + Bfta	kṣīra + bhṛta	unattested		0					folded-miss
kzIraDAtrI	kṣīradhātrī	20373	2	kzIra + DAtrI	kṣīra + dhātrī	unattested		0					folded-miss
kzIraDara	kṣīradhara	20372	2	kzIra + Dara	kṣīra + dhara	unattested		0					folded-miss
kzIraDenu	kṣīradhenu	20374	2	kzIra + Denu	kṣīra + dhenu	unattested		0					folded-miss
kzIraGfta	kṣīraghṛta	20364	2	kzIra + Gfta	kṣīra + ghṛta	prefix-evidence		2					folded-miss
kzIraSIrza	kṣīraśīrṣa	20402	2	kzIra + SIrza	kṣīra + śīrṣa	unattested		0					folded-miss
kzIraSara	kṣīraśara	20401	2	kzIra + Sara	kṣīra + śara	unattested		0					folded-miss
kzIraSrI	kṣīraśrī	20405	2	kzIra + SrI	kṣīra + śrī	unattested		0					folded-miss
kzIraSukla	kṣīraśukla	20404	2	kzIra + Sukla	kṣīra + śukla	unattested		0					folded-miss
kzIraSukrA	kṣīraśukrā	20403	2	kzIra + Sukra	kṣīra + śukra	unattested		0					folded-miss
kzIradAtrI	kṣīradātrī	20370	2	kzIra + dAtrI	kṣīra + dātrī	prefix-evidence		1					folded-miss
kzIradala	kṣīradala	20369	2	kzIra + dala	kṣīra + dala	unattested		0					folded-miss
kzIradruma	kṣīradruma	20371	2	kzIra + druma	kṣīra + druma	unattested		0					folded-miss
kzIragarBa	kṣīragarbha	20363	2	kzIra + garBa	kṣīra + garbha	unattested		0					folded-miss
kzIrahrada	kṣīrahrada	20416	2	kzIra + hrada	kṣīra + hrada	unattested		0					folded-miss
kzIraja	kṣīraja	20365	2	kzIra + ja	kṣīra + ja	prefix-evidence		4					folded-miss
kzIrakARqaka	kṣīrakāṇḍaka	20358	2	kzIra + kARqa	kṣīra + kāṇḍa	unattested		0					folded-miss
kzIrakAzWA	kṣīrakāṣṭhā	20359	2	kzIra + kAzWa	kṣīra + kāṣṭha	unattested		0					folded-miss
kzIrakIwa	kṣīrakīṭa	20360	2	kzIra + kIwa	kṣīra + kīṭa	unattested		0					folded-miss
kzIrakaRWa	kṣīrakaṇṭha	20354	2	kzIra + kaRWa	kṣīra + kaṇṭha	unattested		0					folded-miss
kzIrakalamBa	kṣīrakalambha	20356	2	kzIra + kalamBa	kṣīra + kalambha	unattested		0					folded-miss
kzIrakanda	kṣīrakanda	20355	2	kzIra + kanda	kṣīra + kanda	prefix-evidence		6					folded-miss
kzIrakzava	kṣīrakṣava	20361	2	kzIra + kzava	kṣīra + kṣava	unattested		0					folded-miss
kzIralatA	kṣīralatā	20390	2	kzIra + latA	kṣīra + latā	unattested		0					folded-miss
kzIranASa	kṣīranāśa	20375	2	kzIra + nASa	kṣīra + nāśa	unattested		0					folded-miss
kzIranIra	kṣīranīra	20377	2	kzIra + nIra	kṣīra + nīra	unattested		0					folded-miss
kzIraniDi	kṣīranidhi	20376	2	kzIra + niDi	kṣīra + nidhi	unattested		0					folded-miss
kzIrapARa	kṣīrapāṇa	20382	2	kzIra + pAna	kṣīra + pāna	unattested		0					folded-miss
kzIrapAka	kṣīrapāka	20381	2	kzIra + pAka	kṣīra + pāka	prefix-evidence		1					folded-miss
kzIrapa	kṣīrapa	20378	2	kzIra + pa	kṣīra + pa	prefix-evidence		3					folded-miss
kzIraparRin	kṣīraparṇin	20379	2	kzIra + parRa	kṣīra + parṇa	unattested		0					folded-miss
kzIrasAra	kṣīrasāra	20412	2	kzIra + sAra	kṣīra + sāra	unattested		0					folded-miss
kzIratEla	kṣīrataila	20367	2	kzIra + tEla	kṣīra + taila	unattested		0					folded-miss
kzIravAri	kṣīravāri	20393	2	kzIra + vAri	kṣīra + vāri	prefix-evidence		1					folded-miss
kzIravfkza	kṣīravṛkṣa	20399	2	kzIra + vfkza	kṣīra + vṛkṣa	prefix-evidence		7					folded-miss
kzIravrata	kṣīravrata	20400	2	kzIra + vrata	kṣīra + vrata	unattested		0					folded-miss
kzIroda	kṣīroda	20429	2	kzIra + uda	kṣīra + uda	prefix-evidence		13					folded-miss
kzIrodaDi	kṣīrodadhi	20430	2	kzIra + udaDi	kṣīra + udadhi	unattested		0					folded-miss
kzIrormi	kṣīrormi	20431	2	kzIra + Urmi	kṣīra + ūrmi	attested	kṣīrormiḥ	0	kṣīra ūrmi	2	2	0	folded
