headword_slp1	headword_iast	L_id	arity	members_slp1	members_iast
nemanATa	nemanātha	40838	2	nema + nATa	nema + nātha
netrAYjana	netrāñjana	40807	2	netra + aYjana	netra + añjana
netrAmBas	netrāmbhas	40812	2	netra + amBas	netra + ambhas
netrAmbu	netrāmbu	40811	2	netra + ambu	netra + ambu
netrAnta	netrānta	40808	2	netra + anta	netra + anta
netrAri	netrāri	40813	2	netra + ari	netra + ari
netrOzaDa	netrauṣadha	40816	2	netra + OzaDa	netra + auṣadha
netracCada	netracchada	40782	2	netra + Cada	netra + chada
netraja	netraja	40783	2	netra + ja	netra + ja
netrajala	netrajala	40784	2	netra + jala	netra + jala
netrakoza	netrakoṣa	40781	2	netra + koza	netra + koṣa
netramInA	netramīnā	40792	2	netra + mIna	netra + mīna
netramuz	netramuṣ	40793	2	netra + muz	netra + muṣ
netrapuzkarA	netrapuṣkarā	40790	2	netra + puzkara	netra + puṣkara
netraroga	netraroga	40797	2	netra + roga	netra + roga
netrarogahan	netrarogahan	40799	2	netraroga + han	netraroga + han
netraruj	netraruj	40796	2	netra + ruj	netra + ruj
netravAri	netravāri	40803	2	netra + vAri	netra + vāri
netraviz	netraviṣ	40804	2	netra + viz	netra + viṣ
netraviza	netraviṣa	40805	2	netra + viza	netra + viṣa
netrayoni	netrayoni	40794	2	netra + yoni	netra + yoni
neyapAla	neyapāla	40848	2	neya + pAla	neya + pāla
nezwa	neṣṭa	40856	2	na + izwa	na + iṣṭa
nfDUta	nṛdhūta	40663	2	nar + DUta	nar + dhūta
nfSaMsa	nṛśaṃsa	40740	2	nar + SaMsa	nar + śaṃsa
nfSfNga	nṛśṛṅga	40744	2	nar + SfNga	nar + śṛṅga
nfbAhu	nṛbāhu	40711	2	nar + bAhu	nar + bāhu
nfdeva	nṛdeva	40661	2	nar + deva	nar + deva
nfga	nṛga	40643	2	nar + ga	nar + ga
nfhan	nṛhan	40766	2	nar + han	nar + han
nfhari	nṛhari	40767	2	nar + hari	nar + hari
nfjala	nṛjala	40647	2	nar + jala	nar + jala
nfjit	nṛjit	40648	2	nar + jit	nar + jit
nfkuwa	nṛkuṭa	40641	2	nar + kuwa	nar + kuṭa
nfloka	nṛloka	40731	2	nar + loka	nar + loka
nfmAMsa	nṛmāṃsa	40721	2	nar + mAMsa	nar + māṃsa
nfmaRas	nṛmaṇas	40714	2	nar + manas	nar + manas
nfmana	nṛmana	40718	2	nar + mana	nar + mana
nfmara	nṛmara	40720	2	nar + mara	nar + mara
nfmeDa	nṛmedha	40725	2	nar + meDa	nar + medha
nfmeDa	nṛmedha	40726	2	nar + meDA	nar + medhā
nfmeGa	nṛmegha	40724	2	nar + meGa	nar + megha
nfpAMSa	nṛpāṃśa	40688	2	nfpa + aMSa	nṛpa + aṃśa
nfpARa	nṛpāṇa	40691	2	nar + pAna	nar + pāna
nfpAkfzwa	nṛpākṛṣṭa	40689	2	nfpa + Akfzwa	nṛpa + ākṛṣṭa
nfpAla	nṛpāla	40701	2	nar + pAla	nar + pāla
nfpAmaya	nṛpāmaya	40699	2	nfpa + Amaya	nṛpa + āmaya
nfpAnna	nṛpānna	40696	2	nfpa + anna	nṛpa + anna
nfpAtmaja	nṛpātmaja	40693	2	nfpa + Atmaja	nṛpa + ātmaja
nfpa	nṛpa	40665	2	nar + pa	nar + pa
nfpaSu	nṛpaśu	40685	2	nar + paSu	nar + paśu
nfpadruma	nṛpadruma	40674	2	nfpa + druma	nṛpa + druma
nfpagfha	nṛpagṛha	40668	2	nfpa + gfha	nṛpa + gṛha
nfpaliNga	nṛpaliṅga	40682	2	nfpa + liNga	nṛpa + liṅga
nfpamANgalyaka	nṛpamāṅgalyaka	40679	2	nfpa + mANgalya	nṛpa + māṅgalya
nfpamAna	nṛpamāna	40680	2	nfpa + mAna	nṛpa + māna
nfpapriya	nṛpapriya	40675	2	nfpa + priya	nṛpa + priya
nfpasaBa	nṛpasabha	40686	2	nfpa + saBA	nṛpa + sabhā
nfpavfkza	nṛpavṛkṣa	40684	2	nfpa + vfkza	nṛpa + vṛkṣa
nfsena	nṛsena	40764	2	nar + senA	nar + senā
nfsiMha	nṛsiṃha	40756	2	nar + siMha	nar + siṃha
nfsoma	nṛsoma	40765	2	nar + soma	nar + soma
nfvAhaRa	nṛvāhaṇa	40736	2	nar + vAhana	nar + vāhana
nfyajYa	nṛyajña	40729	2	nar + yajYa	nar + yajña
nfzA	nṛṣā	40751	2	nar + sA	nar + sā
nfzAti	nṛṣāti	40753	2	nar + sAti	nar + sāti
nfzUta	nṛṣūta	40755	2	nar + sUta	nar + sūta
nfzad	nṛṣad	40745	2	nar + sad	nar + sad
nfzadana	nṛṣadana	40746	2	nar + sadana	nar + sadana
nfzah	nṛṣah	40749	2	nar + sah	nar + sah
niBIma	nibhīma	39016	2	ni + BIma	ni + bhīma
niDISa	nidhīśa	77131	2	niDi + ISa	nidhi + īśa
niDISvara	nidhīśvara	38935	2	niDi + ISvara	nidhi + īśvara
niDanaBUta	nidhanabhūta	38913	2	ni + BUta	ni + bhūta
niDipA	nidhipā	38931	2	niDi + pA	nidhi + pā
niDruva	nidhruva	38940	2	ni + Druva	ni + dhruva
niDruvi	nidhruvi	38941	2	ni + Druvi	ni + dhruvi
niHSUka	niḥśūka	39990	2	nis + SUka	nis + śūka
niHSaNka	niḥśaṅka	39978	2	nis + SaNkA	nis + śaṅkā
niHSalAka	niḥśalāka	39985	2	nis + SalAkA	nis + śalākā
niHSama	niḥśama	39981	2	nis + Sama	nis + śama
niHSatru	niḥśatru	77471	2	nis + Satru	nis + śatru
niHSeza	niḥśeṣa	39991	2	nis + Seza	nis + śeṣa
niHSoka	niḥśoka	39994	2	nis + Soka	nis + śoka
niHSrI	niḥśrī	39999	2	nis + SrI	nis + śrī
niHSreyasa	niḥśreyasa	40002	2	nis + Sreyas	nis + śreyas
niHSukra	niḥśukra	39989	2	nis + Sukra	nis + śukra
niHkzatra	niḥkṣatra	38662	2	nis + kzatra	nis + kṣatra
niHsAla	niḥsāla	40349	2	nis + sAlA	nis + sālā
niHsAra	niḥsāra	40346	2	nis + sAra	nis + sāra
niHsaMKya	niḥsaṃkhya	40324	2	nis + saMKyA	nis + saṃkhyā
niHsaMjYa	niḥsaṃjña	40327	2	nis + saMjYA	nis + saṃjñā
niHsaha	niḥsaha	40341	2	nis + saha	nis + saha
niHsneha	niḥsneha	40354	2	nis + sneha	nis + sneha
niHspanda	niḥspanda	77573	2	nis + spanda	nis + spanda
niHspfha	niḥspṛha	40356	2	nis + spfhA	nis + spṛhā
niHsuKa	niḥsukha	40351	2	nis + suKa	nis + sukha
niHsvAmika	niḥsvāmika	77579	2	nis + svAmin	nis + svāmin
niHsva	niḥsva	40360	2	nis + sva	nis + sva
niHsvana	niḥsvana	77575	2	nis + svana	nis + svana
niHzama	niḥṣama	40248	2	nis + sama	nis + sama
niKarvawa	nikharvaṭa	38739	2	ni + Karvawa	ni + kharvaṭa
niKila	nikhila	38743	2	nis + Kila	nis + khila
niPalA	niphalā	38996	2	ni + Pala	ni + phala
niRij	niṇij	38835	2	ni + nij	ni + nij
niSADISa	niśādhīśa	39893	2	niSA + aDISa	niśā + adhīśa
niSAdi	niśādi	39892	2	niSA + Adi	niśā + ādi
niSAhvA	niśāhvā	39922	2	niSA + AhvA	niśā + āhvā
niSAnDa	niśāndha	39900	2	niSA + anDa	niśā + andha
niSAnta	niśānta	39898	2	niSA + anta	niśā + anta
niSAtyaya	niśātyaya	39888	2	niSA + atyaya	niśā + atyaya
niSAwa	niśāṭa	39883	2	niSA + awa	niśā + aṭa
niSAwana	niśāṭana	39885	2	niSA + awana	niśā + aṭana
niSCeda	niścheda	39967	2	nis + Ceda	nis + cheda
niSCidra	niśchidra	39966	2	nis + Cidra	nis + chidra
niSEta	niśaita	39939	2	niSA + eta	niśā + eta
niSaWa	niśaṭha	39870	2	ni + SaWa	ni + śaṭha
niScOra	niścaura	39963	2	nis + cOra	nis + caura
niScalANga	niścalāṅga	39949	2	niScala + aNga	niścala + aṅga
niScala	niścala	39948	2	nis + cala	nis + cala
niScapraca	niścapraca	39943	2	niSca + praca	niśca + praca
niScara	niścara	39947	2	nis + cara	nis + cara
niScatvAriMSa	niścatvāriṃśa	39942	2	nis + catvAriMSat	nis + catvāriṃśat
niScetana	niścetana	39959	2	nis + cetanA	nis + cetanā
niScezwa	niśceṣṭa	39961	2	nis + cezwA	nis + ceṣṭā
niScinta	niścinta	39955	2	nis + cintA	nis + cintā
niSeSa	niśeśa	39938	2	niSA + ISa	niśā + īśa
niSipuzpA	niśipuṣpā	39928	2	niSi + puzpa	niśi + puṣpa
niSotsarga	niśotsarga	39940	2	niSA + utsarga	niśā + utsarga
nibala	nibala	39008	2	ni + bala	ni + bala
nidadru	nidadru	38880	2	nida + dru	nida + dru
nigaRa	nigaṇa	38749	2	ni + gaRa	ni + gaṇa
nijAnukA	nijānukā	38830	2	ni + jAnu	ni + jānu
nijaGAsa	nijaghāsa	38825	2	nija + GAsa	nija + ghāsa
nijamukta	nijamukta	38829	2	nija + mukta	nija + mukta
nikAyAntarIya	nikāyāntarīya	38685	2	nikAya + antara	nikāya + antara
nikUla	nikūla	38709	2	ni + kUla	ni + kūla
nikakza	nikakṣa	38666	2	ni + kakza	ni + kakṣa
nikawa	nikaṭa	38667	2	ni + kawa	ni + kaṭa
nikulInikA	nikulīnikā	38708	2	ni + kula	ni + kula
nikumBilA	nikumbhilā	38706	2	ni + kumBila	ni + kumbhila
nikumBita	nikumbhita	38705	2	ni + kumBa	ni + kumbha
nimISvara	nimīśvara	39055	2	nimi + ISvara	nimi + īśvara
nimUlam	nimūlam	39056	2	ni + mUla	ni + mūla
nimittIBU	nimittībhū	39045	2	nimitta + BU	nimitta + bhū
nimittIkar	nimittīkar	39044	2	nimitta + kar	nimitta + kar
nimnagA	nimnagā	39069	2	nimna + gA	nimna + gā
nimnagata	nimnagata	39068	2	nimna + gata	nimna + gata
ninditASva	ninditāśva	77135	2	nindita + aSva	nindita + aśva
nipAda	nipāda	38985	2	ni + pAda	ni + pāda
nipalASam	nipalāśam	38976	2	ni + palASa	ni + palāśa
nipriyAy	nipriyāy	38995	2	ni + priya	ni + priya
nipur	nipur	38994	2	ni + pur	ni + pur
nirADi	nirādhi	39251	2	nis + ADi	nis + ādhi
nirASa	nirāśa	39277	2	nis + ASA	nis + āśā
nirASaNka	nirāśaṅka	39279	2	nis + ASaNkA	nis + āśaṅkā
nirASin	nirāśin	39280	2	nis + ASA	nis + āśā
nirAga	nirāga	39235	2	ni + rAga	ni + rāga
nirAhAvant	nirāhāvant	39290	2	nis + AhAva	nis + āhāva
nirAkANkza	nirākāṅkṣa	39226	2	nis + AkANkzA	nis + ākāṅkṣā
nirAkfti	nirākṛti	39231	2	nis + Akfti	nis + ākṛti
nirAmAlu	nirāmālu	39263	2	nis + Ama	nis + āma
nirAmaya	nirāmaya	39259	2	nis + Amaya	nis + āmaya
nirAsTa	nirāstha	77254	2	nis + AsTA	nis + āsthā
nirAtmaka	nirātmaka	39243	2	nis + Atman	nis + ātman
nirAvarza	nirāvarṣa	39276	2	nis + Avarza	nis + āvarṣa
nirBIta	nirbhīta	39525	2	nis + BIta	nis + bhīta
nirBakta	nirbhakta	39517	2	nis + Bakta	nis + bhakta
nirBara	nirbhara	39520	2	nis + Bara	nis + bhara
nirBastraka	nirbhastraka	39522	2	nis + BastrA	nis + bhastrā
nirBaya	nirbhaya	39519	2	nis + Baya	nis + bhaya
nirBedya	nirbhedya	39532	2	nis + Bedya	nis + bhedya
nirBoga	nirbhoga	39533	2	nis + Boga	nis + bhoga
nirBuja	nirbhuja	39526	2	nis + Buja	nis + bhuja
nirDUma	nirdhūma	39493	2	nis + DUma	nis + dhūma
nirDana	nirdhana	39484	2	nis + Dana	nis + dhana
nirDarma	nirdharma	39487	2	nis + Darma	nis + dharma
nirGfRa	nirghṛṇa	39412	2	nis + GfRA	nis + ghṛṇā
nirGoza	nirghoṣa	39415	2	nis + Goza	nis + ghoṣa
nirIha	nirīha	39307	2	nis + IhA	nis + īhā
nirIti	nirīti	39303	2	nis + Iti	nis + īti
nirIza	nirīṣa	39306	2	nis + IzA	nis + īṣā
nirUQa	nirūḍha	39357	2	nis + UQA	nis + ūḍhā
nirUha	nirūha	39367	2	nis + Uha	nis + ūha
niraBra	nirabhra	39172	2	nis + aBra	nis + abhra
niraDva	niradhva	39143	2	nis + aDvan	nis + adhvan
niraGa	niragha	39131	2	nis + aGa	nis + agha
niraMSa	niraṃśa	39126	2	nis + aMSa	nis + aṃśa
niraMSu	niraṃśu	39127	2	nis + aMSu	nis + aṃśu
niraNga	niraṅga	39133	2	nis + aNga	nis + aṅga
niraNgula	niraṅgula	39134	2	nis + aNguli	nis + aṅguli
niraNkuSa	niraṅkuśa	39132	2	nis + aNkuSa	nis + aṅkuśa
niraSana	niraśana	39205	2	nis + aSana	nis + aśana
niraSva	niraśva	77221	2	nis + aSva	nis + aśva
niraYjana	nirañjana	39138	2	nis + aYjana	nis + añjana
niragni	niragni	39130	2	nis + agni	nis + agni
niraham	niraham	39219	2	nis + aham	nis + aham
nirahna	nirahna	39221	2	nis + ahna	nis + ahna
nirajina	nirajina	39136	2	nis + ajina	nis + ajina
nirakza	nirakṣa	39128	2	nis + akza	nis + akṣa
niramarza	niramarṣa	39175	2	nis + amarza	nis + amarṣa
nirambara	nirambara	39177	2	nis + ambara	nis + ambara
nirambu	nirambu	39178	2	nis + ambu	nis + ambu
niramitra	niramitra	39176	2	nis + amitra	nis + amitra
niranDas	nirandhas	39153	2	nis + anDas	nis + andhas
niranna	niranna	39154	2	nis + anna	nis + anna
nirantara	nirantara	39151	2	nis + antara	nis + antara
niranuga	niranuga	39146	2	nis + anuga	nis + anuga
niranukroSa	niranukrośa	39144	2	nis + anukroSa	nis + anukrośa
niranvaya	niranvaya	39155	2	nis + anvaya	nis + anvaya
nirapAya	nirapāya	39162	2	nis + apAya	nis + apāya
nirapa	nirapa	39156	2	nis + ap	nis + ap
niraparADa	niraparādha	39158	2	nis + aparADa	nis + aparādha
nirapatrapa	nirapatrapa	39157	2	nis + apatrapA	nis + apatrapā
nirapekza	nirapekṣa	39163	2	nis + apekzA	nis + apekṣā
nirapekzin	nirapekṣin	39166	2	nis + apekzA	nis + apekṣā
nirapekzya	nirapekṣya	39167	2	nis + apekzya	nis + apekṣya
nirarTa	nirartha	39182	2	nis + arTa	nis + artha
nirarbuda	nirarbuda	39187	2	nis + arbuda	nis + arbuda
nirargala	nirargala	39181	2	nis + argala	nis + argala
nirasTi	nirasthi	39212	2	nis + asTi	nis + asthi
nirastra	nirastra	39211	2	nis + astra	nis + astra
niratyaya	niratyaya	39141	2	nis + atyaya	nis + atyaya
nirava	nirava	39188	2	nis + ava	nis + ava
niravadya	niravadya	39193	2	nis + avadya	nis + avadya
niravadya	niravadya	77212	2	niravadya + vat	niravadya + vat
nirbADa	nirbādha	77332	2	nis + bADA	nis + bādhā
nirboDa	nirbodha	77336	2	nis + boDa	nis + bodha
nirdaSa	nirdaśa	39464	2	nis + daSan	nis + daśan
nirdaya	nirdaya	39460	2	nis + dayA	nis + dayā
nirdeva	nirdeva	39475	2	nis + deva	nis + deva
nirdoza	nirdoṣa	39480	2	nis + doza	nis + doṣa
nirdroha	nirdroha	39482	2	nis + droha	nis + droha
nirduHKa	nirduḥkha	39474	2	nis + duHKa	nis + duḥkha
nirdvaMdva	nirdvaṃdva	39483	2	nis + dvaMdva	nis + dvaṃdva
nireka	nireka	77289	2	nis + eka	nis + eka
nirfRa	nirṛṇa	77287	2	nis + fRa	nis + ṛṇa
nirfti	nirṛti	39371	2	nis + fti	nis + ṛti
nirgarha	nirgarha	77294	2	nis + garhA	nis + garhā
nirgarva	nirgarva	39385	2	nis + garva	nis + garva
nirgfha	nirgṛha	39395	2	nis + gfha	nis + gṛha
nirgranTa	nirgrantha	39397	2	nis + granTa	nis + grantha
nirguRa	nirguṇa	39387	2	nis + guRa	nis + guṇa
nirhasta	nirhasta	39765	2	nis + hasta	nis + hasta
nirhetu	nirhetu	39774	2	nis + hetu	nis + hetu
nirhimam	nirhimam	39771	2	nis + hima	nis + hima
nirhrIka	nirhrīka	39778	2	nis + hrI	nis + hrī
niriNga	niriṅga	39293	2	nis + iNga	nis + iṅga
niricCa	niriccha	39295	2	nis + icCA	nis + icchā
nirjIva	nirjīva	39432	2	nis + jIva	nis + jīva
nirjYAna	nirjñāna	77306	2	nis + jYAna	nis + jñāna
nirjYAti	nirjñāti	39436	2	nis + jYAti	nis + jñāti
nirjala	nirjala	39425	2	nis + jala	nis + jala
nirjana	nirjana	39417	2	nis + jana	nis + jana
nirjara	nirjara	39419	2	nis + jarA	nis + jarā
nirjihva	nirjihva	39431	2	nis + jihvA	nis + jihvā
nirjvara	nirjvara	39437	2	nis + jvara	nis + jvara
nirlajja	nirlajja	39619	2	nis + lajjA	nis + lajjā
nirlepa	nirlepa	39625	2	nis + lepa	nis + lepa
nirliNga	nirliṅga	39620	2	nis + liNga	nis + liṅga
nirlipta	nirlipta	39621	2	nis + lipta	nis + lipta
nirloBa	nirlobha	39626	2	nis + loBa	nis + lobha
nirloma	nirloma	39627	2	nis + loman	nis + loman
nirmAMsa	nirmāṃsa	39563	2	nis + mAMsa	nis + māṃsa
nirmAna	nirmāna	39571	2	nis + mAna	nis + māna
nirmArga	nirmārga	39574	2	nis + mArga	nis + mārga
nirmAya	nirmāya	77354	2	nis + mAyA	nis + māyā
nirmUla	nirmūla	39584	2	nis + mUla	nis + mūla
nirmada	nirmada	39542	2	nis + mada	nis + mada
nirmajja	nirmajja	39536	2	nis + majjA	nis + majjā
nirmakzika	nirmakṣika	39534	2	nis + makzikA	nis + makṣikā
nirmala	nirmala	39557	2	nis + mala	nis + mala
nirmama	nirmama	39552	2	nis + mama	nis + mama
nirmanaska	nirmanaska	39544	2	nis + manas	nis + manas
nirmaryAda	nirmaryāda	39556	2	nis + maryAdA	nis + maryādā
nirmeDa	nirmedha	39588	2	nis + meDA	nis + medhā
nirmeGa	nirmegha	39587	2	nis + meGa	nis + megha
nirmfga	nirmṛga	77359	2	nis + mfga	nis + mṛga
nirmoha	nirmoha	39593	2	nis + moha	nis + moha
nirnABi	nirnābhi	39499	2	nis + nABi	nis + nābhi
nirnATa	nirnātha	39498	2	nis + nATa	nis + nātha
nirnIqa	nirnīḍa	39506	2	nis + nIqa	nis + nīḍa
nirnara	nirnara	39497	2	nis + nara	nis + nara
nirnidra	nirnidra	39502	2	nis + nidrA	nis + nidrā
nirupADika	nirupādhika	39351	2	nis + upADi	nis + upādhi
nirupakriya	nirupakriya	77274	2	nis + upakriyA	nis + upakriyā
nirupama	nirupama	39344	2	nis + upamA	nis + upamā
nirvARa	nirvāṇa	39658	2	nis + vARa	nis + vāṇa
nirvARaruci	nirvāṇaruci	39663	2	nirvARa + ruci	nirvāṇa + ruci
nirvARasUtra	nirvāṇasūtra	39664	2	nirvARa + sUtra	nirvāṇa + sūtra
nirvAc	nirvāc	39653	2	nis + vAc	nis + vāc
nirvArya	nirvārya	39676	2	nis + vArya	nis + vārya
nirvAsana	nirvāsana	39679	2	nis + vAsanA	nis + vāsanā
nirvAta	nirvāta	39667	2	nis + vAta	nis + vāta
nirvEra	nirvaira	39741	2	nis + vEra	nis + vaira
nirvIja	nirvīja	39721	2	nis + vIja	nis + vīja
nirvIra	nirvīra	39722	2	nis + vIra	nis + vīra
nirvIrya	nirvīrya	39724	2	nis + vIrya	nis + vīrya
nirvaRa	nirvaṇa	39633	2	nis + vana	nis + vana
nirvaruRatA	nirvaruṇatā	39638	2	nis + varuRa	nis + varuṇa
nirvasu	nirvasu	39647	2	nis + vasu	nis + vasu
nirvega	nirvega	39731	2	nis + vega	nis + vega
nirvfkza	nirvṛkṣa	39725	2	nis + vakza	nis + vakṣa
nirvfza	nirvṛṣa	39730	2	nis + vfpa	nis + vṛpa
nirviDitsa	nirvidhitsa	39700	2	nis + viDitsA	nis + vidhitsā
nirviSaNka	nirviśaṅka	39708	2	nis + viSaNkA	nis + viśaṅkā
nirvicezwa	nirviceṣṭa	39696	2	nis + vicezwA	nis + viceṣṭā
nirvicikitsa	nirvicikitsa	39695	2	nis + vicikitsA	nis + vicikitsā
nirvidya	nirvidya	39699	2	nis + vidyA	nis + vidyā
nirviza	nirviṣa	39714	2	nis + viza	nis + viṣa
nirvrIqa	nirvrīḍa	77417	2	nis + vrIqA	nis + vrīḍā
nirvraRa	nirvraṇa	39758	2	nis + vraRa	nis + vraṇa
nirvrata	nirvrata	39759	2	nis + vrata	nis + vrata
nirvyAGra	nirvyāghra	39751	2	nis + vyAGra	nis + vyāghra
nirvyAja	nirvyāja	39752	2	nis + vyAja	nis + vyāja
nirvyaTa	nirvyatha	39746	2	nis + vyaTA	nis + vyathā
nirvyagra	nirvyagra	77412	2	nis + vyagra	nis + vyagra
nirvyapekza	nirvyapekṣa	39748	2	nis + vyapekzA	nis + vyapekṣā
niryUTa	niryūtha	39613	2	nis + yUTa	nis + yūtha
niryaSaska	niryaśaska	39598	2	nis + yaSas	nis + yaśas
niryantraRa	niryantraṇa	39597	2	nis + yantraRa	nis + yantraṇa
niryatna	niryatna	39596	2	nis + yatna	nis + yatna
niryuktika	niryuktika	39612	2	nis + yukti	nis + yukti
nispanda	nispanda	40309	2	nis + spanda	nis + spanda
nistala	nistala	40285	2	nis + tala	nis + tala
nistamaska	nistamaska	40278	2	nis + tamas	nis + tamas
nistandra	nistandra	40276	2	nis + tandrA	nis + tandrā
nistoya	nistoya	40298	2	nis + toya	nis + toya
nistrapa	nistrapa	40300	2	nis + trapA	nis + trapā
nistriMSa	nistriṃśa	40301	2	nis + triMSat	nis + triṃśat
nistuza	nistuṣa	40290	2	nis + tuza	nis + tuṣa
nistuzita	nistuṣita	40293	2	nis + tuza	nis + tuṣa
nisvana	nisvana	40317	2	ni + svana	ni + svana
nisvara	nisvara	40320	2	ni + svara	ni + svara
nitala	nitala	38845	2	ni + tala	ni + tala
nityAritra	nityāritra	38872	2	nitya + aritra	nitya + aritra
nityAyukta	nityāyukta	38871	2	nitya + Ayukta	nitya + āyukta
nityayuj	nityayuj	77115	2	nitya + yuj	nitya + yuj
nityodita	nityodita	38874	2	nitya + udita	nitya + udita
nityodyukta	nityodyukta	38875	2	nitya + udyukta	nitya + udyukta
nivAta	nivāta	39813	2	ni + vAta	ni + vāta
nivAta	nivāta	39814	2	ni + vAta	ni + vāta
nivIrya	nivīrya	39845	2	ni + vIrya	ni + vīrya
nivakzas	nivakṣas	39790	2	ni + vakzas	ni + vakṣas
nivara	nivara	39795	2	ni + vara	ni + vara
niwalAkza	niṭalākṣa	38834	2	niwala + akza	niṭala + akṣa
niyudraTa	niyudratha	39114	2	niyut + raTa	niyut + ratha
nizPala	niṣphala	40240	2	nis + Pala	nis + phala
nizPena	niṣphena	40242	2	nis + Pena	nis + phena
nizWAgata	niṣṭhāgata	40145	2	nizWA + gata	niṣṭhā + gata
nizWAnta	niṣṭhānta	40148	2	nizWA + anta	niṣṭhā + anta
nizaDASva	niṣadhāśva	40021	2	nizaDa + aSva	niṣadha + aśva
nizamam	niṣamam	40023	2	ni + sama	ni + sama
nizkAlaka	niṣkālaka	40082	2	nis + kAla	nis + kāla
nizkAlika	niṣkālika	40084	2	nis + kAla	nis + kāla
nizkAma	niṣkāma	40079	2	nis + kAma	nis + kāma
nizkAnta	niṣkānta	77498	2	nis + kAnta	nis + kānta
nizkOSAmbi	niṣkauśāmbi	40118	2	nis + kOSAmbI	nis + kauśāmbī
nizkUja	niṣkūja	40105	2	nis + kUja	nis + kūja
nizkUwa	niṣkūṭa	40106	2	nis + kUwa	nis + kūṭa
nizkaRWa	niṣkaṇṭha	40061	2	nis + kaRWa	nis + kaṇṭha
nizkala	niṣkala	40074	2	nis + kalA	nis + kalā
nizkampa	niṣkampa	40064	2	nis + kampa	nis + kampa
nizkanda	niṣkanda	40063	2	nis + kanda	nis + kanda
nizkanizWa	niṣkaniṣṭha	40062	2	nis + kanizWA	nis + kaniṣṭhā
nizkapa	niṣkapa	40109	2	nis + kfpA	nis + kṛpā
nizkaruRa	niṣkaruṇa	40067	2	nis + karuRA	nis + karuṇā
nizkiMcana	niṣkiṃcana	40090	2	nis + kiMcana	nis + kiṃcana
nizkleSa	niṣkleśa	40131	2	nis + kleSa	nis + kleśa
nizkriyAtmatA	niṣkriyātmatā	40128	2	nizkriya + Atman	niṣkriya + ātman
nizkriya	niṣkriya	40126	2	nis + kriyA	nis + kriyā
nizkroDa	niṣkrodha	40130	2	nis + kroDa	nis + krodha
nizkulAkar	niṣkulākar	40100	2	nizkula + kar	niṣkula + kar
nizkula	niṣkula	40099	2	nis + kula	nis + kula
nizpApa	niṣpāpa	40197	2	nis + pApa	nis + pāpa
nizpAra	niṣpāra	40198	2	nis + pAra	nis + pāra
nizpaNka	niṣpaṅka	40167	2	nis + paNka	nis + paṅka
nizpada	niṣpada	40180	2	nis + pada	nis + pada
nizpanda	niṣpanda	40181	2	nis + spanda	nis + spanda
nizparIkza	niṣparīkṣa	40187	2	nis + parIkzA	nis + parīkṣā
nizpatAka	niṣpatāka	40169	2	nis + patAkA	nis + patākā
nizpattrAkar	niṣpattrākar	40176	2	nizpattra + kar	niṣpattra + kar
nizpattra	niṣpattra	40173	2	nis + pattra	nis + pattra
nizprARa	niṣprāṇa	40237	2	nis + prARa	nis + prāṇa
nizpraBa	niṣprabha	40230	2	nis + praBA	nis + prabhā
nizprajYa	niṣprajña	77535	2	nis + prajYA	nis + prajñā
nizprakAraka	niṣprakāraka	40213	2	nis + prakAra	nis + prakāra
nizpramARaka	niṣpramāṇaka	40232	2	nis + pramARa	nis + pramāṇa
nizpratiBa	niṣpratibha	40222	2	nis + pratiBA	nis + pratibhā
nizpratikriya	niṣpratikriya	40217	2	nis + pratikriyA	nis + pratikriyā
nizpravARi	niṣpravāṇi	40236	2	nis + pravARI	nis + pravāṇī
nizputra	niṣputra	40205	2	nis + putra	nis + putra
nizwur	niṣṭur	40141	2	nis + tar	nis + tar
nizwvaktra	niṣṭvaktra	77516	2	nis + tvaktra	nis + tvaktra
nizzapin	niṣṣapin	40247	2	nis + pasa	nis + pasa
no	no	41027	2	na + u	na + u
nrArTi	nrārthi	41152	2	nar + arTa	nar + artha
nyAgroDamUla	nyāgrodhamūla	41102	2	nyagroDa + mUla	nyagrodha + mūla
nyAsIkar	nyāsīkar	41131	2	nyAsa + kar	nyāsa + kar
nyAyavAgISa	nyāyavāgīśa	41117	2	nyAya + vAgISa	nyāya + vāgīśa
nyUnIBAva	nyūnībhāva	77774	2	nyUna + BU	nyūna + bhū
nyUnIkar	nyūnīkar	41145	2	nyUna + kar	nyūna + kar
nyUna	nyūna	41140	2	ni + Una	ni + ūna
nyUnapadatA	nyūnapadatā	77772	2	nyUna + pada	nyūna + pada
nyaYc	nyañc	41084	2	ni + aYc	ni + añc
nyagBAva	nyagbhāva	41067	2	nyak + BU	nyak + bhū
nyagBAvana	nyagbhāvana	41068	2	nyak + BU	nyak + bhū
nyagroDa	nyagrodha	41070	2	nyak + roDa	nyak + rodha
nyahna	nyahna	41100	2	ni + ahna	ni + ahna
nyakkAra	nyakkāra	41063	2	nyak + kar	nyak + kar
nyanta	nyanta	41088	2	ni + anta	ni + anta
nyarTa	nyartha	41092	2	ni + arTa	ni + artha
oGaraTa	ogharatha	13765	2	oGa + raTa	ogha + ratha
oMkAra	oṃkāra	13767	2	om + kAra	om + kāra
oSizWahan	ośiṣṭhahan	13820	2	ozizWa + han	oṣiṣṭha + han
ojobalA	ojobalā	13781	2	ojas + bala	ojas + bala
ojodA	ojodā	13780	2	ojas + dA	ojas + dā
